layer_type,layer_index,mood_bal_acc,p_sbjv_1sgind_L,p_sbjv_1sgind_NL,frac_sbjv_1sgind_L,frac_sbjv_1sgind_NL,n_1sgind_L,n_1sgind_NL,lshaped_nonar,lshaped_nonar_control,lshaped_nonar_selectivity,n_nonar,n_nonar_L_lemmas,n_nonar_NL_lemmas
encoder,3,0.9135307621671258,0.9934184447651314,0.9744932848495139,0.9974025974025974,0.9808936825885979,385,3245,0.6192424242424243,0.5354696969696969,0.08377272727272733,7920,7,5
decoder,1,0.8405096418732783,0.8310181657162616,0.25109084501295237,0.8493506493506493,0.2539291217257319,385,3245,0.31856060606060604,0.5428787878787878,-0.2243181818181818,7920,7,5
decoder,2,0.907791551882461,0.4032670242396646,0.2168877917732083,0.38961038961038963,0.21016949152542372,385,3245,0.3401515151515152,0.4916515151515151,-0.1514999999999999,7920,7,5
