layer_type,layer_index,frac_classified_L,mean_p_L,n_items
encoder,0,0.0,0.0012086458221176146,120
encoder,1,0.0,1.484738258265376e-14,120
encoder,2,0.0,3.725689649294687e-05,120
encoder,3,0.0,1.0817349180208823e-06,120
decoder,0,0.09166666666666666,0.10353734257983313,120
decoder,1,0.075,0.07349741384701597,120
decoder,2,0.14166666666666666,0.1374991282865477,120
decoder,3,0.058333333333333334,0.06261474713102518,120
