layer_type,layer_index,frac_classified_L,mean_p_L,n_items
encoder,0,0.375,0.3890887229279286,120
encoder,1,0.4666666666666667,0.4679290612406652,120
encoder,2,0.2833333333333333,0.28513845969686613,120
encoder,3,0.125,0.13934130624575242,120
decoder,0,0.5166666666666667,0.5126912548117205,120
decoder,1,0.3333333333333333,0.32352214334633156,120
decoder,2,0.14166666666666666,0.13836548686361433,120
decoder,3,0.075,0.0818575494943529,120
