layer_type,layer_index,frac_classified_L,mean_p_L,n_items
encoder,0,0.9333333333333333,0.9333427234276768,120
encoder,1,0.725,0.7311379285565532,120
encoder,2,0.375,0.3743072935279873,120
encoder,3,0.35833333333333334,0.35843637401454115,120
decoder,0,0.08333333333333333,0.09227772718658031,120
decoder,1,0.10833333333333334,0.10416738013252749,120
decoder,2,0.10833333333333334,0.10352247771821961,120
decoder,3,0.06666666666666667,0.05655676173629357,120
