layer_type,layer_index,frac_classified_L,mean_p_L,n_items
encoder,0,0.35,0.3568090242194887,120
encoder,1,0.4083333333333333,0.40142562417263933,120
encoder,2,0.25833333333333336,0.26610045591777526,120
encoder,3,0.2,0.20984438266282102,120
decoder,0,0.4166666666666667,0.41563494315759836,120
decoder,1,0.3333333333333333,0.33959182211074757,120
decoder,2,0.26666666666666666,0.2587391520615743,120
decoder,3,0.21666666666666667,0.21335716325949564,120
