layer_type,layer_index,frac_classified_L,mean_p_L,n_items
encoder,0,0.0,0.0018863250919199112,120
encoder,1,0.025,0.029357606821544233,120
encoder,2,0.058333333333333334,0.04818029168573117,120
encoder,3,0.14166666666666666,0.15474118871437395,120
decoder,0,0.0,0.0008635563461710322,120
decoder,1,0.075,0.0777329337189561,120
decoder,2,0.125,0.12181515493625966,120
decoder,3,0.1,0.10483797699446143,120
