layer_type,layer_index,subset,probe_site,property,probe_type,balanced_accuracy,balanced_std,accuracy,std,control_balanced_accuracy,control_balanced_std,selectivity,control_accuracy,control_std,selectivity_raw,control_mode,n_controls,chance,majority_baseline,n_classes,n_samples
encoder,0,all,content-pool,stem_final_match,linear,0.460222,0.041569,0.702128,0.124151,0.500108,0.000281,-0.039886,0.881149,0.007522,-0.179020,sample,5,0.500000,0.885675,2,43560
encoder,0,all,content-pool,conjugation,linear,0.290258,0.108289,0.641773,0.131950,0.365809,0.037952,-0.075551,0.668705,0.032534,-0.026932,group,5,0.333333,0.818182,3,43560
encoder,0,all,content-pool,l_shaped,linear,0.578321,0.161415,0.802884,0.068786,0.490936,0.086447,0.087384,0.769197,0.047637,0.033687,group,5,0.500000,0.893939,2,43560
encoder,1,all,content-pool,stem_final_match,linear,0.538662,0.138772,0.721429,0.147148,0.499934,0.000159,0.038728,0.883051,0.004847,-0.161623,sample,5,0.500000,0.885675,2,43560
encoder,1,all,content-pool,conjugation,linear,0.360074,0.150129,0.665255,0.141096,0.324086,0.038844,0.035988,0.657081,0.026546,0.008173,group,5,0.333333,0.818182,3,43560
encoder,1,all,content-pool,l_shaped,linear,0.561402,0.170945,0.779389,0.096178,0.596365,0.092375,-0.034964,0.816006,0.070786,-0.036617,group,5,0.500000,0.893939,2,43560
encoder,2,all,content-pool,stem_final_match,linear,0.564076,0.121874,0.772471,0.100484,0.499978,0.000032,0.064098,0.885357,0.000616,-0.112886,sample,5,0.500000,0.885675,2,43560
encoder,2,all,content-pool,conjugation,linear,0.373630,0.164299,0.676359,0.129849,0.321627,0.046867,0.052003,0.644013,0.014287,0.032346,group,5,0.333333,0.818182,3,43560
encoder,2,all,content-pool,l_shaped,linear,0.574937,0.176924,0.786638,0.091294,0.455526,0.064582,0.119411,0.760839,0.042046,0.025800,group,5,0.500000,0.893939,2,43560
encoder,3,all,content-pool,stem_final_match,linear,0.540839,0.093622,0.784650,0.088271,0.499941,0.000120,0.040898,0.884020,0.003094,-0.099370,sample,5,0.500000,0.885675,2,43560
encoder,3,all,content-pool,conjugation,linear,0.356287,0.150392,0.668805,0.119037,0.390878,0.042627,-0.034590,0.693748,0.018601,-0.024943,group,5,0.333333,0.818182,3,43560
encoder,3,all,content-pool,l_shaped,linear,0.561250,0.176715,0.775073,0.094985,0.479156,0.035982,0.082094,0.802711,0.030017,-0.027638,group,5,0.500000,0.893939,2,43560
decoder,0,all,content-pool,stem_final_match,linear,0.501615,0.056636,0.773092,0.033652,0.500081,0.000298,0.001533,0.884764,0.001546,-0.111672,sample,5,0.500000,0.885675,2,43560
decoder,0,all,content-pool,conjugation,linear,0.325106,0.130658,0.644719,0.098630,0.325270,0.056756,-0.000165,0.665990,0.040038,-0.021272,group,5,0.333333,0.818182,3,43560
decoder,0,all,content-pool,l_shaped,linear,0.653371,0.139691,0.800573,0.067583,0.541301,0.064163,0.112070,0.820558,0.047396,-0.019985,group,5,0.500000,0.893939,2,43560
decoder,1,all,content-pool,stem_final_match,linear,0.625765,0.081902,0.837792,0.066269,0.500094,0.000238,0.125671,0.884716,0.000898,-0.046923,sample,5,0.500000,0.885675,2,43560
decoder,1,all,content-pool,conjugation,linear,0.339948,0.126338,0.628938,0.098980,0.346626,0.057100,-0.006678,0.709914,0.041351,-0.080977,group,5,0.333333,0.818182,3,43560
decoder,1,all,content-pool,l_shaped,linear,0.667800,0.147793,0.850368,0.053272,0.525197,0.087508,0.142602,0.814705,0.053094,0.035663,group,5,0.500000,0.893939,2,43560
decoder,2,all,content-pool,stem_final_match,linear,0.563320,0.063711,0.791605,0.088935,0.499987,0.000020,0.063333,0.885650,0.000040,-0.094044,sample,5,0.500000,0.885675,2,43560
decoder,2,all,content-pool,conjugation,linear,0.377030,0.112256,0.723397,0.039459,0.314330,0.037978,0.062700,0.680029,0.030190,0.043368,group,5,0.333333,0.818182,3,43560
decoder,2,all,content-pool,l_shaped,linear,0.608931,0.145903,0.835345,0.064224,0.477825,0.045706,0.131106,0.813600,0.046080,0.021745,group,5,0.500000,0.893939,2,43560
decoder,3,all,content-pool,stem_final_match,linear,0.511399,0.037767,0.774120,0.130300,0.500014,0.000028,0.011385,0.885641,0.000077,-0.111522,sample,5,0.500000,0.885675,2,43560
decoder,3,all,content-pool,conjugation,linear,0.277919,0.037409,0.676174,0.063977,0.267358,0.029079,0.010561,0.622412,0.049230,0.053762,group,5,0.333333,0.818182,3,43560
decoder,3,all,content-pool,l_shaped,linear,0.507824,0.168160,0.713620,0.038459,0.462280,0.035427,0.045544,0.774751,0.013190,-0.061132,group,5,0.500000,0.893939,2,43560
