layer_type,layer_index,subset,probe_site,property,probe_type,balanced_accuracy,balanced_std,accuracy,std,control_balanced_accuracy,control_balanced_std,selectivity,control_accuracy,control_std,selectivity_raw,control_mode,n_controls,chance,majority_baseline,n_classes,n_samples
encoder,0,all,content-pool,stem_final_match,linear,0.482414,0.035596,0.743027,0.143675,0.500022,0.000044,-0.017608,0.884865,0.001617,-0.141838,sample,5,0.500000,0.885675,2,43560
encoder,0,all,content-pool,conjugation,linear,0.325066,0.174308,0.661588,0.157143,0.390687,0.060031,-0.065621,0.678555,0.038360,-0.016967,group,5,0.333333,0.818182,3,43560
encoder,0,all,content-pool,l_shaped,linear,0.558977,0.174014,0.762289,0.070808,0.486751,0.092029,0.072226,0.768585,0.045888,-0.006296,group,5,0.500000,0.893939,2,43560
encoder,1,all,content-pool,stem_final_match,linear,0.534651,0.090845,0.758135,0.138856,0.500000,0.000000,0.034651,0.885681,0.000005,-0.127546,sample,5,0.500000,0.885675,2,43560
encoder,1,all,content-pool,conjugation,linear,0.331698,0.163504,0.675053,0.143994,0.311864,0.032634,0.019834,0.661844,0.020154,0.013209,group,5,0.333333,0.818182,3,43560
encoder,1,all,content-pool,l_shaped,linear,0.553775,0.184396,0.768483,0.087646,0.561758,0.070568,-0.007983,0.832973,0.038187,-0.064490,group,5,0.500000,0.893939,2,43560
encoder,2,all,content-pool,stem_final_match,linear,0.545742,0.087011,0.784986,0.102431,0.500037,0.000074,0.045705,0.885569,0.000213,-0.100584,sample,5,0.500000,0.885675,2,43560
encoder,2,all,content-pool,conjugation,linear,0.331950,0.129740,0.687178,0.113701,0.319712,0.016494,0.012238,0.658428,0.040701,0.028750,group,5,0.333333,0.818182,3,43560
encoder,2,all,content-pool,l_shaped,linear,0.555556,0.186647,0.778818,0.084795,0.462383,0.070647,0.093173,0.763105,0.039433,0.015713,group,5,0.500000,0.893939,2,43560
encoder,3,all,content-pool,stem_final_match,linear,0.525282,0.091854,0.762229,0.097278,0.499997,0.000005,0.025284,0.885669,0.000010,-0.123439,sample,5,0.500000,0.885675,2,43560
encoder,3,all,content-pool,conjugation,linear,0.335648,0.138221,0.677239,0.124239,0.370022,0.041878,-0.034373,0.708298,0.031491,-0.031059,group,5,0.333333,0.818182,3,43560
encoder,3,all,content-pool,l_shaped,linear,0.579028,0.174135,0.790140,0.071108,0.481758,0.034860,0.097269,0.808533,0.026136,-0.018393,group,5,0.500000,0.893939,2,43560
decoder,0,all,content-pool,stem_final_match,linear,0.482418,0.040026,0.795354,0.066337,0.499813,0.000220,-0.017396,0.884741,0.000477,-0.089387,sample,5,0.500000,0.885675,2,43560
decoder,0,all,content-pool,conjugation,linear,0.414198,0.105312,0.722561,0.065401,0.318136,0.034310,0.096063,0.682695,0.037082,0.039866,group,5,0.333333,0.818182,3,43560
decoder,0,all,content-pool,l_shaped,linear,0.655934,0.169031,0.880293,0.051038,0.563829,0.088390,0.092105,0.847783,0.033087,0.032510,group,5,0.500000,0.893939,2,43560
decoder,1,all,content-pool,stem_final_match,linear,0.534150,0.091462,0.810945,0.030007,0.499816,0.000241,0.034335,0.884530,0.001418,-0.073585,sample,5,0.500000,0.885675,2,43560
decoder,1,all,content-pool,conjugation,linear,0.334870,0.068017,0.702521,0.075950,0.326041,0.043747,0.008829,0.683009,0.037602,0.019512,group,5,0.333333,0.818182,3,43560
decoder,1,all,content-pool,l_shaped,linear,0.624646,0.140723,0.852439,0.048095,0.505328,0.060841,0.119319,0.808185,0.030763,0.044254,group,5,0.500000,0.893939,2,43560
decoder,2,all,content-pool,stem_final_match,linear,0.482853,0.059272,0.776389,0.043402,0.500055,0.000088,-0.017202,0.885491,0.000328,-0.109102,sample,5,0.500000,0.885675,2,43560
decoder,2,all,content-pool,conjugation,linear,0.388980,0.056113,0.742449,0.049100,0.335704,0.043537,0.053276,0.691769,0.040920,0.050681,group,5,0.333333,0.818182,3,43560
decoder,2,all,content-pool,l_shaped,linear,0.555186,0.134814,0.812604,0.050648,0.476607,0.051015,0.078579,0.813988,0.038776,-0.001384,group,5,0.500000,0.893939,2,43560
decoder,3,all,content-pool,stem_final_match,linear,0.443916,0.073126,0.716328,0.065872,0.499955,0.000070,-0.056039,0.882508,0.004621,-0.166181,sample,5,0.500000,0.885675,2,43560
decoder,3,all,content-pool,conjugation,linear,0.291504,0.033588,0.708540,0.060747,0.270671,0.024357,0.020833,0.636298,0.031651,0.072242,group,5,0.333333,0.818182,3,43560
decoder,3,all,content-pool,l_shaped,linear,0.490697,0.183404,0.711214,0.059510,0.451744,0.038699,0.038953,0.773381,0.004824,-0.062167,group,5,0.500000,0.893939,2,43560
