layer_type,layer_index,subset,probe_site,property,probe_type,balanced_accuracy,balanced_std,accuracy,std,control_balanced_accuracy,control_balanced_std,selectivity,control_accuracy,control_std,selectivity_raw,control_mode,n_controls,chance,majority_baseline,n_classes,n_samples
encoder,0,all,content-pool,stem_final_match,linear,0.585704,0.173983,0.857690,0.055049,0.500026,0.000052,0.085678,0.890652,0.010023,-0.032962,sample,5,0.500000,0.895661,2,43560
encoder,0,all,content-pool,conjugation,linear,0.579822,0.125164,0.744880,0.066181,0.346475,0.048815,0.233347,0.593327,0.043245,0.151553,group,5,0.333333,0.787879,3,43560
encoder,0,all,content-pool,l_shaped,linear,0.830491,0.200658,0.937952,0.043965,0.537103,0.069139,0.293389,0.815633,0.034449,0.122319,group,5,0.500000,0.893939,2,43560
encoder,1,all,content-pool,stem_final_match,linear,0.654914,0.163077,0.893372,0.006756,0.499996,0.000010,0.154918,0.895588,0.000136,-0.002217,sample,5,0.500000,0.895661,2,43560
encoder,1,all,content-pool,conjugation,linear,0.570982,0.161506,0.753472,0.079257,0.310494,0.044383,0.260487,0.633669,0.025227,0.119803,group,5,0.333333,0.787879,3,43560
encoder,1,all,content-pool,l_shaped,linear,0.823005,0.207025,0.929252,0.061351,0.501388,0.059283,0.321617,0.806056,0.020371,0.123197,group,5,0.500000,0.893939,2,43560
encoder,2,all,content-pool,stem_final_match,linear,0.676368,0.181140,0.878042,0.053591,0.500000,0.000000,0.176368,0.895661,0.000004,-0.017619,sample,5,0.500000,0.895661,2,43560
encoder,2,all,content-pool,conjugation,linear,0.573885,0.232198,0.752957,0.082515,0.412407,0.065583,0.161478,0.655703,0.048540,0.097254,group,5,0.333333,0.787879,3,43560
encoder,2,all,content-pool,l_shaped,linear,0.826679,0.181813,0.934477,0.055102,0.500608,0.051800,0.326071,0.817490,0.037677,0.116988,group,5,0.500000,0.893939,2,43560
encoder,3,all,content-pool,stem_final_match,linear,0.609463,0.128754,0.877290,0.056619,0.500021,0.000043,0.109441,0.895629,0.000068,-0.018339,sample,5,0.500000,0.895661,2,43560
encoder,3,all,content-pool,conjugation,linear,0.596556,0.231721,0.783100,0.092451,0.288528,0.025521,0.308028,0.601834,0.036314,0.181266,group,5,0.333333,0.787879,3,43560
encoder,3,all,content-pool,l_shaped,linear,0.825379,0.167267,0.943272,0.038967,0.524351,0.056488,0.301028,0.824149,0.040193,0.119123,group,5,0.500000,0.893939,2,43560
decoder,0,all,content-pool,stem_final_match,linear,0.573972,0.062024,0.854953,0.030083,0.499903,0.000200,0.074069,0.893749,0.003743,-0.038796,sample,5,0.500000,0.895661,2,43560
decoder,0,all,content-pool,conjugation,linear,0.634176,0.165726,0.791114,0.083275,0.370059,0.083270,0.264118,0.674967,0.047636,0.116147,group,5,0.333333,0.787879,3,43560
decoder,0,all,content-pool,l_shaped,linear,0.757335,0.195823,0.924267,0.040528,0.509426,0.046034,0.247908,0.826068,0.009425,0.098199,group,5,0.500000,0.893939,2,43560
decoder,1,all,content-pool,stem_final_match,linear,0.548160,0.047609,0.881248,0.028731,0.499861,0.000255,0.048298,0.894487,0.001024,-0.013239,sample,5,0.500000,0.895661,2,43560
decoder,1,all,content-pool,conjugation,linear,0.713013,0.202772,0.819039,0.092840,0.339949,0.049130,0.373063,0.675957,0.037969,0.143082,group,5,0.333333,0.787879,3,43560
decoder,1,all,content-pool,l_shaped,linear,0.818153,0.151763,0.922018,0.068220,0.498215,0.057148,0.319938,0.834295,0.023611,0.087723,group,5,0.500000,0.893939,2,43560
decoder,2,all,content-pool,stem_final_match,linear,0.573476,0.065311,0.862123,0.017993,0.499993,0.000006,0.073483,0.895152,0.000838,-0.033030,sample,5,0.500000,0.895661,2,43560
decoder,2,all,content-pool,conjugation,linear,0.669872,0.190884,0.775385,0.069342,0.339258,0.025042,0.330615,0.634957,0.024499,0.140428,group,5,0.333333,0.787879,3,43560
decoder,2,all,content-pool,l_shaped,linear,0.844078,0.198334,0.937692,0.054705,0.461527,0.037413,0.382552,0.792413,0.036857,0.145280,group,5,0.500000,0.893939,2,43560
decoder,3,all,content-pool,stem_final_match,linear,0.545737,0.065476,0.848149,0.040373,0.500001,0.000326,0.045736,0.890581,0.005141,-0.042432,sample,5,0.500000,0.895661,2,43560
decoder,3,all,content-pool,conjugation,linear,0.549522,0.118971,0.766109,0.051923,0.305427,0.070521,0.244095,0.600230,0.066842,0.165879,group,5,0.333333,0.787879,3,43560
decoder,3,all,content-pool,l_shaped,linear,0.799244,0.196543,0.914419,0.049776,0.514394,0.050137,0.284850,0.807804,0.037095,0.106615,group,5,0.500000,0.893939,2,43560
