layer_type,layer_index,subset,probe_site,property,probe_type,balanced_accuracy,balanced_std,accuracy,std,control_balanced_accuracy,control_balanced_std,selectivity,control_accuracy,control_std,selectivity_raw,control_mode,n_controls,chance,majority_baseline,n_classes,n_samples
encoder,0,all,content-pool,stem_final_match,linear,0.480315,0.039517,0.743867,0.114540,0.500000,0.000000,-0.019685,0.885672,0.000005,-0.141804,sample,5,0.500000,0.885675,2,43560
encoder,0,all,content-pool,conjugation,linear,0.279034,0.105958,0.609362,0.109564,0.374150,0.046973,-0.095116,0.672080,0.050186,-0.062718,group,5,0.333333,0.818182,3,43560
encoder,0,all,content-pool,l_shaped,linear,0.624710,0.202069,0.798433,0.055769,0.492087,0.097175,0.132623,0.770935,0.048472,0.027498,group,5,0.500000,0.893939,2,43560
encoder,1,all,content-pool,stem_final_match,linear,0.487534,0.017474,0.732229,0.122250,0.500134,0.000262,-0.012599,0.880954,0.009386,-0.148724,sample,5,0.500000,0.885675,2,43560
encoder,1,all,content-pool,conjugation,linear,0.310830,0.126382,0.661166,0.124583,0.325082,0.050197,-0.014252,0.668059,0.023571,-0.006893,group,5,0.333333,0.818182,3,43560
encoder,1,all,content-pool,l_shaped,linear,0.618409,0.179984,0.811970,0.048398,0.577755,0.034571,0.040654,0.833589,0.030549,-0.021619,group,5,0.500000,0.893939,2,43560
encoder,2,all,content-pool,stem_final_match,linear,0.505856,0.071363,0.752976,0.096315,0.500087,0.000107,0.005769,0.885580,0.000121,-0.132604,sample,5,0.500000,0.885675,2,43560
encoder,2,all,content-pool,conjugation,linear,0.361618,0.132999,0.706419,0.117691,0.331155,0.034996,0.030463,0.663245,0.034130,0.043174,group,5,0.333333,0.818182,3,43560
encoder,2,all,content-pool,l_shaped,linear,0.646035,0.164004,0.816395,0.070966,0.471401,0.054803,0.174634,0.789992,0.050479,0.026404,group,5,0.500000,0.893939,2,43560
encoder,3,all,content-pool,stem_final_match,linear,0.530994,0.087693,0.776613,0.079575,0.500000,0.000000,0.030994,0.885673,0.000007,-0.109061,sample,5,0.500000,0.885675,2,43560
encoder,3,all,content-pool,conjugation,linear,0.341787,0.131612,0.704024,0.132683,0.410763,0.077326,-0.068976,0.717540,0.020542,-0.013515,group,5,0.333333,0.818182,3,43560
encoder,3,all,content-pool,l_shaped,linear,0.619394,0.149586,0.808854,0.052604,0.468697,0.029247,0.150697,0.796662,0.016738,0.012192,group,5,0.500000,0.893939,2,43560
decoder,0,all,content-pool,stem_final_match,linear,0.489715,0.065045,0.780483,0.088105,0.499948,0.000228,-0.010232,0.884734,0.001168,-0.104250,sample,5,0.500000,0.885675,2,43560
decoder,0,all,content-pool,conjugation,linear,0.395985,0.104910,0.702844,0.060377,0.333675,0.032458,0.062311,0.686161,0.018201,0.016683,group,5,0.333333,0.818182,3,43560
decoder,0,all,content-pool,l_shaped,linear,0.533574,0.071707,0.800748,0.044079,0.497475,0.050067,0.036099,0.814118,0.017277,-0.013370,group,5,0.500000,0.893939,2,43560
decoder,1,all,content-pool,stem_final_match,linear,0.499896,0.079197,0.779250,0.074858,0.500011,0.000169,-0.000116,0.884462,0.000894,-0.105213,sample,5,0.500000,0.885675,2,43560
decoder,1,all,content-pool,conjugation,linear,0.400929,0.094512,0.726772,0.041463,0.342333,0.060411,0.058597,0.699792,0.035674,0.026980,group,5,0.333333,0.818182,3,43560
decoder,1,all,content-pool,l_shaped,linear,0.508880,0.049434,0.824925,0.044343,0.511166,0.049447,-0.002287,0.812922,0.035755,0.012003,group,5,0.500000,0.893939,2,43560
decoder,2,all,content-pool,stem_final_match,linear,0.541516,0.072244,0.808449,0.067447,0.499995,0.000025,0.041521,0.885633,0.000039,-0.077184,sample,5,0.500000,0.885675,2,43560
decoder,2,all,content-pool,conjugation,linear,0.482365,0.093846,0.812334,0.020985,0.325046,0.033731,0.157320,0.684628,0.022758,0.127706,group,5,0.333333,0.818182,3,43560
decoder,2,all,content-pool,l_shaped,linear,0.651389,0.170354,0.844785,0.077253,0.465420,0.014474,0.185969,0.808869,0.022988,0.035916,group,5,0.500000,0.893939,2,43560
decoder,3,all,content-pool,stem_final_match,linear,0.531716,0.059476,0.764812,0.108645,0.499932,0.000202,0.031784,0.881533,0.004524,-0.116721,sample,5,0.500000,0.885675,2,43560
decoder,3,all,content-pool,conjugation,linear,0.326069,0.046276,0.726146,0.056309,0.305511,0.045194,0.020558,0.646383,0.038792,0.079763,group,5,0.333333,0.818182,3,43560
decoder,3,all,content-pool,l_shaped,linear,0.530669,0.180894,0.775258,0.063617,0.459047,0.040299,0.071622,0.768475,0.024539,0.006783,group,5,0.500000,0.893939,2,43560
