layer_type,layer_index,subset,probe_site,property,probe_type,balanced_accuracy,balanced_std,accuracy,std,control_balanced_accuracy,control_balanced_std,selectivity,control_accuracy,control_std,selectivity_raw,control_mode,n_controls,chance,majority_baseline,n_classes,n_samples
encoder,0,all,content-pool,stem_final_match,linear,0.634029,0.100214,0.802687,0.052692,0.499997,0.000351,0.134032,0.873675,0.004031,-0.070989,sample,5,0.500000,0.876377,2,43560
encoder,0,all,content-pool,conjugation,linear,0.468787,0.263874,0.722517,0.105596,0.337934,0.064839,0.130853,0.661318,0.054217,0.061199,group,5,0.333333,0.819444,3,43560
encoder,0,all,content-pool,l_shaped,linear,0.683453,0.214384,0.867389,0.077232,0.469121,0.069325,0.214331,0.771590,0.050534,0.095799,group,5,0.500000,0.893939,2,43560
encoder,1,all,content-pool,stem_final_match,linear,0.633953,0.085390,0.823811,0.047312,0.499990,0.000020,0.133963,0.875385,0.001985,-0.051574,sample,5,0.500000,0.876377,2,43560
encoder,1,all,content-pool,conjugation,linear,0.470188,0.266145,0.710430,0.102742,0.368073,0.072199,0.102115,0.695515,0.045187,0.014914,group,5,0.333333,0.819444,3,43560
encoder,1,all,content-pool,l_shaped,linear,0.691261,0.229019,0.844167,0.104417,0.514234,0.087497,0.177028,0.766491,0.079643,0.077676,group,5,0.500000,0.893939,2,43560
encoder,2,all,content-pool,stem_final_match,linear,0.631918,0.083623,0.841076,0.031005,0.500216,0.000460,0.131702,0.874904,0.002380,-0.033828,sample,5,0.500000,0.876377,2,43560
encoder,2,all,content-pool,conjugation,linear,0.498927,0.281350,0.781537,0.122838,0.351695,0.068932,0.147232,0.701104,0.049592,0.080433,group,5,0.333333,0.819444,3,43560
encoder,2,all,content-pool,l_shaped,linear,0.686781,0.230835,0.841733,0.098267,0.464765,0.051795,0.222016,0.771034,0.043216,0.070699,group,5,0.500000,0.893939,2,43560
encoder,3,all,content-pool,stem_final_match,linear,0.660686,0.080127,0.852647,0.010761,0.499989,0.000021,0.160697,0.876363,0.000035,-0.023717,sample,5,0.500000,0.876377,2,43560
encoder,3,all,content-pool,conjugation,linear,0.473934,0.266373,0.768999,0.104410,0.324997,0.024700,0.148936,0.716282,0.018932,0.052717,group,5,0.333333,0.819444,3,43560
encoder,3,all,content-pool,l_shaped,linear,0.681275,0.230662,0.855052,0.078285,0.521040,0.072360,0.160235,0.801448,0.037910,0.053604,group,5,0.500000,0.893939,2,43560
decoder,0,all,content-pool,stem_final_match,linear,0.570498,0.079668,0.822518,0.044559,0.499898,0.000205,0.070600,0.873736,0.003411,-0.051218,sample,5,0.500000,0.876377,2,43560
decoder,0,all,content-pool,conjugation,linear,0.390789,0.174999,0.739099,0.104714,0.333214,0.052929,0.057575,0.696224,0.036355,0.042875,group,5,0.333333,0.819444,3,43560
decoder,0,all,content-pool,l_shaped,linear,0.705942,0.168482,0.881950,0.048688,0.539706,0.047576,0.166236,0.837065,0.008572,0.044885,group,5,0.500000,0.893939,2,43560
decoder,1,all,content-pool,stem_final_match,linear,0.616849,0.152999,0.828323,0.054759,0.499901,0.000110,0.116948,0.875784,0.000279,-0.047461,sample,5,0.500000,0.876377,2,43560
decoder,1,all,content-pool,conjugation,linear,0.624172,0.218031,0.818640,0.059457,0.282073,0.025226,0.342099,0.677294,0.023264,0.141345,group,5,0.333333,0.819444,3,43560
decoder,1,all,content-pool,l_shaped,linear,0.814198,0.161016,0.947076,0.040448,0.490365,0.060872,0.323833,0.801804,0.033554,0.145273,group,5,0.500000,0.893939,2,43560
decoder,2,all,content-pool,stem_final_match,linear,0.606046,0.087687,0.804354,0.057840,0.500099,0.000456,0.105947,0.875606,0.000880,-0.071252,sample,5,0.500000,0.876377,2,43560
decoder,2,all,content-pool,conjugation,linear,0.613732,0.228466,0.818608,0.044837,0.343111,0.054512,0.270621,0.722003,0.031926,0.096605,group,5,0.333333,0.819444,3,43560
decoder,2,all,content-pool,l_shaped,linear,0.824123,0.102330,0.915181,0.069467,0.568693,0.081708,0.255430,0.834034,0.069645,0.081147,group,5,0.500000,0.893939,2,43560
decoder,3,all,content-pool,stem_final_match,linear,0.613346,0.103415,0.829932,0.056303,0.499989,0.000267,0.113358,0.875472,0.000928,-0.045540,sample,5,0.500000,0.876377,2,43560
decoder,3,all,content-pool,conjugation,linear,0.460876,0.244321,0.765408,0.093955,0.297870,0.040442,0.163007,0.671416,0.032838,0.093992,group,5,0.333333,0.819444,3,43560
decoder,3,all,content-pool,l_shaped,linear,0.695833,0.194879,0.871407,0.122731,0.486248,0.062167,0.209585,0.782599,0.035130,0.088808,group,5,0.500000,0.893939,2,43560
