layer_type,layer_index,subset,probe_site,property,probe_type,balanced_accuracy,balanced_std,accuracy,std,control_balanced_accuracy,control_balanced_std,selectivity,control_accuracy,control_std,selectivity_raw,control_mode,n_controls,chance,majority_baseline,n_classes,n_samples
encoder,0,all,content-pool,stem_final_match,linear,0.479907,0.064936,0.701890,0.087455,0.500141,0.000282,-0.020234,0.885201,0.000945,-0.183310,sample,5,0.500000,0.885675,2,43560
encoder,0,all,content-pool,conjugation,linear,0.338551,0.163749,0.695902,0.135480,0.394647,0.054875,-0.056096,0.681418,0.033572,0.014485,group,5,0.333333,0.818182,3,43560
encoder,0,all,content-pool,l_shaped,linear,0.613485,0.191053,0.806863,0.068584,0.510739,0.093938,0.102746,0.783006,0.039583,0.023857,group,5,0.500000,0.893939,2,43560
encoder,1,all,content-pool,stem_final_match,linear,0.490228,0.088812,0.721136,0.097614,0.499698,0.000344,-0.009470,0.880877,0.005713,-0.159741,sample,5,0.500000,0.885675,2,43560
encoder,1,all,content-pool,conjugation,linear,0.351270,0.128914,0.670598,0.112612,0.328433,0.053695,0.022837,0.662961,0.037843,0.007637,group,5,0.333333,0.818182,3,43560
encoder,1,all,content-pool,l_shaped,linear,0.623396,0.210080,0.795929,0.084480,0.570080,0.069670,0.053316,0.839408,0.026422,-0.043479,group,5,0.500000,0.893939,2,43560
encoder,2,all,content-pool,stem_final_match,linear,0.473976,0.052235,0.710498,0.078355,0.499553,0.000592,-0.025577,0.881706,0.005040,-0.171208,sample,5,0.500000,0.885675,2,43560
encoder,2,all,content-pool,conjugation,linear,0.369740,0.154280,0.692732,0.112721,0.316850,0.024247,0.052890,0.659430,0.031741,0.033303,group,5,0.333333,0.818182,3,43560
encoder,2,all,content-pool,l_shaped,linear,0.660417,0.173300,0.828585,0.060498,0.470096,0.069215,0.190320,0.782949,0.035988,0.045636,group,5,0.500000,0.893939,2,43560
encoder,3,all,content-pool,stem_final_match,linear,0.523974,0.098637,0.742338,0.087129,0.499881,0.000238,0.024093,0.885240,0.000867,-0.142902,sample,5,0.500000,0.885675,2,43560
encoder,3,all,content-pool,conjugation,linear,0.328949,0.085791,0.708863,0.071013,0.387249,0.041833,-0.058300,0.696912,0.009940,0.011951,group,5,0.333333,0.818182,3,43560
encoder,3,all,content-pool,l_shaped,linear,0.599634,0.146296,0.836767,0.042924,0.466889,0.045339,0.132744,0.795910,0.040337,0.040856,group,5,0.500000,0.893939,2,43560
decoder,0,all,content-pool,stem_final_match,linear,0.518427,0.085757,0.791046,0.083413,0.499994,0.000250,0.018433,0.884328,0.000881,-0.093282,sample,5,0.500000,0.885675,2,43560
decoder,0,all,content-pool,conjugation,linear,0.322066,0.070511,0.683168,0.076724,0.313937,0.036822,0.008129,0.684609,0.028601,-0.001441,group,5,0.333333,0.818182,3,43560
decoder,0,all,content-pool,l_shaped,linear,0.650669,0.157286,0.850455,0.043940,0.524247,0.046053,0.126422,0.830616,0.036949,0.019838,group,5,0.500000,0.893939,2,43560
decoder,1,all,content-pool,stem_final_match,linear,0.577098,0.111463,0.846966,0.037049,0.500053,0.000271,0.077045,0.885159,0.000754,-0.038192,sample,5,0.500000,0.885675,2,43560
decoder,1,all,content-pool,conjugation,linear,0.374901,0.126131,0.716886,0.065586,0.317129,0.060225,0.057771,0.692893,0.047832,0.023994,group,5,0.333333,0.818182,3,43560
decoder,1,all,content-pool,l_shaped,linear,0.697071,0.124328,0.863550,0.036238,0.507913,0.042569,0.189158,0.813292,0.024800,0.050258,group,5,0.500000,0.893939,2,43560
decoder,2,all,content-pool,stem_final_match,linear,0.538420,0.039740,0.806840,0.069176,0.500057,0.000230,0.038363,0.884530,0.001089,-0.077690,sample,5,0.500000,0.885675,2,43560
decoder,2,all,content-pool,conjugation,linear,0.471353,0.117989,0.791923,0.037616,0.301735,0.017391,0.169618,0.658631,0.031916,0.133292,group,5,0.333333,0.818182,3,43560
decoder,2,all,content-pool,l_shaped,linear,0.798708,0.155149,0.900110,0.044061,0.481867,0.055048,0.316841,0.821428,0.045246,0.078682,group,5,0.500000,0.893939,2,43560
decoder,3,all,content-pool,stem_final_match,linear,0.571110,0.060180,0.805227,0.051534,0.499967,0.000122,0.071143,0.885374,0.000470,-0.080147,sample,5,0.500000,0.885675,2,43560
decoder,3,all,content-pool,conjugation,linear,0.323828,0.031622,0.734599,0.046840,0.266858,0.044296,0.056970,0.623430,0.056507,0.111169,group,5,0.333333,0.818182,3,43560
decoder,3,all,content-pool,l_shaped,linear,0.525099,0.113423,0.808610,0.055371,0.462283,0.046322,0.062816,0.777289,0.032226,0.031320,group,5,0.500000,0.893939,2,43560
