layer_type,layer_index,subset,probe_site,property,probe_type,balanced_accuracy,balanced_std,accuracy,std,control_balanced_accuracy,control_balanced_std,selectivity,control_accuracy,control_std,selectivity_raw,control_mode,n_controls,chance,majority_baseline,n_classes,n_samples
encoder,0,all,content-pool,stem_final_match,linear,0.561246,0.084284,0.826518,0.090480,0.500250,0.000261,0.060996,0.892939,0.004087,-0.066421,sample,5,0.500000,0.895661,2,43560
encoder,0,all,content-pool,conjugation,linear,0.575244,0.111788,0.761212,0.040794,0.327647,0.043578,0.247598,0.593594,0.035743,0.167618,group,5,0.333333,0.787879,3,43560
encoder,0,all,content-pool,l_shaped,linear,0.819356,0.182036,0.931707,0.026264,0.504760,0.052884,0.314596,0.801427,0.027829,0.130279,group,5,0.500000,0.893939,2,43560
encoder,1,all,content-pool,stem_final_match,linear,0.617132,0.106131,0.863457,0.036354,0.499969,0.000063,0.117163,0.895611,0.000110,-0.032154,sample,5,0.500000,0.895661,2,43560
encoder,1,all,content-pool,conjugation,linear,0.609850,0.188086,0.767331,0.076393,0.285653,0.041904,0.324197,0.605206,0.027288,0.162125,group,5,0.333333,0.787879,3,43560
encoder,1,all,content-pool,l_shaped,linear,0.824874,0.171370,0.932994,0.052160,0.484831,0.031492,0.340042,0.804535,0.031174,0.128459,group,5,0.500000,0.893939,2,43560
encoder,2,all,content-pool,stem_final_match,linear,0.579370,0.171637,0.840076,0.101326,0.499964,0.000073,0.079406,0.895596,0.000133,-0.055519,sample,5,0.500000,0.895661,2,43560
encoder,2,all,content-pool,conjugation,linear,0.584400,0.140489,0.777999,0.068013,0.336501,0.058443,0.247899,0.620945,0.044676,0.157053,group,5,0.333333,0.787879,3,43560
encoder,2,all,content-pool,l_shaped,linear,0.839599,0.163285,0.945668,0.038830,0.489514,0.023908,0.350085,0.812103,0.039553,0.133565,group,5,0.500000,0.893939,2,43560
encoder,3,all,content-pool,stem_final_match,linear,0.602905,0.111577,0.859449,0.035278,0.499992,0.000016,0.102913,0.895647,0.000028,-0.036198,sample,5,0.500000,0.895661,2,43560
encoder,3,all,content-pool,conjugation,linear,0.545138,0.167398,0.767672,0.065047,0.304767,0.034524,0.240370,0.617336,0.031494,0.150336,group,5,0.333333,0.787879,3,43560
encoder,3,all,content-pool,l_shaped,linear,0.819684,0.181286,0.943283,0.036371,0.497600,0.048665,0.322084,0.808792,0.043545,0.134492,group,5,0.500000,0.893939,2,43560
decoder,0,all,content-pool,stem_final_match,linear,0.545935,0.023956,0.852395,0.022236,0.500048,0.000101,0.045887,0.895361,0.000423,-0.042966,sample,5,0.500000,0.895661,2,43560
decoder,0,all,content-pool,conjugation,linear,0.577711,0.198696,0.763343,0.085748,0.378839,0.063596,0.198872,0.681788,0.024935,0.081555,group,5,0.333333,0.787879,3,43560
decoder,0,all,content-pool,l_shaped,linear,0.781061,0.174816,0.904827,0.063720,0.531161,0.045023,0.249899,0.833118,0.012494,0.071709,group,5,0.500000,0.893939,2,43560
decoder,1,all,content-pool,stem_final_match,linear,0.585931,0.024718,0.873319,0.029318,0.499784,0.000432,0.086147,0.893820,0.003682,-0.020502,sample,5,0.500000,0.895661,2,43560
decoder,1,all,content-pool,conjugation,linear,0.608674,0.179957,0.753956,0.106173,0.333701,0.045084,0.274973,0.663031,0.033014,0.090925,group,5,0.333333,0.787879,3,43560
decoder,1,all,content-pool,l_shaped,linear,0.820466,0.118166,0.916432,0.073275,0.507217,0.051855,0.313249,0.830767,0.016426,0.085665,group,5,0.500000,0.893939,2,43560
decoder,2,all,content-pool,stem_final_match,linear,0.582180,0.123729,0.855465,0.052605,0.499964,0.000152,0.082217,0.895456,0.000209,-0.039992,sample,5,0.500000,0.895661,2,43560
decoder,2,all,content-pool,conjugation,linear,0.558038,0.221446,0.742947,0.105274,0.343713,0.073324,0.214325,0.645833,0.043487,0.097115,group,5,0.333333,0.787879,3,43560
decoder,2,all,content-pool,l_shaped,linear,0.856212,0.189334,0.947764,0.047595,0.471013,0.042984,0.385199,0.803130,0.048539,0.144634,group,5,0.500000,0.893939,2,43560
decoder,3,all,content-pool,stem_final_match,linear,0.595464,0.099664,0.871579,0.043716,0.500368,0.000675,0.095096,0.891660,0.005086,-0.020081,sample,5,0.500000,0.895661,2,43560
decoder,3,all,content-pool,conjugation,linear,0.545396,0.185939,0.738382,0.039749,0.299137,0.030836,0.246259,0.617591,0.057085,0.120791,group,5,0.333333,0.787879,3,43560
decoder,3,all,content-pool,l_shaped,linear,0.797220,0.204134,0.903382,0.050278,0.495716,0.043855,0.301504,0.792084,0.011607,0.111298,group,5,0.500000,0.893939,2,43560
