layer_type,layer_index,frac_classified_L,mean_p_L,n_items
encoder,0,0.09166666666666666,0.11309578288241408,120
encoder,1,0.2,0.20605132249511532,120
encoder,2,0.09166666666666666,0.09294622379919865,120
encoder,3,0.14166666666666666,0.1282656799170641,120
decoder,0,0.025,0.02784915624142632,120
decoder,1,0.0,0.007324881540810413,120
decoder,2,0.0,0.0011068355624046732,120
decoder,3,0.36666666666666664,0.3699133924427793,120
