layer_type,layer_index,frac_classified_L,mean_p_L,n_items
encoder,0,0.25833333333333336,0.2557956641949174,120
encoder,1,0.38333333333333336,0.38701738884274745,120
encoder,2,0.25833333333333336,0.25509433910364215,120
encoder,3,0.3333333333333333,0.3161338268050765,120
decoder,0,0.09166666666666666,0.08711218525085575,120
decoder,1,0.20833333333333334,0.20588586109579357,120
decoder,2,0.15,0.1487411993347233,120
decoder,3,0.125,0.12960093668685596,120
