layer_type,layer_index,frac_classified_L,mean_p_L,n_items
encoder,0,0.075,0.08180463878278217,120
encoder,1,0.06666666666666667,0.06759947507040229,120
encoder,2,0.016666666666666666,0.029962004405912613,120
encoder,3,0.06666666666666667,0.06828510836680142,120
decoder,0,0.075,0.08317556383143647,120
decoder,1,0.1,0.10819167813437773,120
decoder,2,0.1,0.09815304557286726,120
decoder,3,0.36666666666666664,0.35705729993149,120
