layer_type,layer_index,frac_classified_L,mean_p_L,n_items
encoder,0,0.008333333333333333,0.009877648503369325,120
encoder,1,0.0,0.00969178110942963,120
encoder,2,0.041666666666666664,0.038521762281186235,120
encoder,3,0.016666666666666666,0.01741287269147886,120
decoder,0,0.041666666666666664,0.035319674317519395,120
decoder,1,0.10833333333333334,0.10863976107458363,120
decoder,2,0.016666666666666666,0.018633879423377298,120
decoder,3,0.175,0.16606845166817982,120
