layer_type,layer_index,frac_classified_L,mean_p_L,n_items
encoder,0,0.375,0.3817466246003779,120
encoder,1,0.5,0.4937061607727839,120
encoder,2,0.16666666666666666,0.16545054736869957,120
encoder,3,0.16666666666666666,0.16828581671875215,120
decoder,0,0.20833333333333334,0.20905868093269858,120
decoder,1,0.25,0.24471960522111288,120
decoder,2,0.4,0.3852820519633132,120
decoder,3,0.43333333333333335,0.4272214219904839,120
