layer_type,layer_index,subset,probe_type,balanced_accuracy,balanced_std,control_balanced_accuracy,selectivity,raw_accuracy,majority_baseline,n_folds,n_samples,n_L,n_NL,n_L_lemmas,n_NL_lemmas
encoder,2,all,linear,0.5749368686868687,0.17692448402105843,0.4991915382735293,0.07574533041333936,0.7866383616383616,0.8939393939393939,5,43560,4620,38940,7,59
encoder,2,all,mlp,0.5303787878787879,0.18505343329334836,0.5001073825656612,0.030271405313126665,0.7844888444888445,0.8939393939393939,5,43560,4620,38940,7,59
encoder,3,stemfinal_same,linear,0.5515787565430526,0.20546778901622129,0.5,0.05157875654305255,0.8045797717380949,0.9755054432348367,5,38580,945,37635,7,59
encoder,3,stemfinal_same,mlp,0.5472718387235702,0.19287286960275365,0.4999865797576236,0.0472852589659466,0.8884576849045107,0.9755054432348367,5,38580,945,37635,7,59
encoder,3,stemfinal_differ,linear,0.514982683982684,0.06532802942800456,0.4868814256273847,0.028101258355299308,0.4830980701206233,0.7379518072289156,5,4980,3675,1305,7,6
encoder,3,stemfinal_differ,mlp,0.5056369047619048,0.1741040268341429,0.5068702617774948,-0.0012333570155900198,0.484206337861783,0.7379518072289156,5,4980,3675,1305,7,6
encoder,3,all,linear,0.56125,0.17671488389141488,0.5,0.06125000000000003,0.77507326007326,0.8939393939393939,5,43560,4620,38940,7,59
encoder,3,all,mlp,0.541780303030303,0.19840712552845277,0.5001576747481895,0.041622628282113494,0.8038677988677989,0.8939393939393939,5,43560,4620,38940,7,59
decoder,0,stemfinal_same,linear,0.45466823178875326,0.10477781474322584,0.5012561888647837,-0.04658795707603047,0.844332875373986,0.9755054432348367,5,38580,945,37635,7,59
decoder,0,stemfinal_same,mlp,0.5046778194377322,0.06630339863877167,0.4991451873898762,0.005532632047855979,0.8681520536257397,0.9755054432348367,5,38580,945,37635,7,59
decoder,0,stemfinal_differ,linear,0.5394237012987013,0.10769498423755096,0.5038767006155094,0.03554700068319194,0.5010295950819117,0.7379518072289156,5,4980,3675,1305,7,6
decoder,0,stemfinal_differ,mlp,0.6028203463203463,0.16640115799877234,0.5120009259439647,0.09081942037638158,0.5706959060110921,0.7379518072289156,5,4980,3675,1305,7,6
decoder,0,all,linear,0.6533712121212121,0.13969099537500002,0.5006485238442864,0.1527226882769257,0.8005727605727605,0.8939393939393939,5,43560,4620,38940,7,59
decoder,0,all,mlp,0.5961363636363636,0.10375134067700664,0.49959089230970566,0.09654547132665792,0.8005694305694305,0.8939393939393939,5,43560,4620,38940,7,59
decoder,1,stemfinal_same,linear,0.4959473884589993,0.10762587479379652,0.5,-0.0040526115410006724,0.8589806105152178,0.9755054432348367,5,38580,945,37635,7,59
decoder,1,stemfinal_same,mlp,0.5230945304182518,0.083626439976921,0.49946998240479284,0.02362454801345898,0.883690096740526,0.9755054432348367,5,38580,945,37635,7,59
decoder,1,stemfinal_differ,linear,0.5631964285714286,0.2563405829610074,0.5001889458759757,0.06300748269545287,0.5690946122566813,0.7379518072289156,5,4980,3675,1305,7,6
decoder,1,stemfinal_differ,mlp,0.6462602813852814,0.254402016049016,0.4928098799226216,0.15345040146265976,0.6372247641078165,0.7379518072289156,5,4980,3675,1305,7,6
decoder,1,all,linear,0.6677995867768595,0.147792766794951,0.5003870469996737,0.16741253977718573,0.8503679653679652,0.8939393939393939,5,43560,4620,38940,7,59
decoder,1,all,mlp,0.6202651515151515,0.11454857627397762,0.5000061049838884,0.12025904653126307,0.8330852480852482,0.8939393939393939,5,43560,4620,38940,7,59
decoder,2,stemfinal_same,linear,0.5356833937943635,0.11375887385716715,0.5005155978738454,0.03516779592051811,0.9045459705778836,0.9755054432348367,5,38580,945,37635,7,59
decoder,2,stemfinal_same,mlp,0.5216593910517549,0.10679764481628709,0.49942243974909506,0.02223695130265979,0.8816181880891543,0.9755054432348367,5,38580,945,37635,7,59
decoder,2,stemfinal_differ,linear,0.6107678571428571,0.10069494987753358,0.5002902576687827,0.11047759947407443,0.595800054449902,0.7379518072289156,5,4980,3675,1305,7,6
decoder,2,stemfinal_differ,mlp,0.7012922077922078,0.1746517388068491,0.49669897301903293,0.20459323477317487,0.6887971420688461,0.7379518072289156,5,4980,3675,1305,7,6
decoder,2,all,linear,0.6089313590449954,0.14590316483154206,0.4999738732854343,0.1089574857595611,0.8353446553446553,0.8939393939393939,5,43560,4620,38940,7,59
decoder,2,all,mlp,0.5796797520661157,0.1361331929182735,0.5000115604045314,0.07966819166158423,0.8132101232101231,0.8939393939393939,5,43560,4620,38940,7,59
decoder,3,stemfinal_same,linear,0.4814679291173271,0.0995477866361123,0.5,-0.01853207088267289,0.8584635657288878,0.9755054432348367,5,38580,945,37635,7,59
decoder,3,stemfinal_same,mlp,0.4195942306797697,0.08363039602299725,0.49839737519517113,-0.07880314451540144,0.8003083920278439,0.9755054432348367,5,38580,945,37635,7,59
decoder,3,stemfinal_differ,linear,0.5742857142857143,0.11762271056567405,0.4932774461185459,0.08100826816716838,0.5492712385188221,0.7379518072289156,5,4980,3675,1305,7,6
decoder,3,stemfinal_differ,mlp,0.5293073593073594,0.07437627553863661,0.5092836154653898,0.020023743841969588,0.4408611798762494,0.7379518072289156,5,4980,3675,1305,7,6
decoder,3,all,linear,0.5078236914600551,0.16815965250364695,0.5000075702384157,0.007816121221639438,0.7136197136197137,0.8939393939393939,5,43560,4620,38940,7,59
decoder,3,all,mlp,0.4154637281910009,0.061906941902354684,0.49975857320779704,-0.08429484501679613,0.7099117549117548,0.8939393939393939,5,43560,4620,38940,7,59
