layer_type,layer_index,subset,probe_type,balanced_accuracy,balanced_std,control_balanced_accuracy,selectivity,raw_accuracy,majority_baseline,n_folds,n_samples,n_L,n_NL,n_L_lemmas,n_NL_lemmas
encoder,0,stemfinal_same,linear,0.7908762204453346,0.21779343040732402,0.5,0.29087622044533457,0.9357965773013996,0.962322183775471,5,39015,1470,37545,7,59
encoder,0,stemfinal_same,mlp,0.768215001498161,0.22735170530641824,0.5,0.268215001498161,0.9230338712525062,0.962322183775471,5,39015,1470,37545,7,59
encoder,0,stemfinal_differ,linear,0.7658008658008657,0.18949925779204238,0.48122036082821207,0.28458050497265364,0.8059865713666884,0.693069306930693,5,4545,3150,1395,6,6
encoder,0,stemfinal_differ,mlp,0.7816190476190477,0.1869428471964462,0.4987923768890332,0.28282667073001444,0.8586810010435743,0.693069306930693,5,4545,3150,1395,6,6
encoder,0,all,linear,0.8081186868686869,0.17144196603988313,0.4999656840555424,0.3081530028131445,0.9225474525474524,0.8939393939393939,5,43560,4620,38940,7,59
encoder,0,all,mlp,0.7924586776859505,0.16180548624042343,0.5,0.29245867768595046,0.9165101565101565,0.8939393939393939,5,43560,4620,38940,7,59
encoder,1,stemfinal_same,linear,0.8214894618943711,0.19287000007121627,0.5,0.3214894618943711,0.9567359002416536,0.962322183775471,5,39015,1470,37545,7,59
encoder,1,stemfinal_same,mlp,0.7576904599705011,0.23197487004209003,0.5,0.2576904599705011,0.9198101822383089,0.962322183775471,5,39015,1470,37545,7,59
encoder,1,stemfinal_differ,linear,0.8238268398268398,0.15653697994472646,0.4885544996935047,0.3352723401333351,0.8554779766475672,0.693069306930693,5,4545,3150,1395,6,6
encoder,1,stemfinal_differ,mlp,0.7999307359307359,0.17963134394090896,0.49644280775065736,0.3034879281800786,0.8716088762872388,0.693069306930693,5,4545,3150,1395,6,6
encoder,1,all,linear,0.8156462350780533,0.18033061375777262,0.5,0.31564623507805334,0.9246570096570096,0.8939393939393939,5,43560,4620,38940,7,59
encoder,1,all,mlp,0.7621751606978878,0.15712192870327651,0.5,0.2621751606978878,0.9183333333333333,0.8939393939393939,5,43560,4620,38940,7,59
encoder,2,stemfinal_same,linear,0.8061215091349256,0.19385795972433795,0.5,0.30612150913492564,0.957325770786006,0.962322183775471,5,39015,1470,37545,7,59
encoder,2,stemfinal_same,mlp,0.7531301778268794,0.23131729680125374,0.5007857330833506,0.2523444447435288,0.9226527639104395,0.962322183775471,5,39015,1470,37545,7,59
encoder,2,stemfinal_differ,linear,0.8680779220779222,0.11662484725432766,0.49530460585390584,0.3727733162240164,0.9135014866009019,0.693069306930693,5,4545,3150,1395,6,6
encoder,2,stemfinal_differ,mlp,0.8301601731601732,0.17441114232136654,0.4992804416261755,0.3308797315339977,0.9028091440723018,0.693069306930693,5,4545,3150,1395,6,6
encoder,2,all,linear,0.8161742424242424,0.17824589084979278,0.5,0.3161742424242424,0.9301048951048951,0.8939393939393939,5,43560,4620,38940,7,59
encoder,2,all,mlp,0.7236857208448118,0.1926001609324334,0.5001083249791634,0.2235773958656484,0.9124159174159174,0.8939393939393939,5,43560,4620,38940,7,59
encoder,3,stemfinal_same,linear,0.7515685301527351,0.23074640949245195,0.5,0.25156853015273506,0.9551223416256068,0.962322183775471,5,39015,1470,37545,7,59
encoder,3,stemfinal_same,mlp,0.7255940245816112,0.23207079648924772,0.5000732924868201,0.22552073209479107,0.9201712902307315,0.962322183775471,5,39015,1470,37545,7,59
encoder,3,stemfinal_differ,linear,0.9498181818181818,0.06173182880658647,0.4942539387218304,0.4555642430963514,0.9501154232382303,0.693069306930693,5,4545,3150,1395,6,6
encoder,3,stemfinal_differ,mlp,0.9300129870129871,0.08298706447437244,0.5026639867149509,0.42734900029803613,0.9534109122413217,0.693069306930693,5,4545,3150,1395,6,6
encoder,3,all,linear,0.8048232323232325,0.17572964337428396,0.5,0.3048232323232325,0.9315218115218116,0.8939393939393939,5,43560,4620,38940,7,59
encoder,3,all,mlp,0.6854155188246098,0.16151154546175978,0.4999739175795514,0.18544160124505843,0.8780136530136529,0.8939393939393939,5,43560,4620,38940,7,59
