layer_type,layer_index,subset,probe_type,balanced_accuracy,balanced_std,control_balanced_accuracy,control_balanced_std,selectivity,raw_accuracy,majority_baseline,n_folds,n_controls,n_samples,n_L,n_NL,n_L_lemmas,n_NL_lemmas
encoder,0,stemfinal_same,linear,0.42536130792937926,0.06161168919766058,0.45366761427794183,0.06208109726136125,-0.02830630634856257,0.8225879260718709,0.9755054432348367,5,5,38580,945,37635,7,59
encoder,0,stemfinal_same,mlp,0.49260866613776855,0.07942066307826849,0.5005872059171576,0.04848928090838585,-0.007978539779389004,0.8913942012789065,0.9755054432348367,5,5,38580,945,37635,7,59
encoder,0,stemfinal_differ,linear,0.40361742424242425,0.1548580144802339,0.5901464646464647,0.1541199096394521,-0.18652904040404045,0.38926884069917944,0.7379518072289156,5,5,4980,3675,1305,7,6
encoder,0,stemfinal_differ,mlp,0.4463382034632034,0.10312009534095004,0.39942901439645623,0.09069428591193456,0.04690918906674718,0.38550740098417424,0.7379518072289156,5,5,4980,3675,1305,7,6
encoder,0,all,linear,0.6134848484848485,0.19105325561869335,0.4993909550045913,0.090391035883163,0.11409389348025722,0.8068631368631369,0.8939393939393939,5,5,43560,4620,38940,7,59
encoder,0,all,mlp,0.4936742424242424,0.09412620415940623,0.5046363636363637,0.04885558993714944,-0.010962121212121256,0.8119064269064269,0.8939393939393939,5,5,43560,4620,38940,7,59
encoder,1,stemfinal_same,linear,0.42664458749374556,0.052759008016133084,0.4347688146135737,0.021929122165515593,-0.008124227119828131,0.830618161617019,0.9755054432348367,5,5,38580,945,37635,7,59
encoder,1,stemfinal_same,mlp,0.482949740897545,0.0776306883920108,0.5321215544273828,0.0729312850752298,-0.04917181352983785,0.8781962272544751,0.9755054432348367,5,5,38580,945,37635,7,59
encoder,1,stemfinal_differ,linear,0.4452840909090908,0.10841410026966929,0.5832797298056398,0.1056401772509224,-0.13799563889654898,0.4099122125339626,0.7379518072289156,5,5,4980,3675,1305,7,6
encoder,1,stemfinal_differ,mlp,0.4875151515151515,0.1438335531188474,0.46180501395582285,0.13237351973200012,0.02571013755932866,0.4326175293546675,0.7379518072289156,5,5,4980,3675,1305,7,6
encoder,1,all,linear,0.6233964646464647,0.21007966653559051,0.5161131772268137,0.060620975549644525,0.10728328741965099,0.795929070929071,0.8939393939393939,5,5,43560,4620,38940,7,59
encoder,1,all,mlp,0.5393813131313131,0.1836762929761738,0.4969056473829201,0.06941753838061317,0.04247566574839301,0.8135614385614385,0.8939393939393939,5,5,43560,4620,38940,7,59
encoder,2,stemfinal_same,linear,0.5142789437349433,0.10568010360929664,0.4888820640461362,0.06345098616405691,0.025396879688807106,0.8543169027434174,0.9755054432348367,5,5,38580,945,37635,7,59
encoder,2,stemfinal_same,mlp,0.5394557420792905,0.15510089663456614,0.5611369060205178,0.08551805005841653,-0.02168116394122732,0.9031898229464355,0.9755054432348367,5,5,38580,945,37635,7,59
encoder,2,stemfinal_differ,linear,0.4665151515151515,0.12191689050743099,0.5018468157986652,0.09024735714124137,-0.0353316642835137,0.41247626039084456,0.7379518072289156,5,5,4980,3675,1305,7,6
encoder,2,stemfinal_differ,mlp,0.5041796536796538,0.14654909570028918,0.5723618779153663,0.13729589150392357,-0.06818222423571252,0.46017362969034814,0.7379518072289156,5,5,4980,3675,1305,7,6
encoder,2,all,linear,0.6604166666666667,0.17330018530460237,0.4757231404958677,0.04763934582480104,0.18469352617079893,0.8285847485847487,0.8939393939393939,5,5,43560,4620,38940,7,59
encoder,2,all,mlp,0.5112626262626263,0.11120494774982091,0.4967573461891644,0.04344094062875723,0.014505280073461913,0.8217415917415917,0.8939393939393939,5,5,43560,4620,38940,7,59
encoder,3,stemfinal_same,linear,0.49652368212596737,0.08100743451015355,0.5233281245324367,0.029114486105405665,-0.026804442406469342,0.8398447127270051,0.9755054432348367,5,5,38580,945,37635,7,59
encoder,3,stemfinal_same,mlp,0.5420706405291386,0.14678323348603264,0.474890871516779,0.025194121154869367,0.06717976901235956,0.923825109027732,0.9755054432348367,5,5,38580,945,37635,7,59
encoder,3,stemfinal_differ,linear,0.4780909090909091,0.10045084777691073,0.5968417525318184,0.05328748385725882,-0.11875084344090925,0.4229543443052557,0.7379518072289156,5,5,4980,3675,1305,7,6
encoder,3,stemfinal_differ,mlp,0.49956547619047614,0.1409233244061394,0.4932699667482276,0.1652675331257866,0.006295509442248548,0.46627084089679577,0.7379518072289156,5,5,4980,3675,1305,7,6
encoder,3,all,linear,0.5996338383838383,0.14629626336242765,0.505373507805326,0.08496715520494434,0.09426033057851235,0.8367665667665667,0.8939393939393939,5,5,43560,4620,38940,7,59
