layer_type,layer_index,subset,property,probe_type,balanced_accuracy,control_balanced_accuracy,selectivity,n_samples
decoder,0,all,stem_final_match,linear,0.7343240868021379,0.4999241271675384,0.23439995963459948,43560
decoder,0,all,conjugation,linear,0.6068327430145611,0.35947842056932966,0.24735432244523148,43560
decoder,0,all,l_shaped,linear,0.7661019283746556,0.4808110651974288,0.28529086317722685,43560
decoder,0,stemfinal_same,l_shaped,linear,0.6956150537335446,0.5103621550184381,0.18525289871510653,38175
decoder,1,all,stem_final_match,linear,0.7558915921037104,0.4999984755416014,0.255893116562109,43560
decoder,1,all,conjugation,linear,0.4914188057279382,0.3055785123966942,0.18584029333124402,43560
decoder,1,all,l_shaped,linear,0.7667355371900826,0.5079286042240587,0.25880693296602386,43560
decoder,1,stemfinal_same,l_shaped,linear,0.6890465918371544,0.4522061129202717,0.23684047891688276,38175
decoder,2,all,stem_final_match,linear,0.7393611582618526,0.500114284457297,0.23924687380455556,43560
decoder,2,all,conjugation,linear,0.5069028908359051,0.34428282828282836,0.16262006255307676,43560
decoder,2,all,l_shaped,linear,0.7925792011019283,0.4936283287419651,0.29895087235996315,43560
decoder,2,stemfinal_same,l_shaped,linear,0.733277496834262,0.5120951741350013,0.22118232269926075,38175
decoder,3,all,stem_final_match,linear,0.7215731068728493,0.5001794744534986,0.22139363241935062,43560
decoder,3,all,conjugation,linear,0.5633081049731767,0.2985895316804408,0.26471857329273596,43560
decoder,3,all,l_shaped,linear,0.8027754820936639,0.49688842975206615,0.30588705234159774,43560
decoder,3,stemfinal_same,l_shaped,linear,0.7246862167120355,0.4595576608102494,0.2651285559017861,38175
