layer_type,layer_index,subset,property,probe_type,balanced_accuracy,control_balanced_accuracy,selectivity,n_samples
decoder,0,all,stem_final_match,linear,0.6419188453870945,0.49992171221348325,0.1419971331736113,43560
decoder,0,all,conjugation,linear,0.5669212965339447,0.33991368227731866,0.22700761425662608,43560
decoder,0,all,l_shaped,linear,0.7122853535353536,0.48740977961432497,0.22487557392102864,43560
decoder,0,stemfinal_same,l_shaped,linear,0.6540952909833477,0.5231217586778996,0.13097353230544817,38175
decoder,1,all,stem_final_match,linear,0.7120093192751014,0.5008250133471646,0.2111843059279368,43560
decoder,1,all,conjugation,linear,0.5402121584353746,0.332277318640955,0.20793483979441962,43560
decoder,1,all,l_shaped,linear,0.7830532598714418,0.5063448117539027,0.27670844811753914,43560
decoder,1,stemfinal_same,l_shaped,linear,0.7417884544581084,0.46280025137746533,0.27898820308064304,38175
decoder,2,all,stem_final_match,linear,0.7174266594246257,0.49946861757639,0.2179580418482357,43560
decoder,2,all,conjugation,linear,0.5863107652350423,0.31478420569329657,0.27152655954174576,43560
decoder,2,all,l_shaped,linear,0.782570018365473,0.4630548668503215,0.31951515151515153,43560
decoder,2,stemfinal_same,l_shaped,linear,0.7205278338262289,0.5099627741818592,0.21056505964436967,38175
decoder,3,all,stem_final_match,linear,0.742865561734867,0.49997942476695806,0.2428861369679089,43560
decoder,3,all,conjugation,linear,0.6277942115439515,0.29844903581267224,0.3293451757312793,43560
decoder,3,all,l_shaped,linear,0.8044490358126722,0.49446808999081726,0.309980945821855,43560
decoder,3,stemfinal_same,l_shaped,linear,0.7465326358658251,0.4697951662218909,0.2767374696439342,38175
