layer_type,layer_index,subset,probe_type,balanced_accuracy,balanced_std,control_balanced_accuracy,control_balanced_std,selectivity,raw_accuracy,majority_baseline,n_folds,n_controls,n_samples,n_L,n_NL,n_L_lemmas,n_NL_lemmas
encoder,0,stemfinal_same,linear,0.4578468287329726,0.1292015447061402,0.4559313289042911,0.05935763251949408,0.0019154998286814995,0.81255234526134,0.9755054432348367,5,5,38580,945,37635,7,59
encoder,0,stemfinal_same,mlp,0.43107595534396703,0.06769139804710485,0.5369438676945928,0.0508454719983902,-0.10586791235062576,0.8405605930406107,0.9755054432348367,5,5,38580,945,37635,7,59
encoder,0,stemfinal_differ,linear,0.40284848484848484,0.10930510957352225,0.614263810939089,0.1610205853016785,-0.21141532609060415,0.37397002613004976,0.7379518072289156,5,5,4980,3675,1305,7,6
encoder,0,stemfinal_differ,mlp,0.4866731601731601,0.07435536182977469,0.43519843589732365,0.10969260046158062,0.051474724275836437,0.43178827730432784,0.7379518072289156,5,5,4980,3675,1305,7,6
encoder,0,all,linear,0.5300126262626264,0.11214494499253562,0.49535583103764924,0.07706095310563515,0.03465679522497711,0.7827256077256077,0.8939393939393939,5,5,43560,4620,38940,7,59
encoder,0,all,mlp,0.44131313131313127,0.038637778907201006,0.5060268595041322,0.05255343644934831,-0.06471372819100091,0.787943722943723,0.8939393939393939,5,5,43560,4620,38940,7,59
encoder,1,stemfinal_same,linear,0.47688522896789315,0.12453624825854502,0.43961015028566636,0.0183406259731526,0.03727507868222679,0.8402011421930092,0.9755054432348367,5,5,38580,945,37635,7,59
encoder,1,stemfinal_same,mlp,0.4369710637549793,0.05415793642731949,0.5411355715102774,0.1067482283753009,-0.10416450775529806,0.852292324794196,0.9755054432348367,5,5,38580,945,37635,7,59
encoder,1,stemfinal_differ,linear,0.43832900432900435,0.09640867237750526,0.5327705515358702,0.10808765727889258,-0.09444154720686582,0.38714120726142986,0.7379518072289156,5,5,4980,3675,1305,7,6
encoder,1,stemfinal_differ,mlp,0.4880611471861472,0.05172273385973958,0.506428989300779,0.18445256300403726,-0.01836784211463177,0.4302619259551608,0.7379518072289156,5,5,4980,3675,1305,7,6
encoder,1,all,linear,0.5173106060606061,0.06863722071175359,0.5337988980716253,0.08065535361001358,-0.0164882920110192,0.8050233100233101,0.8939393939393939,5,5,43560,4620,38940,7,59
encoder,1,all,mlp,0.4304419191919192,0.04568853564136344,0.49650734618916437,0.05610996577170343,-0.06606542699724516,0.7693789543789544,0.8939393939393939,5,5,43560,4620,38940,7,59
encoder,2,stemfinal_same,linear,0.48977231112532005,0.08539136382960481,0.52408685193697,0.09519466041810125,-0.034314540811649974,0.8475404014748932,0.9755054432348367,5,5,38580,945,37635,7,59
encoder,2,stemfinal_same,mlp,0.4410755682542627,0.06355732518940989,0.5339221659171558,0.03552589019876196,-0.0928465976628931,0.8601179905783114,0.9755054432348367,5,5,38580,945,37635,7,59
encoder,2,stemfinal_differ,linear,0.4461569264069264,0.10564165423567244,0.5653263397784842,0.12094186366224918,-0.11916941337155784,0.3973936487576525,0.7379518072289156,5,5,4980,3675,1305,7,6
encoder,2,stemfinal_differ,mlp,0.4957640692640693,0.13598322869029067,0.5713898927159797,0.1399261641844629,-0.07562582345191043,0.4653226198864142,0.7379518072289156,5,5,4980,3675,1305,7,6
encoder,2,all,linear,0.5442929292929293,0.15423823300219974,0.5146650596877869,0.05805949090322072,0.02962786960514241,0.8192957042957044,0.8939393939393939,5,5,43560,4620,38940,7,59
encoder,2,all,mlp,0.4333333333333333,0.0448953573935927,0.5041361340679524,0.07275157358378408,-0.07080280073461914,0.774968364968365,0.8939393939393939,5,5,43560,4620,38940,7,59
encoder,3,stemfinal_same,linear,0.5294994052567583,0.11122600289634607,0.53180198019043,0.036249193777059235,-0.002302574933671697,0.8617681466067495,0.9755054432348367,5,5,38580,945,37635,7,59
encoder,3,stemfinal_same,mlp,0.44598906260531274,0.031085069721694635,0.5327139791185533,0.06063901410688679,-0.0867249165132406,0.8600649372933162,0.9755054432348367,5,5,38580,945,37635,7,59
encoder,3,stemfinal_differ,linear,0.445948593073593,0.09623841893071483,0.5380037065731706,0.05997224999157658,-0.09205511349957762,0.390813295164992,0.7379518072289156,5,5,4980,3675,1305,7,6
encoder,3,stemfinal_differ,mlp,0.4920692640692641,0.11501009575966277,0.49316920760399013,0.16240891158354018,-0.0010999435347260333,0.4563258122473487,0.7379518072289156,5,5,4980,3675,1305,7,6
encoder,3,all,linear,0.5501010101010101,0.15037217034180478,0.511350321395776,0.09477268137516033,0.038750688705234126,0.8242124542124543,0.8939393939393939,5,5,43560,4620,38940,7,59
encoder,3,all,mlp,0.43925505050505054,0.0463543858094028,0.46294880624426077,0.05584915343006656,-0.02369375573921023,0.7677355977355977,0.8939393939393939,5,5,43560,4620,38940,7,59
decoder,0,stemfinal_same,linear,0.46422640406294685,0.03948480825675402,0.5312794818571513,0.08323980413167235,-0.0670530777942045,0.8760965596397362,0.9755054432348367,5,5,38580,945,37635,7,59
decoder,0,stemfinal_same,mlp,0.4360187089178316,0.05254817223529996,0.5188838523777554,0.05830733098080247,-0.08286514345992374,0.8503573216021234,0.9755054432348367,5,5,38580,945,37635,7,59
decoder,0,stemfinal_differ,linear,0.5159220779220779,0.02759906997764128,0.5235826522483247,0.09510730466296057,-0.007660574326246783,0.4776710143662567,0.7379518072289156,5,5,4980,3675,1305,7,6
decoder,0,stemfinal_differ,mlp,0.502732683982684,0.13249103689346453,0.46106795477732376,0.16961271001087033,0.04166472920536024,0.5231847823627294,0.7379518072289156,5,5,4980,3675,1305,7,6
decoder,0,all,linear,0.5839141414141414,0.17600485840633615,0.5451691919191919,0.07697753361097967,0.038744949494949554,0.7692624042624043,0.8939393939393939,5,5,43560,4620,38940,7,59
decoder,0,all,mlp,0.4762121212121212,0.09656602802272073,0.5910002295684114,0.093879342076908,-0.11478810835629016,0.7767732267732267,0.8939393939393939,5,5,43560,4620,38940,7,59
decoder,1,stemfinal_same,linear,0.44624337530046576,0.04452780696757211,0.5310432190149501,0.07325565704085775,-0.08479984371448435,0.866689461843119,0.9755054432348367,5,5,38580,945,37635,7,59
decoder,1,stemfinal_same,mlp,0.44993225317049107,0.07081249861589173,0.481175422800312,0.07269896089411391,-0.031243169629820933,0.8729540432201397,0.9755054432348367,5,5,38580,945,37635,7,59
decoder,1,stemfinal_differ,linear,0.577845238095238,0.09655494658354156,0.3891751237640014,0.1965586528792567,0.18867011433123665,0.5302177672813434,0.7379518072289156,5,5,4980,3675,1305,7,6
decoder,1,stemfinal_differ,mlp,0.643154761904762,0.14772036653536438,0.4787838620934172,0.21281274445662554,0.16437089981134473,0.6155982187545196,0.7379518072289156,5,5,4980,3675,1305,7,6
decoder,1,all,linear,0.557070707070707,0.1606035293778044,0.5461069788797062,0.06074549373158201,0.010963728191000888,0.7786396936396935,0.8939393939393939,5,5,43560,4620,38940,7,59
decoder,1,all,mlp,0.47491161616161615,0.08128421320587606,0.5100704775022957,0.08276669252743923,-0.03515886134067958,0.7937645687645688,0.8939393939393939,5,5,43560,4620,38940,7,59
decoder,2,stemfinal_same,linear,0.44269324183004494,0.03770832053933762,0.473893377125526,0.05289843810352526,-0.031200135295481046,0.8598759225431314,0.9755054432348367,5,5,38580,945,37635,7,59
decoder,2,stemfinal_same,mlp,0.4518475073313783,0.049839164034776555,0.4584014053457697,0.02508461786726375,-0.006553898014391379,0.8814808551240996,0.9755054432348367,5,5,38580,945,37635,7,59
