layer_type,layer_index,subset,probe_type,balanced_accuracy,balanced_std,control_balanced_accuracy,control_balanced_std,selectivity,raw_accuracy,majority_baseline,n_folds,n_controls,n_samples,n_L,n_NL,n_L_lemmas,n_NL_lemmas
encoder,0,stemfinal_same,linear,0.4949737008929286,0.11507371499960263,0.4424178619728174,0.03361409567607585,0.052555838920111175,0.8582822462059575,0.9614931237721022,5,5,38175,1470,36705,7,59
encoder,0,stemfinal_same,mlp,0.49985926171769074,0.04611296974851841,0.5120517778988878,0.05596789790838043,-0.012192516181197044,0.8755610475298706,0.9614931237721022,5,5,38175,1470,36705,7,59
encoder,0,stemfinal_differ,linear,0.7654050179211469,0.1863435667731517,0.533289181045207,0.13769977714704643,0.23211583687593995,0.7505445761967501,0.584958217270195,5,5,5385,3150,2235,6,10
encoder,0,stemfinal_differ,mlp,0.7573732718894008,0.17231254068185184,0.4398271278565417,0.2608170122809497,0.31754614403285913,0.7531980915387413,0.584958217270195,5,5,5385,3150,2235,6,10
encoder,0,all,linear,0.6389830119375575,0.2454569047513942,0.49497796143250683,0.07569434030361936,0.14400505050505064,0.8185014985014986,0.8939393939393939,5,5,43560,4620,38940,7,59
encoder,0,all,mlp,0.48612373737373743,0.056824163545957145,0.467202479338843,0.05977829670511921,0.018921258034894417,0.8128221778221778,0.8939393939393939,5,5,43560,4620,38940,7,59
encoder,1,stemfinal_same,linear,0.5156550302934019,0.1164039899882955,0.4734420319998038,0.05642833531554112,0.04221299829359809,0.8985602241976232,0.9614931237721022,5,5,38175,1470,36705,7,59
encoder,1,stemfinal_same,mlp,0.4730075004490299,0.052861905145542,0.5423253024522164,0.062072413476651725,-0.06931780200318655,0.8711255895220175,0.9614931237721022,5,5,38175,1470,36705,7,59
encoder,1,stemfinal_differ,linear,0.8173732718894009,0.18207362683914335,0.6852587050630529,0.11699074161204456,0.13211456682634803,0.8124208840321373,0.584958217270195,5,5,5385,3150,2235,6,10
encoder,1,stemfinal_differ,mlp,0.7370875576036866,0.20344380657038666,0.45402891657269817,0.12454226708174053,0.28305864103098843,0.7289104388928795,0.584958217270195,5,5,5385,3150,2235,6,10
encoder,1,all,linear,0.6451893939393939,0.24536898306576876,0.48014623507805326,0.04947613167156426,0.16504315886134063,0.8306443556443558,0.8939393939393939,5,5,43560,4620,38940,7,59
encoder,1,all,mlp,0.5915656565656566,0.14235862559141796,0.5179669421487603,0.07589321197939372,0.07359871441689636,0.8318897768897768,0.8939393939393939,5,5,43560,4620,38940,7,59
encoder,2,stemfinal_same,linear,0.49867911722153446,0.10581150470037778,0.5479379435914785,0.04717099696080604,-0.04925882636994405,0.8859596442000235,0.9614931237721022,5,5,38175,1470,36705,7,59
encoder,2,stemfinal_same,mlp,0.5179376441229208,0.060289288908577245,0.48951177794311357,0.04168331795418662,0.02842586617980719,0.8973595012946889,0.9614931237721022,5,5,38175,1470,36705,7,59
encoder,2,stemfinal_differ,linear,0.7526892892054182,0.17529004598404463,0.49368501919218266,0.09427593365011407,0.25900427001323556,0.7280950166627916,0.584958217270195,5,5,5385,3150,2235,6,10
encoder,2,stemfinal_differ,mlp,0.7364178187403994,0.20769146173046096,0.48179095252573517,0.09330421801218117,0.2546268662146642,0.72746614520978,0.584958217270195,5,5,5385,3150,2235,6,10
encoder,2,all,linear,0.6516035353535353,0.24900825057352696,0.4829584481175391,0.04009448202028806,0.16864508723599625,0.8336779886779887,0.8939393939393939,5,5,43560,4620,38940,7,59
encoder,2,all,mlp,0.6825688705234161,0.21303926063251022,0.5047151056014693,0.07090583070851769,0.17785376492194682,0.8344888444888445,0.8939393939393939,5,5,43560,4620,38940,7,59
encoder,3,stemfinal_same,linear,0.5157918210765334,0.11053128305027539,0.49301739488666385,0.06712382499133752,0.02277442618986958,0.9049052637843757,0.9614931237721022,5,5,38175,1470,36705,7,59
encoder,3,stemfinal_same,mlp,0.4876056132693275,0.029731807689285183,0.5082223475829781,0.0642457607953838,-0.02061673431365063,0.9039794487338206,0.9614931237721022,5,5,38175,1470,36705,7,59
encoder,3,stemfinal_differ,linear,0.7835637480798769,0.17975451673525256,0.4733667645689891,0.11032955055918285,0.31019698351088787,0.7701942700663928,0.584958217270195,5,5,5385,3150,2235,6,10
encoder,3,stemfinal_differ,mlp,0.7632403993855605,0.21477721960822077,0.4752798362359467,0.06407751266050503,0.2879605631496138,0.7560414505015032,0.584958217270195,5,5,5385,3150,2235,6,10
encoder,3,all,linear,0.6460583103764922,0.2500049982646358,0.5223048668503214,0.06924475210933834,0.12375344352617079,0.8272843822843823,0.8939393939393939,5,5,43560,4620,38940,7,59
encoder,3,all,mlp,0.6589921946740128,0.20263039731367488,0.49932736455463733,0.04726037145600365,0.1596648301193755,0.817072927072927,0.8939393939393939,5,5,43560,4620,38940,7,59
decoder,0,stemfinal_same,linear,0.5454236482573053,0.08897343596169274,0.4758272810572327,0.061503299292346346,0.06959636720007256,0.8831313360142069,0.9614931237721022,5,5,38175,1470,36705,7,59
decoder,0,stemfinal_same,mlp,0.5232108430324551,0.10537578703684378,0.5199737450688484,0.06831281953029025,0.0032370979636067165,0.8645332385042414,0.9614931237721022,5,5,38175,1470,36705,7,59
decoder,0,stemfinal_differ,linear,0.7187066052227342,0.22698189610425262,0.5202822166851238,0.11143152979286208,0.19842438853761046,0.6956532072644606,0.584958217270195,5,5,5385,3150,2235,6,10
decoder,0,stemfinal_differ,mlp,0.7471705069124424,0.25060370116900876,0.4948036589073899,0.10260313855827242,0.25236684800505244,0.738670335064197,0.584958217270195,5,5,5385,3150,2235,6,10
decoder,0,all,linear,0.6717366850321396,0.2259945557151269,0.5402095959595961,0.08652970650521231,0.1315270890725435,0.8167715617715616,0.8939393939393939,5,5,43560,4620,38940,7,59
decoder,0,all,mlp,0.5777100550964187,0.16238815820928013,0.5081427915518825,0.0752210863611772,0.06956726354453624,0.8097735597735596,0.8939393939393939,5,5,43560,4620,38940,7,59
decoder,1,stemfinal_same,linear,0.5463342944068612,0.10137405118302723,0.5252605923458282,0.054387486729497954,0.021073702061032984,0.8784896614165978,0.9614931237721022,5,5,38175,1470,36705,7,59
decoder,1,stemfinal_same,mlp,0.5877233926627897,0.1257593423437941,0.5224269100326391,0.04308245254397485,0.06529648263015064,0.8975594702437109,0.9614931237721022,5,5,38175,1470,36705,7,59
decoder,1,stemfinal_differ,linear,0.7556251920122887,0.23278932697402285,0.5433841599023947,0.12896486891429357,0.21224103210989398,0.7459882907403615,0.584958217270195,5,5,5385,3150,2235,6,10
decoder,1,stemfinal_differ,mlp,0.7640983102918588,0.18829458811656785,0.5102205391788304,0.06593175754279887,0.25387777111302845,0.7546423852218409,0.584958217270195,5,5,5385,3150,2235,6,10
decoder,1,all,linear,0.6948622589531681,0.24224131081714498,0.5324556932966024,0.06999267939339354,0.16240656565656575,0.8341508491508491,0.8939393939393939,5,5,43560,4620,38940,7,59
decoder,1,all,mlp,0.6987982093663911,0.20628879659068367,0.5223402203856748,0.06065554862661291,0.1764579889807163,0.8482550782550783,0.8939393939393939,5,5,43560,4620,38940,7,59
decoder,2,stemfinal_same,linear,0.5029448649286294,0.07123528150418652,0.43145208558991593,0.016612007980029653,0.07149277933871351,0.8598415262918966,0.9614931237721022,5,5,38175,1470,36705,7,59
decoder,2,stemfinal_same,mlp,0.47995773417859516,0.054312584990547884,0.5036046626750352,0.08907666564325961,-0.023646928496440067,0.8811893844510859,0.9614931237721022,5,5,38175,1470,36705,7,59
decoder,2,stemfinal_differ,linear,0.7842425115207373,0.19323979922211604,0.5840672581728956,0.20094711275178223,0.2001752533478417,0.775239400147214,0.584958217270195,5,5,5385,3150,2235,6,10
decoder,2,stemfinal_differ,mlp,0.7248799050411954,0.1782618185613562,0.46417494957403466,0.08603615211025938,0.2607049554671607,0.7190658541748361,0.584958217270195,5,5,5385,3150,2235,6,10
decoder,2,all,linear,0.7085812672176309,0.2129488340646772,0.5046400367309458,0.04220324613962269,0.2039412304866851,0.8379020979020979,0.8939393939393939,5,5,43560,4620,38940,7,59
decoder,2,all,mlp,0.6683287419651056,0.195625291639463,0.48862626262626263,0.05469982855351896,0.17970247933884298,0.8072294372294373,0.8939393939393939,5,5,43560,4620,38940,7,59
decoder,3,stemfinal_same,linear,0.4728236680751598,0.05238197714227257,0.485647833503495,0.04849616047922631,-0.012824165428335199,0.8462082170291938,0.9614931237721022,5,5,38175,1470,36705,7,59
decoder,3,stemfinal_same,mlp,0.5603179778159669,0.1515153286016043,0.5355769992347766,0.11221067044229562,0.024740978581190287,0.8777536015606147,0.9614931237721022,5,5,38175,1470,36705,7,59
decoder,3,stemfinal_differ,linear,0.7755760368663595,0.18770799648290024,0.5522016171896859,0.13041876910856573,0.2233744196766736,0.7682893021523399,0.584958217270195,5,5,5385,3150,2235,6,10
decoder,3,stemfinal_differ,mlp,0.7252202730065633,0.1647339032688292,0.5973977513185493,0.13948056196512873,0.127822521688014,0.7251949583247062,0.584958217270195,5,5,5385,3150,2235,6,10
decoder,3,all,linear,0.6753191000918275,0.2525575798084555,0.47223966942148765,0.031850430416592086,0.20307943067033984,0.8212104562104562,0.8939393939393939,5,5,43560,4620,38940,7,59
