layer_type,layer_index,subset,probe_type,balanced_accuracy,balanced_std,control_balanced_accuracy,selectivity,raw_accuracy,majority_baseline,n_folds,n_samples,n_L,n_NL,n_L_lemmas,n_NL_lemmas
encoder,2,all,linear,0.6720741505968778,0.22037547221442846,0.5,0.1720741505968778,0.8351365301365302,0.8939393939393939,5,43560,4620,38940,7,59
encoder,2,all,mlp,0.6944915059687787,0.19471687991518882,0.5005774024272074,0.19391410354157135,0.8754279054279055,0.8939393939393939,5,43560,4620,38940,7,59
encoder,3,stemfinal_same,linear,0.5452536432540823,0.12046428813174866,0.5,0.04525364325408232,0.8905669443982178,0.9614931237721022,5,38175,1470,36705,7,59
encoder,3,stemfinal_same,mlp,0.591747484754343,0.1917912559012712,0.499680079918717,0.09206740483562603,0.9150151812379999,0.9614931237721022,5,38175,1470,36705,7,59
encoder,3,stemfinal_differ,linear,0.815563748079877,0.1829556584710006,0.5012028826462533,0.3143608654336236,0.8107212792890544,0.584958217270195,5,5385,3150,2235,6,10
encoder,3,stemfinal_differ,mlp,0.9385652841781873,0.06814662003140036,0.49797730901060555,0.44058797516758175,0.9387625616781626,0.584958217270195,5,5385,3150,2235,6,10
encoder,3,all,linear,0.6998507805325987,0.230577848620985,0.5,0.19985078053259875,0.8532001332001332,0.8939393939393939,5,43560,4620,38940,7,59
encoder,3,all,mlp,0.7032954545454546,0.19111885555133037,0.499858518843852,0.2034369357016026,0.9028704628704627,0.8939393939393939,5,43560,4620,38940,7,59
decoder,0,stemfinal_same,linear,0.5599477792369354,0.08187183246978823,0.5000770229507461,0.05987075628618932,0.9104748306716214,0.9614931237721022,5,38175,1470,36705,7,59
decoder,0,stemfinal_same,mlp,0.5857663841827331,0.16361736829013435,0.4996386331335989,0.08612775104913417,0.8942516173769949,0.9614931237721022,5,38175,1470,36705,7,59
decoder,0,stemfinal_differ,linear,0.7831152073732719,0.200221682753488,0.5082157712609137,0.27489943611235823,0.775297476039164,0.584958217270195,5,5385,3150,2235,6,10
decoder,0,stemfinal_differ,mlp,0.8809278033794163,0.11292571271513567,0.4956777317377892,0.38525007164162717,0.8775701705376859,0.584958217270195,5,5385,3150,2235,6,10
decoder,0,all,linear,0.6012729568411388,0.08317110181221887,0.4997738215647588,0.10149913527637999,0.823028638028638,0.8939393939393939,5,43560,4620,38940,7,59
decoder,0,all,mlp,0.6479247015610653,0.19891545842696262,0.49930646872195633,0.14861823283910897,0.8372427572427572,0.8939393939393939,5,43560,4620,38940,7,59
decoder,1,stemfinal_same,linear,0.6877122797180878,0.17689820309199805,0.5,0.1877122797180878,0.9393878101287679,0.9614931237721022,5,38175,1470,36705,7,59
decoder,1,stemfinal_same,mlp,0.6937263379175104,0.17198288427848027,0.4995251780611711,0.1942011598563393,0.9475040085100334,0.9614931237721022,5,38175,1470,36705,7,59
decoder,1,stemfinal_differ,linear,0.8513978494623655,0.1258514971806692,0.5013306281500067,0.3500672213123588,0.8455390219328838,0.584958217270195,5,5385,3150,2235,6,10
decoder,1,stemfinal_differ,mlp,0.9210369129078806,0.097582214669934,0.5123738561448932,0.4086630567629874,0.9209070242062569,0.584958217270195,5,5385,3150,2235,6,10
decoder,1,all,linear,0.7305750688705235,0.11866498898924009,0.49996661469123305,0.23060845417929043,0.8760256410256411,0.8939393939393939,5,43560,4620,38940,7,59
decoder,1,all,mlp,0.7552008723599632,0.11609921920065921,0.4997489850246519,0.2554518873353113,0.8881318681318682,0.8939393939393939,5,43560,4620,38940,7,59
decoder,2,stemfinal_same,linear,0.6638381111272673,0.2027629657010669,0.499816070408304,0.1640220407189633,0.9448884216102933,0.9614931237721022,5,38175,1470,36705,7,59
decoder,2,stemfinal_same,mlp,0.67990570819944,0.18505800647246798,0.5001567716054562,0.17974893659398372,0.9415015722116227,0.9614931237721022,5,38175,1470,36705,7,59
decoder,2,stemfinal_differ,linear,0.8119710061443932,0.18141399654996096,0.5075387793041303,0.30443222684026294,0.8077877912614714,0.584958217270195,5,5385,3150,2235,6,10
decoder,2,stemfinal_differ,mlp,0.8641904761904762,0.16309656586181812,0.49593942236515887,0.3682510538253173,0.8605763517528222,0.584958217270195,5,5385,3150,2235,6,10
decoder,2,all,linear,0.7435215794306703,0.14009976896354603,0.4999869672878926,0.24353461214277772,0.8993339993339994,0.8939393939393939,5,43560,4620,38940,7,59
decoder,2,all,mlp,0.79078971533517,0.1150429660491474,0.5000393073643445,0.2907504079708254,0.9028954378954378,0.8939393939393939,5,43560,4620,38940,7,59
decoder,3,stemfinal_same,linear,0.6367618793394894,0.1998245455391574,0.5,0.13676187933948936,0.9148420301795295,0.9614931237721022,5,38175,1470,36705,7,59
decoder,3,stemfinal_same,mlp,0.6191258899625962,0.1772133823360881,0.5,0.11912588996259621,0.9131985792137151,0.9614931237721022,5,38175,1470,36705,7,59
decoder,3,stemfinal_differ,linear,0.8102661290322579,0.17689842987756152,0.49009970824265087,0.32016642078960705,0.803872846879298,0.584958217270195,5,5385,3150,2235,6,10
decoder,3,stemfinal_differ,mlp,0.8143851766513057,0.1858853422658722,0.5010194376927846,0.31336573895852116,0.8104813721056038,0.584958217270195,5,5385,3150,2235,6,10
decoder,3,all,linear,0.7270684113865933,0.17381002009860344,0.5,0.22706841138659328,0.8630136530136531,0.8939393939393939,5,43560,4620,38940,7,59
decoder,3,all,mlp,0.7505555555555554,0.15828620136060273,0.5,0.2505555555555554,0.8661122211122212,0.8939393939393939,5,43560,4620,38940,7,59
