layer_type,layer_index,subset,probe_type,balanced_accuracy,balanced_std,control_balanced_accuracy,control_balanced_std,selectivity,raw_accuracy,majority_baseline,n_folds,n_controls,n_samples,n_L,n_NL,n_L_lemmas,n_NL_lemmas
encoder,0,stemfinal_same,linear,0.8291831357048748,0.19693175393882725,0.5318284704878911,0.031378299155061254,0.2973546652169837,0.9529161936374082,0.962322183775471,5,5,39015,1470,37545,7,59
encoder,0,stemfinal_same,mlp,0.7981862350264152,0.20113143256283128,0.55753747059297,0.07298821516092678,0.24064876443344518,0.9262041520468334,0.962322183775471,5,5,39015,1470,37545,7,59
encoder,0,stemfinal_differ,linear,0.8394718614718615,0.18606929287423227,0.5010873621002654,0.1881756945083593,0.3383844993715961,0.8431689999409298,0.693069306930693,5,5,4545,3150,1395,6,6
encoder,0,stemfinal_differ,mlp,0.8147099567099566,0.20039868136084119,0.46921396453009356,0.14607398801982824,0.34549599217986304,0.8666899797192196,0.693069306930693,5,5,4545,3150,1395,6,6
encoder,0,all,linear,0.8151756198347109,0.2075371434945984,0.4780837924701561,0.049088304812758464,0.3370918273645548,0.9129936729936731,0.8939393939393939,5,5,43560,4620,38940,7,59
encoder,0,all,mlp,0.7626675849403123,0.1833109886280822,0.4737364554637282,0.05436971172306142,0.28893112947658406,0.9004545454545456,0.8939393939393939,5,5,43560,4620,38940,7,59
encoder,1,stemfinal_same,linear,0.8665998182303921,0.18839495042452226,0.4751492023321272,0.04745959321390753,0.3914506158982649,0.9761563155108238,0.962322183775471,5,5,39015,1470,37545,7,59
encoder,1,stemfinal_same,mlp,0.8130351426514295,0.19800899377951842,0.5022495369653076,0.04385256419556548,0.3107856056861219,0.9425609722651418,0.962322183775471,5,5,39015,1470,37545,7,59
encoder,1,stemfinal_differ,linear,0.9126926406926407,0.15763835491346948,0.6523789833822092,0.14462952470948992,0.26031365731043143,0.8897917971134346,0.693069306930693,5,5,4545,3150,1395,6,6
encoder,1,stemfinal_differ,mlp,0.8363636363636363,0.18411101813917502,0.5003508727831308,0.16614335103633188,0.33601276358050547,0.8876857463524128,0.693069306930693,5,5,4545,3150,1395,6,6
encoder,1,all,linear,0.8288888888888888,0.1974719404525496,0.4953422865013774,0.09816459343448009,0.3335466023875114,0.9358175158175157,0.8939393939393939,5,5,43560,4620,38940,7,59
encoder,1,all,mlp,0.7424735996326906,0.19002152190141136,0.5093351698806244,0.04154187536073374,0.2331384297520661,0.9174858474858475,0.8939393939393939,5,5,43560,4620,38940,7,59
encoder,2,stemfinal_same,linear,0.8115315694039896,0.2065869984082882,0.47062682611521317,0.04603827810065643,0.34090474328877646,0.965523514047657,0.962322183775471,5,5,39015,1470,37545,7,59
encoder,2,stemfinal_same,mlp,0.7809400916948782,0.22190107978837514,0.4797994119666737,0.04865221064077899,0.3011406797282045,0.9419645507581335,0.962322183775471,5,5,39015,1470,37545,7,59
encoder,2,stemfinal_differ,linear,0.9192813852813853,0.14738175339398407,0.5965755062142158,0.22605297102409347,0.3227058790671694,0.8960734046114164,0.693069306930693,5,5,4545,3150,1395,6,6
encoder,2,stemfinal_differ,mlp,0.9352640692640692,0.05097089336979578,0.579081260207768,0.19137632028421656,0.3561828090563013,0.9481242050130939,0.693069306930693,5,5,4545,3150,1395,6,6
encoder,2,all,linear,0.8513383838383838,0.18723281051033447,0.5133002754820937,0.040268367667048215,0.3380381083562901,0.9507059607059606,0.8939393939393939,5,5,43560,4620,38940,7,59
encoder,2,all,mlp,0.7729832415059688,0.18310741404760225,0.477607438016529,0.05740396916169801,0.29537580348943976,0.9232900432900433,0.8939393939393939,5,5,43560,4620,38940,7,59
encoder,3,stemfinal_same,linear,0.8190377062251576,0.19889166450868817,0.4923786975365113,0.06087191957817712,0.3266590086886463,0.9583981024827999,0.962322183775471,5,5,39015,1470,37545,7,59
