layer_type,layer_index,subset,property,probe_type,balanced_accuracy,control_balanced_accuracy,selectivity,n_samples
decoder,0,all,stem_final_match,linear,0.5729290917486172,0.49985077097577324,0.07307832077284393,43120
decoder,0,all,conjugation,linear,0.4425952782961581,0.3115644716964365,0.1310308065997216,43120
decoder,0,all,l_shaped,linear,0.774057621671258,0.5178787608707395,0.25617886080051855,43120
decoder,0,stemfinal_same,l_shaped,linear,0.6729228738301143,0.5155273374600632,0.1573955363700511,38727
decoder,1,all,stem_final_match,linear,0.5691526915550698,0.5005021781833536,0.06865051337171613,43120
decoder,1,all,conjugation,linear,0.5517780739950828,0.3684493557273616,0.18332871826772124,43120
decoder,1,all,l_shaped,linear,0.7489393939393939,0.5158137389942202,0.23312565494517368,43120
decoder,1,stemfinal_same,l_shaped,linear,0.7569253188684273,0.4599422709694657,0.29698304789896157,38727
decoder,2,all,stem_final_match,linear,0.6519025573308278,0.4999131706263379,0.15198938670448991,43120
decoder,2,all,conjugation,linear,0.5542923072365887,0.34949175034805535,0.20480055688853338,43120
decoder,2,all,l_shaped,linear,0.8241701101928374,0.48269967050180956,0.3414704396910278,43120
decoder,2,stemfinal_same,l_shaped,linear,0.803702920957446,0.46120066809693816,0.34250225286050784,38727
decoder,3,all,stem_final_match,linear,0.6543151478609902,0.4997883953064644,0.1545267525545258,43120
decoder,3,all,conjugation,linear,0.5448712047157794,0.3491492816730354,0.19572192304274405,43120
decoder,3,all,l_shaped,linear,0.8040381083562902,0.4991008075406471,0.3049373008156431,43120
decoder,3,stemfinal_same,l_shaped,linear,0.8025667285558746,0.5142525010415333,0.2883142275143413,38727
