layer_type,layer_index,subset,property,probe_type,balanced_accuracy,control_balanced_accuracy,selectivity,n_samples
decoder,0,all,stem_final_match,linear,0.5972929286525703,0.5000774158770662,0.09721551277550411,43560
decoder,0,all,conjugation,linear,0.6329283746556474,0.35824977043158857,0.2746786042240589,43560
decoder,0,all,l_shaped,linear,0.9108241505968779,0.5023999081726355,0.40842424242424247,43560
decoder,0,stemfinal_same,l_shaped,linear,0.8959937277652626,0.46432692421317495,0.4316668035520877,38580
decoder,1,all,stem_final_match,linear,0.6169509355050435,0.49939236011483146,0.11755857539021208,43560
decoder,1,all,conjugation,linear,0.5505197428833792,0.278549494949495,0.27197024793388425,43560
decoder,1,all,l_shaped,linear,0.9366230486685032,0.5562952249770431,0.3803278236914601,43560
decoder,1,stemfinal_same,l_shaped,linear,0.8853999381528777,0.4951084705956216,0.3902914675572561,38580
decoder,2,all,stem_final_match,linear,0.6411266595239629,0.4990789310560449,0.14204772846791797,43560
decoder,2,all,conjugation,linear,0.4844095500459137,0.33877116620752984,0.14563838383838384,43560
decoder,2,all,l_shaped,linear,0.8841792929292931,0.5333374655647383,0.3508418273645548,43560
decoder,2,stemfinal_same,l_shaped,linear,0.8751195805648819,0.4843503316380504,0.3907692489268315,38580
decoder,3,all,stem_final_match,linear,0.6349713569957343,0.5003101927879894,0.13466116420774488,43560
decoder,3,all,conjugation,linear,0.40484756657483933,0.3288181818181818,0.07602938475665755,43560
decoder,3,all,l_shaped,linear,0.9240576216712579,0.445887741046832,0.47816988062442595,43560
decoder,3,stemfinal_same,l_shaped,linear,0.8409383751021199,0.45702030784154424,0.38391806726057565,38580
