layer_type,layer_index,subset,property,probe_type,balanced_accuracy,control_balanced_accuracy,selectivity,n_samples
encoder,0,all,stem_final_match,linear,0.6116686145173682,0.5002496257528486,0.11141898876451961,43560
encoder,0,all,conjugation,linear,0.5940339761248852,0.33849256198347105,0.2555414141414141,43560
encoder,0,all,l_shaped,linear,0.7075688705234159,0.5558989898989899,0.151669880624426,43560
encoder,0,stemfinal_same,l_shaped,linear,0.735953084840919,0.5227913478068427,0.21316173703407637,39015
encoder,1,all,stem_final_match,linear,0.6696555668502345,0.49968407966249523,0.1699714871877393,43560
encoder,1,all,conjugation,linear,0.6044104683195591,0.29874306703397613,0.305667401285583,43560
encoder,1,all,l_shaped,linear,0.8189152892561984,0.4627837465564738,0.3561315426997246,43560
encoder,1,stemfinal_same,l_shaped,linear,0.8366258289498998,0.5527304410615594,0.28389538788834034,39015
encoder,2,all,stem_final_match,linear,0.6761603707508208,0.5005621240089626,0.1755982467418582,43560
encoder,2,all,conjugation,linear,0.6452148760330578,0.34852653810835627,0.29668833792470156,43560
encoder,2,all,l_shaped,linear,0.8744364095500459,0.5060245638200184,0.3684118457300275,43560
encoder,2,stemfinal_same,l_shaped,linear,0.8211431682420581,0.47266103403563065,0.3484821342064275,39015
encoder,3,all,stem_final_match,linear,0.6295936701631387,0.5002570414991101,0.12933662866402862,43560
encoder,3,all,conjugation,linear,0.6460064279155189,0.3354694214876033,0.3105370064279156,43560
encoder,3,all,l_shaped,linear,0.8415438475665749,0.5180231864095501,0.3235206611570247,43560
encoder,3,stemfinal_same,l_shaped,linear,0.8300003578574117,0.501417222639217,0.3285831352181947,39015
decoder,0,all,stem_final_match,linear,0.6584867745428935,0.5004519066346381,0.15803486790825538,43560
decoder,0,all,conjugation,linear,0.6715408631772267,0.3237930211202939,0.3477478420569328,43560
decoder,0,all,l_shaped,linear,0.7818847566574839,0.5488498622589532,0.23303489439853076,43560
decoder,0,stemfinal_same,l_shaped,linear,0.7750709983017907,0.4720432607228145,0.3030277375789762,39015
decoder,1,all,stem_final_match,linear,0.6574786185700956,0.49972244203748933,0.15775617653260626,43560
decoder,1,all,conjugation,linear,0.6847153351698806,0.33627529843893483,0.34844003673094576,43560
decoder,1,all,l_shaped,linear,0.7954005968778697,0.4791175390266299,0.3162830578512398,43560
decoder,1,stemfinal_same,l_shaped,linear,0.8161311006931466,0.4720908146884226,0.344040286004724,39015
decoder,2,all,stem_final_match,linear,0.6602954533418327,0.5002601481693068,0.16003530517252595,43560
decoder,2,all,conjugation,linear,0.7059834710743802,0.3039021120293848,0.4020813590449954,43560
decoder,2,all,l_shaped,linear,0.8412764003673094,0.4672238292011019,0.37405257116620755,43560
decoder,2,stemfinal_same,l_shaped,linear,0.807876308508255,0.4926802033272682,0.3151961051809868,39015
decoder,3,all,stem_final_match,linear,0.6815571877286711,0.4999680831254212,0.18158910460324995,43560
decoder,3,all,conjugation,linear,0.7087419651056015,0.33851625344352615,0.37022571166207535,43560
decoder,3,all,l_shaped,linear,0.8639095500459136,0.45398117539026633,0.4099283746556473,43560
decoder,3,stemfinal_same,l_shaped,linear,0.8264454938943466,0.5078472054532701,0.3185982884410765,39015
