layer_type,layer_index,subset,property,probe_type,balanced_accuracy,control_balanced_accuracy,selectivity,n_samples
encoder,0,all,stem_final_match,linear,0.7745755739621284,0.49988638165019017,0.2746891923119382,43560
encoder,0,all,conjugation,linear,0.4733572567783095,0.4232295684113866,0.050127688366922885,43560
encoder,0,all,l_shaped,linear,0.7399012855831038,0.45946556473829203,0.2804357208448117,43560
encoder,0,stemfinal_same,l_shaped,linear,0.6140384523843754,0.5630562301308266,0.05098222225354876,38175
encoder,1,all,stem_final_match,linear,0.7474488752573845,0.5008231167797359,0.24662575847764856,43560
encoder,1,all,conjugation,linear,0.49512258607952386,0.3278126721763085,0.16730991390321537,43560
encoder,1,all,l_shaped,linear,0.6960961891643709,0.5006457759412305,0.19545041322314038,43560
encoder,1,stemfinal_same,l_shaped,linear,0.6300127565691536,0.4642904910213974,0.16572226554775615,38175
encoder,2,all,stem_final_match,linear,0.7569077466031957,0.4986202423038998,0.2582875042992959,43560
encoder,2,all,conjugation,linear,0.4992598162071847,0.3385013774104683,0.16075843879671636,43560
encoder,2,all,l_shaped,linear,0.7088624885215794,0.47526561065197426,0.23359687786960515,43560
encoder,2,stemfinal_same,l_shaped,linear,0.6907856918169573,0.5000283475359695,0.19075734428098778,38175
encoder,3,all,stem_final_match,linear,0.7761856267387873,0.4999365601311324,0.2762490666076549,43560
encoder,3,all,conjugation,linear,0.4971794154808508,0.3027621671258035,0.1944172483550473,43560
encoder,3,all,l_shaped,linear,0.7592722681359045,0.48568755739210284,0.2735847107438017,43560
encoder,3,stemfinal_same,l_shaped,linear,0.6850408621132836,0.45962430876764204,0.2254165533456416,38175
decoder,0,all,stem_final_match,linear,0.768948859528402,0.5001610898270987,0.26878776970130325,43560
decoder,0,all,conjugation,linear,0.5505242721127889,0.2957520661157025,0.2547722059970864,43560
decoder,0,all,l_shaped,linear,0.7960342056932966,0.49232736455463727,0.30370684113865937,43560
decoder,0,stemfinal_same,l_shaped,linear,0.7637779135924682,0.48647153148293504,0.2773063821095331,38175
decoder,1,all,stem_final_match,linear,0.7709638923115237,0.4992884912234482,0.27167540108807553,43560
decoder,1,all,conjugation,linear,0.5377940650524382,0.34266023875114787,0.19513382630129034,43560
decoder,1,all,l_shaped,linear,0.8105681818181818,0.4989157483930211,0.3116524334251607,43560
decoder,1,stemfinal_same,l_shaped,linear,0.7758442242046607,0.49878822452648686,0.27705599967817385,38175
decoder,2,all,stem_final_match,linear,0.7832619542970688,0.49963230450614554,0.28362964979092326,43560
decoder,2,all,conjugation,linear,0.5613457610969572,0.3509678604224059,0.2103779006745513,43560
decoder,2,all,l_shaped,linear,0.7809240128558311,0.5091542699724518,0.2717697428833793,43560
decoder,2,stemfinal_same,l_shaped,linear,0.7526714681865101,0.5134686317201548,0.23920283646635532,38175
decoder,3,all,stem_final_match,linear,0.7518412220849157,0.5000502600706472,0.2517909620142684,43560
decoder,3,all,conjugation,linear,0.5770367447544481,0.34702846648301194,0.23000827827143616,43560
decoder,3,all,l_shaped,linear,0.8002490817263546,0.5012472451790633,0.2990018365472913,43560
decoder,3,stemfinal_same,l_shaped,linear,0.7553050629089542,0.47490790592456705,0.2803971569843871,38175
