layer_type,layer_index,subset,property,probe_type,balanced_accuracy,control_balanced_accuracy,selectivity,n_samples
decoder,0,all,stem_final_match,linear,0.4576651863311138,0.5003683024649923,-0.042703116133878505,43560
decoder,0,all,conjugation,linear,0.33004591368227737,0.3629522497704316,-0.03290633608815424,43560
decoder,0,all,l_shaped,linear,0.4949758953168043,0.5230241046831956,-0.028048209366391297,43560
decoder,0,stemfinal_same,l_shaped,linear,0.5921178201110944,0.46836556799917756,0.12375225211191682,38580
decoder,1,all,stem_final_match,linear,0.5226398403163769,0.5001010464972035,0.02253879381917334,43560
decoder,1,all,conjugation,linear,0.3549540863177227,0.27353737373737375,0.08141671258034894,43560
decoder,1,all,l_shaped,linear,0.6069662534435263,0.5295863177226814,0.0773799357208449,43560
decoder,1,stemfinal_same,l_shaped,linear,0.606849602854161,0.4928952656544876,0.1139543371996734,38580
decoder,2,all,stem_final_match,linear,0.5564681446984951,0.5005290590014029,0.05593908569709227,43560
decoder,2,all,conjugation,linear,0.3426400367309458,0.34266225895316804,-2.2222222222256782e-05,43560
decoder,2,all,l_shaped,linear,0.6492493112947659,0.5035493572084482,0.14569995408631775,43560
decoder,2,stemfinal_same,l_shaped,linear,0.6105183969191683,0.5072255936742374,0.10329280324493095,38580
decoder,3,all,stem_final_match,linear,0.6579815463479461,0.49954583789335016,0.15843570845459598,43560
decoder,3,all,conjugation,linear,0.3543213957759412,0.3780510560146923,-0.023729660238751116,43560
decoder,3,all,l_shaped,linear,0.6237144168962352,0.45569696969696977,0.16801744719926542,43560
decoder,3,stemfinal_same,l_shaped,linear,0.6252994236426915,0.4928827210977994,0.13241670254489213,38580
