layer_type,layer_index,subset,property,probe_type,balanced_accuracy,control_balanced_accuracy,selectivity,n_samples
encoder,0,all,stem_final_match,linear,0.6426309597651627,0.5003267243437083,0.14230423542145443,43560
encoder,0,all,conjugation,linear,0.6426804407713499,0.3322347107438016,0.3104457300275483,43560
encoder,0,all,l_shaped,linear,0.8028053259871442,0.5274533976124884,0.2753519283746557,43560
encoder,0,stemfinal_same,l_shaped,linear,0.8636924566067762,0.5149704924347109,0.34872196417206525,39015
encoder,1,all,stem_final_match,linear,0.6667776942520225,0.5001149619886496,0.16666273226337291,43560
encoder,1,all,conjugation,linear,0.6534067952249771,0.30903379247015617,0.34437300275482097,43560
encoder,1,all,l_shaped,linear,0.8297979797979798,0.46516827364554636,0.3646297061524334,43560
encoder,1,stemfinal_same,l_shaped,linear,0.8440781315379056,0.5845307023913795,0.25954742914652607,39015
encoder,2,all,stem_final_match,linear,0.6346753230633484,0.5003850620699969,0.1342902609933515,43560
encoder,2,all,conjugation,linear,0.6582194674012855,0.3498800734618916,0.30833939393939386,43560
encoder,2,all,l_shaped,linear,0.8310984848484848,0.5015218089990817,0.3295766758494031,43560
encoder,2,stemfinal_same,l_shaped,linear,0.8324430358530857,0.4592394962458042,0.3732035396072815,39015
encoder,3,all,stem_final_match,linear,0.6940671573474307,0.49969227764258833,0.1943748797048424,43560
encoder,3,all,conjugation,linear,0.6564288337924702,0.32803085399449033,0.32839797979797986,43560
encoder,3,all,l_shaped,linear,0.8694191919191919,0.5218078512396694,0.3476113406795225,43560
encoder,3,stemfinal_same,l_shaped,linear,0.851946928037672,0.4840476472936782,0.3678992807439938,39015
decoder,0,all,stem_final_match,linear,0.654954340228319,0.5002761333672838,0.15467820686103517,43560
decoder,0,all,conjugation,linear,0.6401258034894398,0.32510486685032136,0.31502093663911845,43560
decoder,0,all,l_shaped,linear,0.7512729568411386,0.5543709825528007,0.1969019742883379,43560
decoder,0,stemfinal_same,l_shaped,linear,0.803254500909109,0.4578784817837393,0.3453760191253697,39015
decoder,1,all,stem_final_match,linear,0.6531522337672195,0.49956724501048944,0.1535849887567301,43560
decoder,1,all,conjugation,linear,0.6832617079889807,0.32899467401285587,0.3542670339761248,43560
decoder,1,all,l_shaped,linear,0.8220328282828282,0.4954694674012856,0.3265633608815426,43560
decoder,1,stemfinal_same,l_shaped,linear,0.7941802799942739,0.45954811773470966,0.3346321622595642,39015
decoder,2,all,stem_final_match,linear,0.6682424063654039,0.5002531558903017,0.16798925047510216,43560
decoder,2,all,conjugation,linear,0.6826078971533518,0.30902571166207526,0.37358218549127653,43560
decoder,2,all,l_shaped,linear,0.8494685491276399,0.4905433884297521,0.3589251606978878,43560
decoder,2,stemfinal_same,l_shaped,linear,0.8521552473781575,0.4705883868172198,0.3815668605609377,39015
decoder,3,all,stem_final_match,linear,0.676074150702568,0.499859147912852,0.17621500278971602,43560
decoder,3,all,conjugation,linear,0.6728457300275481,0.3127537190082645,0.3600920110192836,43560
decoder,3,all,l_shaped,linear,0.8452720385674931,0.4830704775022957,0.3622015610651974,43560
decoder,3,stemfinal_same,l_shaped,linear,0.8503442236918026,0.5402046941439297,0.31013952954787294,39015
