layer_type,layer_index,subset,probe_site,property,probe_type,balanced_accuracy,balanced_std,accuracy,std,control_balanced_accuracy,control_balanced_std,selectivity,control_accuracy,control_std,selectivity_raw,control_mode,n_controls,chance,majority_baseline,n_classes,n_samples
encoder,0,all,content-pool,stem_final_match,linear,0.659614,0.123155,0.835140,0.075865,0.499718,0.000519,0.159896,0.873293,0.004217,-0.038152,sample,5,0.500000,0.876377,2,43560
encoder,0,all,content-pool,conjugation,linear,0.400000,0.283847,0.687717,0.127809,0.350747,0.038292,0.049252,0.677762,0.042992,0.009955,group,5,0.333333,0.819444,3,43560
encoder,0,all,content-pool,l_shaped,linear,0.595610,0.219558,0.817496,0.102098,0.463474,0.069029,0.132136,0.750140,0.051200,0.067356,group,5,0.500000,0.893939,2,43560
encoder,1,all,content-pool,stem_final_match,linear,0.636066,0.146598,0.832134,0.070541,0.499975,0.000051,0.136091,0.875869,0.001016,-0.043735,sample,5,0.500000,0.876377,2,43560
encoder,1,all,content-pool,conjugation,linear,0.411281,0.275096,0.708002,0.111035,0.364672,0.068630,0.046609,0.705245,0.033448,0.002757,group,5,0.333333,0.819444,3,43560
encoder,1,all,content-pool,l_shaped,linear,0.674186,0.227530,0.826878,0.109096,0.539598,0.047528,0.134588,0.768575,0.047260,0.058303,group,5,0.500000,0.893939,2,43560
encoder,2,all,content-pool,stem_final_match,linear,0.657177,0.101921,0.833847,0.036864,0.499977,0.000047,0.157200,0.874273,0.004215,-0.040426,sample,5,0.500000,0.876377,2,43560
encoder,2,all,content-pool,conjugation,linear,0.433953,0.271626,0.736174,0.106069,0.321145,0.071111,0.112808,0.674099,0.056866,0.062075,group,5,0.333333,0.819444,3,43560
encoder,2,all,content-pool,l_shaped,linear,0.705047,0.236141,0.856693,0.089221,0.466266,0.039621,0.238781,0.772959,0.037803,0.083735,group,5,0.500000,0.893939,2,43560
encoder,3,all,content-pool,stem_final_match,linear,0.641153,0.093939,0.808053,0.056038,0.500000,0.000000,0.141153,0.876382,0.000004,-0.068329,sample,5,0.500000,0.876377,2,43560
encoder,3,all,content-pool,conjugation,linear,0.526665,0.241236,0.759084,0.077919,0.313331,0.023400,0.213333,0.690270,0.024513,0.068814,group,5,0.333333,0.819444,3,43560
encoder,3,all,content-pool,l_shaped,linear,0.713254,0.220871,0.868140,0.072103,0.520560,0.088117,0.192694,0.797803,0.054275,0.070338,group,5,0.500000,0.893939,2,43560
decoder,0,all,content-pool,stem_final_match,linear,0.553030,0.096137,0.805524,0.096447,0.500039,0.000616,0.052991,0.870628,0.005265,-0.065103,sample,5,0.500000,0.876377,2,43560
decoder,0,all,content-pool,conjugation,linear,0.511549,0.245568,0.765664,0.078839,0.311787,0.069832,0.199763,0.703868,0.035289,0.061796,group,5,0.333333,0.819444,3,43560
decoder,0,all,content-pool,l_shaped,linear,0.701112,0.182419,0.873340,0.068062,0.533939,0.053136,0.167174,0.849124,0.011997,0.024216,group,5,0.500000,0.893939,2,43560
decoder,1,all,content-pool,stem_final_match,linear,0.628920,0.181190,0.848540,0.083266,0.499970,0.000030,0.128950,0.876184,0.000186,-0.027645,sample,5,0.500000,0.876377,2,43560
decoder,1,all,content-pool,conjugation,linear,0.564591,0.230823,0.807887,0.070344,0.282406,0.021192,0.282185,0.679500,0.023671,0.128388,group,5,0.333333,0.819444,3,43560
decoder,1,all,content-pool,l_shaped,linear,0.697014,0.146131,0.849787,0.067728,0.507181,0.090617,0.189834,0.812600,0.034563,0.037187,group,5,0.500000,0.893939,2,43560
decoder,2,all,content-pool,stem_final_match,linear,0.660489,0.161592,0.846988,0.082887,0.499996,0.000008,0.160493,0.876313,0.000126,-0.029326,sample,5,0.500000,0.876377,2,43560
decoder,2,all,content-pool,conjugation,linear,0.522364,0.235615,0.757865,0.056586,0.337693,0.042797,0.184671,0.730021,0.031709,0.027844,group,5,0.333333,0.819444,3,43560
decoder,2,all,content-pool,l_shaped,linear,0.675061,0.155423,0.835581,0.077954,0.532287,0.075455,0.142774,0.807601,0.051684,0.027980,group,5,0.500000,0.893939,2,43560
decoder,3,all,content-pool,stem_final_match,linear,0.606159,0.114114,0.825196,0.056025,0.499882,0.000354,0.106277,0.873045,0.004432,-0.047849,sample,5,0.500000,0.876377,2,43560
decoder,3,all,content-pool,conjugation,linear,0.464490,0.230118,0.721790,0.076997,0.288131,0.046932,0.176358,0.647962,0.021846,0.073828,group,5,0.333333,0.819444,3,43560
decoder,3,all,content-pool,l_shaped,linear,0.673866,0.191074,0.848165,0.121078,0.487849,0.065388,0.186017,0.799887,0.030787,0.048278,group,5,0.500000,0.893939,2,43560
