layer_type,layer_index,subset,probe_site,property,probe_type,balanced_accuracy,balanced_std,accuracy,std,control_balanced_accuracy,control_balanced_std,selectivity,control_accuracy,control_std,selectivity_raw,control_mode,n_controls,chance,majority_baseline,n_classes,n_samples
encoder,0,all,content-pool,stem_final_match,linear,0.596124,0.133766,0.871784,0.044433,0.500000,0.000000,0.096124,0.895664,0.000001,-0.023880,sample,5,0.500000,0.895661,2,43560
encoder,0,all,content-pool,conjugation,linear,0.593903,0.209038,0.726620,0.152582,0.342705,0.054367,0.251198,0.608636,0.044335,0.117984,group,5,0.333333,0.787879,3,43560
encoder,0,all,content-pool,l_shaped,linear,0.798154,0.179273,0.933740,0.038854,0.545252,0.062476,0.252902,0.818025,0.021511,0.115714,group,5,0.500000,0.893939,2,43560
encoder,1,all,content-pool,stem_final_match,linear,0.595733,0.079735,0.859044,0.053045,0.500003,0.000026,0.095730,0.895603,0.000063,-0.036559,sample,5,0.500000,0.895661,2,43560
encoder,1,all,content-pool,conjugation,linear,0.619151,0.226121,0.769444,0.096949,0.301429,0.037275,0.317722,0.608530,0.016985,0.160914,group,5,0.333333,0.787879,3,43560
encoder,1,all,content-pool,l_shaped,linear,0.821755,0.125433,0.932847,0.050226,0.502495,0.055513,0.319260,0.806632,0.021311,0.126215,group,5,0.500000,0.893939,2,43560
encoder,2,all,content-pool,stem_final_match,linear,0.597237,0.090811,0.888129,0.034031,0.500013,0.000026,0.097225,0.894948,0.001424,-0.006819,sample,5,0.500000,0.895661,2,43560
encoder,2,all,content-pool,conjugation,linear,0.699395,0.204193,0.799880,0.090509,0.334479,0.074090,0.364916,0.602680,0.052304,0.197200,group,5,0.333333,0.787879,3,43560
encoder,2,all,content-pool,l_shaped,linear,0.880657,0.081795,0.935390,0.066856,0.482934,0.039020,0.397723,0.782494,0.051711,0.152896,group,5,0.500000,0.893939,2,43560
encoder,3,all,content-pool,stem_final_match,linear,0.646374,0.132537,0.904347,0.045801,0.500015,0.000059,0.146359,0.895512,0.000255,0.008835,sample,5,0.500000,0.895661,2,43560
encoder,3,all,content-pool,conjugation,linear,0.712257,0.201388,0.791755,0.102428,0.309187,0.033358,0.403070,0.581921,0.029716,0.209833,group,5,0.333333,0.787879,3,43560
encoder,3,all,content-pool,l_shaped,linear,0.841061,0.103462,0.927929,0.052993,0.549028,0.057518,0.292032,0.815677,0.035945,0.112251,group,5,0.500000,0.893939,2,43560
decoder,0,all,content-pool,stem_final_match,linear,0.535035,0.101161,0.843840,0.057008,0.499962,0.000051,0.035073,0.893737,0.002363,-0.049897,sample,5,0.500000,0.895661,2,43560
decoder,0,all,content-pool,conjugation,linear,0.522574,0.112047,0.731522,0.061912,0.345950,0.080041,0.176624,0.661661,0.044877,0.069861,group,5,0.333333,0.787879,3,43560
decoder,0,all,content-pool,l_shaped,linear,0.689380,0.187241,0.870453,0.026036,0.501602,0.065392,0.187778,0.805330,0.021107,0.065123,group,5,0.500000,0.893939,2,43560
decoder,1,all,content-pool,stem_final_match,linear,0.573587,0.066721,0.879313,0.051219,0.500028,0.000081,0.073559,0.895479,0.000251,-0.016166,sample,5,0.500000,0.895661,2,43560
decoder,1,all,content-pool,conjugation,linear,0.682255,0.191100,0.818084,0.082722,0.327264,0.050298,0.354991,0.651681,0.026529,0.166403,group,5,0.333333,0.787879,3,43560
decoder,1,all,content-pool,l_shaped,linear,0.798487,0.165066,0.917394,0.058546,0.497621,0.072207,0.300866,0.818913,0.030610,0.098482,group,5,0.500000,0.893939,2,43560
decoder,2,all,content-pool,stem_final_match,linear,0.581489,0.095482,0.861179,0.042500,0.499970,0.000070,0.081518,0.895573,0.000119,-0.034394,sample,5,0.500000,0.895661,2,43560
decoder,2,all,content-pool,conjugation,linear,0.578568,0.163878,0.753368,0.062431,0.330273,0.064159,0.248295,0.620315,0.055764,0.133054,group,5,0.333333,0.787879,3,43560
decoder,2,all,content-pool,l_shaped,linear,0.805818,0.181111,0.918813,0.067059,0.478862,0.051849,0.326956,0.783062,0.043095,0.135751,group,5,0.500000,0.893939,2,43560
decoder,3,all,content-pool,stem_final_match,linear,0.559823,0.074328,0.848014,0.028613,0.500017,0.000068,0.059806,0.895594,0.000063,-0.047580,sample,5,0.500000,0.895661,2,43560
decoder,3,all,content-pool,conjugation,linear,0.475886,0.140715,0.716703,0.034530,0.313810,0.069974,0.162076,0.580688,0.073659,0.136015,group,5,0.333333,0.787879,3,43560
decoder,3,all,content-pool,l_shaped,linear,0.697602,0.197227,0.898154,0.047479,0.491906,0.035328,0.205696,0.787857,0.012010,0.110296,group,5,0.500000,0.893939,2,43560
