layer_type,layer_index,subset,probe_site,property,probe_type,balanced_accuracy,balanced_std,accuracy,std,control_balanced_accuracy,control_balanced_std,selectivity,control_accuracy,control_std,selectivity_raw,control_mode,n_controls,chance,majority_baseline,n_classes,n_samples
encoder,0,all,content-pool,stem_final_match,linear,0.607848,0.140530,0.872700,0.060042,0.499812,0.000376,0.108036,0.894672,0.001982,-0.021972,sample,5,0.500000,0.895661,2,43560
encoder,0,all,content-pool,conjugation,linear,0.592687,0.188587,0.763452,0.081332,0.332171,0.056478,0.260516,0.596716,0.022730,0.166736,group,5,0.333333,0.787879,3,43560
encoder,0,all,content-pool,l_shaped,linear,0.829249,0.185631,0.944968,0.041325,0.536724,0.061993,0.292526,0.824479,0.026861,0.120489,group,5,0.500000,0.893939,2,43560
encoder,1,all,content-pool,stem_final_match,linear,0.577962,0.093777,0.844638,0.067098,0.499587,0.000702,0.078375,0.892606,0.004878,-0.047968,sample,5,0.500000,0.895661,2,43560
encoder,1,all,content-pool,conjugation,linear,0.591123,0.159634,0.755122,0.080683,0.316257,0.051984,0.274866,0.620920,0.029021,0.134202,group,5,0.333333,0.787879,3,43560
encoder,1,all,content-pool,l_shaped,linear,0.834205,0.190660,0.941169,0.053602,0.486666,0.030362,0.347538,0.791472,0.035176,0.149697,group,5,0.500000,0.893939,2,43560
encoder,2,all,content-pool,stem_final_match,linear,0.597903,0.100716,0.871931,0.054851,0.499991,0.000010,0.097912,0.895610,0.000068,-0.023679,sample,5,0.500000,0.895661,2,43560
encoder,2,all,content-pool,conjugation,linear,0.611683,0.148252,0.754715,0.079890,0.338724,0.068889,0.272959,0.602892,0.055046,0.151823,group,5,0.333333,0.787879,3,43560
encoder,2,all,content-pool,l_shaped,linear,0.850859,0.192487,0.953413,0.039664,0.518171,0.038855,0.332688,0.801847,0.048231,0.151566,group,5,0.500000,0.893939,2,43560
encoder,3,all,content-pool,stem_final_match,linear,0.574049,0.170154,0.834080,0.082969,0.499999,0.000047,0.074050,0.895624,0.000054,-0.061544,sample,5,0.500000,0.895661,2,43560
encoder,3,all,content-pool,conjugation,linear,0.662577,0.139376,0.789559,0.077333,0.287932,0.016129,0.374645,0.581996,0.020498,0.207563,group,5,0.333333,0.787879,3,43560
encoder,3,all,content-pool,l_shaped,linear,0.865807,0.189873,0.958425,0.037635,0.505509,0.052925,0.360298,0.811832,0.029745,0.146593,group,5,0.500000,0.893939,2,43560
decoder,0,all,content-pool,stem_final_match,linear,0.565836,0.059975,0.878485,0.032183,0.500173,0.000347,0.065663,0.894272,0.002780,-0.015787,sample,5,0.500000,0.895661,2,43560
decoder,0,all,content-pool,conjugation,linear,0.618791,0.085093,0.755847,0.064056,0.377307,0.083367,0.241484,0.687607,0.033308,0.068241,group,5,0.333333,0.787879,3,43560
decoder,0,all,content-pool,l_shaped,linear,0.791616,0.168338,0.916770,0.070094,0.480815,0.025650,0.310801,0.810380,0.023135,0.106390,group,5,0.500000,0.893939,2,43560
decoder,1,all,content-pool,stem_final_match,linear,0.602503,0.093449,0.891305,0.022588,0.499994,0.000018,0.102508,0.895614,0.000052,-0.004309,sample,5,0.500000,0.895661,2,43560
decoder,1,all,content-pool,conjugation,linear,0.610449,0.193782,0.750083,0.131503,0.347777,0.027871,0.262672,0.675734,0.008013,0.074350,group,5,0.333333,0.787879,3,43560
decoder,1,all,content-pool,l_shaped,linear,0.803717,0.171978,0.932031,0.043210,0.481173,0.035997,0.322544,0.819824,0.024784,0.112208,group,5,0.500000,0.893939,2,43560
decoder,2,all,content-pool,stem_final_match,linear,0.593905,0.050824,0.878313,0.018661,0.500023,0.000073,0.093882,0.895606,0.000070,-0.017293,sample,5,0.500000,0.895661,2,43560
decoder,2,all,content-pool,conjugation,linear,0.586644,0.160327,0.761961,0.049473,0.331552,0.067295,0.255092,0.647564,0.056361,0.114398,group,5,0.333333,0.787879,3,43560
decoder,2,all,content-pool,l_shaped,linear,0.836301,0.182849,0.932333,0.044872,0.463620,0.023360,0.372681,0.798693,0.025829,0.133639,group,5,0.500000,0.893939,2,43560
decoder,3,all,content-pool,stem_final_match,linear,0.634504,0.101932,0.876127,0.035277,0.500017,0.000035,0.134487,0.895660,0.000015,-0.019533,sample,5,0.500000,0.895661,2,43560
decoder,3,all,content-pool,conjugation,linear,0.603391,0.139297,0.773278,0.046488,0.315281,0.063759,0.288110,0.588561,0.050832,0.184718,group,5,0.333333,0.787879,3,43560
decoder,3,all,content-pool,l_shaped,linear,0.808316,0.191179,0.943245,0.043052,0.506928,0.026105,0.301388,0.803407,0.019547,0.139838,group,5,0.500000,0.893939,2,43560
