layer_type,layer_index,subset,probe_site,property,probe_type,balanced_accuracy,balanced_std,accuracy,std,control_balanced_accuracy,control_balanced_std,selectivity,control_accuracy,control_std,selectivity_raw,control_mode,n_controls,chance,majority_baseline,n_classes,n_samples
encoder,0,all,content-pool,stem_final_match,linear,0.651871,0.138802,0.817646,0.058350,0.500000,0.000000,0.151871,0.876379,0.000006,-0.058733,sample,5,0.500000,0.876377,2,43560
encoder,0,all,content-pool,conjugation,linear,0.403537,0.269584,0.691622,0.100429,0.332511,0.076778,0.071026,0.668959,0.061820,0.022663,group,5,0.333333,0.819444,3,43560
encoder,0,all,content-pool,l_shaped,linear,0.659138,0.263633,0.845460,0.104404,0.471878,0.053187,0.187260,0.766341,0.026444,0.079119,group,5,0.500000,0.893939,2,43560
encoder,1,all,content-pool,stem_final_match,linear,0.680684,0.128231,0.842148,0.055889,0.500045,0.000091,0.180639,0.876036,0.000684,-0.033888,sample,5,0.500000,0.876377,2,43560
encoder,1,all,content-pool,conjugation,linear,0.397454,0.268669,0.677539,0.091478,0.379665,0.070696,0.017789,0.712268,0.037428,-0.034729,group,5,0.333333,0.819444,3,43560
encoder,1,all,content-pool,l_shaped,linear,0.664758,0.228334,0.840703,0.125296,0.520165,0.088046,0.144593,0.767890,0.066405,0.072813,group,5,0.500000,0.893939,2,43560
encoder,2,all,content-pool,stem_final_match,linear,0.671983,0.072717,0.858876,0.059472,0.500027,0.000050,0.171956,0.874975,0.002641,-0.016098,sample,5,0.500000,0.876377,2,43560
encoder,2,all,content-pool,conjugation,linear,0.420383,0.274647,0.727391,0.102749,0.314022,0.054238,0.106361,0.687014,0.033429,0.040377,group,5,0.333333,0.819444,3,43560
encoder,2,all,content-pool,l_shaped,linear,0.671411,0.215794,0.838050,0.092633,0.468588,0.038222,0.202822,0.772646,0.028357,0.065404,group,5,0.500000,0.893939,2,43560
encoder,3,all,content-pool,stem_final_match,linear,0.638378,0.118858,0.833557,0.041816,0.500018,0.000035,0.138360,0.876360,0.000041,-0.042803,sample,5,0.500000,0.876377,2,43560
encoder,3,all,content-pool,conjugation,linear,0.454877,0.270390,0.765280,0.114951,0.305921,0.023609,0.148956,0.694142,0.021022,0.071138,group,5,0.333333,0.819444,3,43560
encoder,3,all,content-pool,l_shaped,linear,0.720512,0.240708,0.874412,0.096448,0.488896,0.043331,0.231616,0.794875,0.024080,0.079537,group,5,0.500000,0.893939,2,43560
decoder,0,all,content-pool,stem_final_match,linear,0.701086,0.125113,0.866326,0.060187,0.500036,0.000046,0.201051,0.876357,0.000046,-0.010031,sample,5,0.500000,0.876377,2,43560
decoder,0,all,content-pool,conjugation,linear,0.465592,0.159509,0.769472,0.074859,0.320331,0.048116,0.145261,0.713945,0.020309,0.055527,group,5,0.333333,0.819444,3,43560
decoder,0,all,content-pool,l_shaped,linear,0.716225,0.146974,0.876695,0.067544,0.553001,0.040828,0.163224,0.831934,0.020575,0.044761,group,5,0.500000,0.893939,2,43560
decoder,1,all,content-pool,stem_final_match,linear,0.633575,0.153390,0.821314,0.059727,0.499673,0.000567,0.133901,0.874919,0.002346,-0.053605,sample,5,0.500000,0.876377,2,43560
decoder,1,all,content-pool,conjugation,linear,0.530292,0.186980,0.778986,0.075248,0.270055,0.014890,0.260237,0.672888,0.033976,0.106098,group,5,0.333333,0.819444,3,43560
decoder,1,all,content-pool,l_shaped,linear,0.691594,0.178723,0.870999,0.070788,0.519712,0.083751,0.171882,0.807363,0.039232,0.063636,group,5,0.500000,0.893939,2,43560
decoder,2,all,content-pool,stem_final_match,linear,0.653985,0.157107,0.821365,0.082239,0.500015,0.000036,0.153970,0.876317,0.000110,-0.054952,sample,5,0.500000,0.876377,2,43560
decoder,2,all,content-pool,conjugation,linear,0.567498,0.191911,0.813277,0.026851,0.330302,0.042812,0.237196,0.705243,0.015112,0.108034,group,5,0.333333,0.819444,3,43560
decoder,2,all,content-pool,l_shaped,linear,0.792006,0.153565,0.912947,0.064612,0.553499,0.089111,0.238508,0.796936,0.059881,0.116011,group,5,0.500000,0.893939,2,43560
decoder,3,all,content-pool,stem_final_match,linear,0.605892,0.158252,0.789240,0.084284,0.500224,0.000455,0.105668,0.874479,0.003783,-0.085239,sample,5,0.500000,0.876377,2,43560
decoder,3,all,content-pool,conjugation,linear,0.445964,0.243098,0.765178,0.092293,0.308857,0.056451,0.137107,0.665585,0.024642,0.099593,group,5,0.333333,0.819444,3,43560
decoder,3,all,content-pool,l_shaped,linear,0.764078,0.108460,0.839730,0.091211,0.501371,0.094562,0.262708,0.797212,0.040961,0.042518,group,5,0.500000,0.893939,2,43560
