layer_type,layer_index,subset,probe_site,property,probe_type,balanced_accuracy,balanced_std,accuracy,std,control_balanced_accuracy,control_balanced_std,selectivity,control_accuracy,control_std,selectivity_raw,control_mode,n_controls,chance,majority_baseline,n_classes,n_samples
encoder,0,all,content-pool,stem_final_match,linear,0.534755,0.115983,0.764304,0.075018,0.500000,0.000000,0.034755,0.885672,0.000005,-0.121368,sample,5,0.500000,0.885675,2,43560
encoder,0,all,content-pool,conjugation,linear,0.293338,0.100287,0.652702,0.119471,0.386314,0.024421,-0.092976,0.689836,0.047028,-0.037134,group,5,0.333333,0.818182,3,43560
encoder,0,all,content-pool,l_shaped,linear,0.638649,0.210987,0.814064,0.060777,0.524449,0.088379,0.114200,0.791190,0.031644,0.022874,group,5,0.500000,0.893939,2,43560
encoder,1,all,content-pool,stem_final_match,linear,0.469036,0.067733,0.685408,0.070444,0.499886,0.000267,-0.030849,0.883219,0.004827,-0.197811,sample,5,0.500000,0.885675,2,43560
encoder,1,all,content-pool,conjugation,linear,0.319109,0.112972,0.682093,0.146196,0.331923,0.026855,-0.012814,0.672110,0.015114,0.009983,group,5,0.333333,0.818182,3,43560
encoder,1,all,content-pool,l_shaped,linear,0.631881,0.214959,0.802026,0.086600,0.586121,0.088366,0.045761,0.830176,0.042494,-0.028150,group,5,0.500000,0.893939,2,43560
encoder,2,all,content-pool,stem_final_match,linear,0.449409,0.055636,0.668222,0.123154,0.500009,0.000106,-0.050600,0.885266,0.000421,-0.217045,sample,5,0.500000,0.885675,2,43560
encoder,2,all,content-pool,conjugation,linear,0.297601,0.120827,0.645831,0.180329,0.352453,0.058201,-0.054853,0.659962,0.055544,-0.014131,group,5,0.333333,0.818182,3,43560
encoder,2,all,content-pool,l_shaped,linear,0.615391,0.210311,0.797463,0.105206,0.454782,0.028217,0.160610,0.793858,0.027470,0.003604,group,5,0.500000,0.893939,2,43560
encoder,3,all,content-pool,stem_final_match,linear,0.439790,0.052287,0.648185,0.147213,0.500010,0.000019,-0.060219,0.885659,0.000027,-0.237474,sample,5,0.500000,0.885675,2,43560
encoder,3,all,content-pool,conjugation,linear,0.304123,0.109458,0.676400,0.142760,0.412494,0.057550,-0.108371,0.689008,0.004272,-0.012608,group,5,0.333333,0.818182,3,43560
encoder,3,all,content-pool,l_shaped,linear,0.625682,0.227786,0.794614,0.097960,0.478873,0.024075,0.146809,0.797899,0.012209,-0.003285,group,5,0.500000,0.893939,2,43560
decoder,0,all,content-pool,stem_final_match,linear,0.472783,0.057620,0.740967,0.129214,0.500434,0.000339,-0.027651,0.880916,0.006797,-0.139949,sample,5,0.500000,0.885675,2,43560
decoder,0,all,content-pool,conjugation,linear,0.310929,0.077862,0.661340,0.095796,0.332728,0.029428,-0.021799,0.689371,0.036045,-0.028031,group,5,0.333333,0.818182,3,43560
decoder,0,all,content-pool,l_shaped,linear,0.549632,0.100345,0.803949,0.023529,0.539875,0.071430,0.009757,0.829068,0.029727,-0.025118,group,5,0.500000,0.893939,2,43560
decoder,1,all,content-pool,stem_final_match,linear,0.534587,0.103257,0.765364,0.071755,0.500086,0.000190,0.034501,0.883994,0.002526,-0.118630,sample,5,0.500000,0.885675,2,43560
decoder,1,all,content-pool,conjugation,linear,0.354500,0.132441,0.692234,0.096028,0.342767,0.033617,0.011733,0.687687,0.018649,0.004547,group,5,0.333333,0.818182,3,43560
decoder,1,all,content-pool,l_shaped,linear,0.460036,0.023752,0.787431,0.062615,0.490522,0.048176,-0.030486,0.807579,0.029646,-0.020148,group,5,0.500000,0.893939,2,43560
decoder,2,all,content-pool,stem_final_match,linear,0.533769,0.084453,0.757630,0.086875,0.500011,0.000155,0.033758,0.885515,0.000187,-0.127885,sample,5,0.500000,0.885675,2,43560
decoder,2,all,content-pool,conjugation,linear,0.382178,0.115585,0.744530,0.024448,0.307083,0.059234,0.075095,0.662243,0.069147,0.082287,group,5,0.333333,0.818182,3,43560
decoder,2,all,content-pool,l_shaped,linear,0.473126,0.042930,0.799680,0.028041,0.484152,0.038733,-0.011026,0.802362,0.013797,-0.002682,group,5,0.500000,0.893939,2,43560
decoder,3,all,content-pool,stem_final_match,linear,0.535837,0.051501,0.767861,0.116733,0.499752,0.000313,0.036086,0.884257,0.002475,-0.116396,sample,5,0.500000,0.885675,2,43560
decoder,3,all,content-pool,conjugation,linear,0.298724,0.020189,0.716813,0.038583,0.284534,0.043123,0.014190,0.627309,0.046548,0.089504,group,5,0.333333,0.818182,3,43560
decoder,3,all,content-pool,l_shaped,linear,0.499129,0.122814,0.755726,0.052021,0.475889,0.066557,0.023240,0.777712,0.026149,-0.021986,group,5,0.500000,0.893939,2,43560
