layer_type,layer_index,subset,probe_site,property,probe_type,balanced_accuracy,balanced_std,accuracy,std,control_balanced_accuracy,control_balanced_std,selectivity,control_accuracy,control_std,selectivity_raw,control_mode,n_controls,chance,majority_baseline,n_classes,n_samples
encoder,0,all,content-pool,stem_final_match,linear,0.612254,0.147802,0.793793,0.090430,0.500075,0.000125,0.112180,0.873867,0.004092,-0.080074,sample,5,0.500000,0.876377,2,43560
encoder,0,all,content-pool,conjugation,linear,0.461758,0.263780,0.710788,0.109685,0.366567,0.072419,0.095191,0.677441,0.062395,0.033347,group,5,0.333333,0.819444,3,43560
encoder,0,all,content-pool,l_shaped,linear,0.639306,0.222331,0.821099,0.063966,0.498722,0.100907,0.140584,0.770513,0.056524,0.050586,group,5,0.500000,0.893939,2,43560
encoder,1,all,content-pool,stem_final_match,linear,0.629083,0.159037,0.804592,0.096121,0.500381,0.000703,0.128702,0.871915,0.004494,-0.067324,sample,5,0.500000,0.876377,2,43560
encoder,1,all,content-pool,conjugation,linear,0.392872,0.277356,0.668267,0.116900,0.371417,0.066779,0.021455,0.702411,0.029819,-0.034144,group,5,0.333333,0.819444,3,43560
encoder,1,all,content-pool,l_shaped,linear,0.629120,0.229863,0.796284,0.072564,0.524213,0.089232,0.104906,0.778793,0.052877,0.017491,group,5,0.500000,0.893939,2,43560
encoder,2,all,content-pool,stem_final_match,linear,0.665088,0.124557,0.847229,0.069528,0.499745,0.000535,0.165343,0.872479,0.004448,-0.025250,sample,5,0.500000,0.876377,2,43560
encoder,2,all,content-pool,conjugation,linear,0.414220,0.276688,0.698223,0.121110,0.311034,0.062455,0.103186,0.665150,0.057032,0.033074,group,5,0.333333,0.819444,3,43560
encoder,2,all,content-pool,l_shaped,linear,0.611978,0.192245,0.801102,0.050177,0.472725,0.035573,0.139253,0.770977,0.043283,0.030125,group,5,0.500000,0.893939,2,43560
encoder,3,all,content-pool,stem_final_match,linear,0.614794,0.131859,0.815869,0.066464,0.500369,0.000458,0.114424,0.871561,0.005957,-0.055693,sample,5,0.500000,0.876377,2,43560
encoder,3,all,content-pool,conjugation,linear,0.425761,0.265489,0.735789,0.096028,0.310729,0.039423,0.115032,0.687658,0.028025,0.048132,group,5,0.333333,0.819444,3,43560
encoder,3,all,content-pool,l_shaped,linear,0.645428,0.192894,0.850939,0.058398,0.487098,0.051330,0.158330,0.795486,0.042860,0.055454,group,5,0.500000,0.893939,2,43560
decoder,0,all,content-pool,stem_final_match,linear,0.570787,0.113818,0.793571,0.071769,0.500137,0.000244,0.070650,0.875909,0.000585,-0.082338,sample,5,0.500000,0.876377,2,43560
decoder,0,all,content-pool,conjugation,linear,0.396173,0.140005,0.790624,0.065810,0.336191,0.071934,0.059982,0.708593,0.049676,0.082032,group,5,0.333333,0.819444,3,43560
decoder,0,all,content-pool,l_shaped,linear,0.696888,0.146488,0.875826,0.019453,0.532153,0.048568,0.164735,0.830219,0.019695,0.045606,group,5,0.500000,0.893939,2,43560
decoder,1,all,content-pool,stem_final_match,linear,0.655557,0.099133,0.835253,0.074799,0.500037,0.000089,0.155520,0.876011,0.000573,-0.040758,sample,5,0.500000,0.876377,2,43560
decoder,1,all,content-pool,conjugation,linear,0.465838,0.168624,0.798285,0.062825,0.292130,0.023670,0.173708,0.675624,0.034487,0.122661,group,5,0.333333,0.819444,3,43560
decoder,1,all,content-pool,l_shaped,linear,0.740638,0.160452,0.904354,0.058216,0.541283,0.098101,0.199355,0.812374,0.052629,0.091980,group,5,0.500000,0.893939,2,43560
decoder,2,all,content-pool,stem_final_match,linear,0.631208,0.119907,0.825407,0.057772,0.500000,0.000394,0.131208,0.875674,0.000606,-0.050267,sample,5,0.500000,0.876377,2,43560
decoder,2,all,content-pool,conjugation,linear,0.533203,0.244900,0.827088,0.090299,0.344257,0.039821,0.188946,0.700974,0.027421,0.126114,group,5,0.333333,0.819444,3,43560
decoder,2,all,content-pool,l_shaped,linear,0.782249,0.136301,0.900656,0.073823,0.590537,0.106279,0.191711,0.822245,0.064484,0.078411,group,5,0.500000,0.893939,2,43560
decoder,3,all,content-pool,stem_final_match,linear,0.590750,0.140461,0.781001,0.084248,0.500018,0.000042,0.090732,0.876277,0.000134,-0.095275,sample,5,0.500000,0.876377,2,43560
decoder,3,all,content-pool,conjugation,linear,0.457088,0.223492,0.727434,0.084788,0.298386,0.053930,0.158702,0.637739,0.041632,0.089696,group,5,0.333333,0.819444,3,43560
decoder,3,all,content-pool,l_shaped,linear,0.774960,0.128091,0.847228,0.116362,0.499039,0.079731,0.275921,0.798122,0.037374,0.049106,group,5,0.500000,0.893939,2,43560
