layer_type,layer_index,subset,probe_site,property,probe_type,balanced_accuracy,balanced_std,accuracy,std,control_balanced_accuracy,control_balanced_std,selectivity,control_accuracy,control_std,selectivity_raw,control_mode,n_controls,chance,majority_baseline,n_classes,n_samples
encoder,0,all,content-pool,stem_final_match,linear,0.461235,0.045340,0.724708,0.090223,0.500000,0.000000,-0.038765,0.885672,0.000005,-0.160964,sample,5,0.500000,0.885675,2,43560
encoder,0,all,content-pool,conjugation,linear,0.351182,0.138941,0.654196,0.111059,0.386077,0.043331,-0.034896,0.694824,0.063551,-0.040628,group,5,0.333333,0.818182,3,43560
encoder,0,all,content-pool,l_shaped,linear,0.646515,0.227060,0.828015,0.051805,0.495205,0.063394,0.151310,0.780668,0.036001,0.047347,group,5,0.500000,0.893939,2,43560
encoder,1,all,content-pool,stem_final_match,linear,0.492140,0.056375,0.745574,0.099918,0.499948,0.000410,-0.007808,0.882678,0.004751,-0.137105,sample,5,0.500000,0.885675,2,43560
encoder,1,all,content-pool,conjugation,linear,0.384269,0.170288,0.695856,0.122629,0.309316,0.042055,0.074953,0.663485,0.019016,0.032371,group,5,0.333333,0.818182,3,43560
encoder,1,all,content-pool,l_shaped,linear,0.628359,0.243374,0.794316,0.088515,0.587886,0.088404,0.040473,0.844531,0.030539,-0.050216,group,5,0.500000,0.893939,2,43560
encoder,2,all,content-pool,stem_final_match,linear,0.487645,0.081595,0.715036,0.065002,0.500128,0.000205,-0.012483,0.885249,0.000798,-0.170213,sample,5,0.500000,0.885675,2,43560
encoder,2,all,content-pool,conjugation,linear,0.406626,0.185734,0.712369,0.110035,0.343098,0.038438,0.063528,0.675254,0.034688,0.037115,group,5,0.333333,0.818182,3,43560
encoder,2,all,content-pool,l_shaped,linear,0.644621,0.229534,0.822181,0.060375,0.491487,0.098526,0.153134,0.788838,0.055640,0.033343,group,5,0.500000,0.893939,2,43560
encoder,3,all,content-pool,stem_final_match,linear,0.502841,0.055423,0.727002,0.089847,0.500021,0.000041,0.002820,0.885652,0.000042,-0.158650,sample,5,0.500000,0.885675,2,43560
encoder,3,all,content-pool,conjugation,linear,0.428176,0.175073,0.765887,0.086417,0.408150,0.039609,0.020026,0.712498,0.029646,0.053390,group,5,0.333333,0.818182,3,43560
encoder,3,all,content-pool,l_shaped,linear,0.651086,0.223742,0.839695,0.060296,0.477116,0.037484,0.173970,0.798209,0.027020,0.041486,group,5,0.500000,0.893939,2,43560
decoder,0,all,content-pool,stem_final_match,linear,0.540964,0.060056,0.772045,0.074729,0.499658,0.000527,0.041306,0.883169,0.004252,-0.111124,sample,5,0.500000,0.885675,2,43560
decoder,0,all,content-pool,conjugation,linear,0.361235,0.113841,0.710113,0.023611,0.328089,0.055639,0.033146,0.696399,0.010198,0.013715,group,5,0.333333,0.818182,3,43560
decoder,0,all,content-pool,l_shaped,linear,0.569356,0.162869,0.842318,0.044586,0.568795,0.071923,0.000561,0.840071,0.030953,0.002247,group,5,0.500000,0.893939,2,43560
decoder,1,all,content-pool,stem_final_match,linear,0.518834,0.076800,0.759560,0.049623,0.499894,0.000605,0.018941,0.883514,0.003136,-0.123954,sample,5,0.500000,0.885675,2,43560
decoder,1,all,content-pool,conjugation,linear,0.337612,0.108492,0.695480,0.022740,0.307707,0.030424,0.029905,0.692845,0.026727,0.002635,group,5,0.333333,0.818182,3,43560
decoder,1,all,content-pool,l_shaped,linear,0.650997,0.180412,0.858057,0.020066,0.489076,0.046353,0.161922,0.794321,0.030871,0.063736,group,5,0.500000,0.893939,2,43560
decoder,2,all,content-pool,stem_final_match,linear,0.524019,0.070179,0.765004,0.054611,0.500186,0.000200,0.023833,0.884536,0.001622,-0.119533,sample,5,0.500000,0.885675,2,43560
decoder,2,all,content-pool,conjugation,linear,0.306549,0.009460,0.729291,0.031485,0.312628,0.024065,-0.006078,0.670894,0.044477,0.058397,group,5,0.333333,0.818182,3,43560
decoder,2,all,content-pool,l_shaped,linear,0.612959,0.169201,0.863100,0.037170,0.479671,0.015254,0.133288,0.818177,0.026165,0.044923,group,5,0.500000,0.893939,2,43560
decoder,3,all,content-pool,stem_final_match,linear,0.498872,0.068515,0.764426,0.077890,0.500000,0.000000,-0.001128,0.885679,0.000006,-0.121252,sample,5,0.500000,0.885675,2,43560
decoder,3,all,content-pool,conjugation,linear,0.314008,0.054761,0.716737,0.043341,0.270641,0.046969,0.043368,0.617046,0.063921,0.099691,group,5,0.333333,0.818182,3,43560
decoder,3,all,content-pool,l_shaped,linear,0.505882,0.154572,0.718911,0.052688,0.471492,0.031671,0.034390,0.773949,0.022943,-0.055038,group,5,0.500000,0.893939,2,43560
