layer_type,layer_index,subset,probe_site,property,probe_type,balanced_accuracy,balanced_std,accuracy,std,control_balanced_accuracy,control_balanced_std,selectivity,control_accuracy,control_std,selectivity_raw,control_mode,n_controls,chance,majority_baseline,n_classes,n_samples
encoder,0,all,content-pool,stem_final_match,linear,0.470084,0.068435,0.749957,0.088417,0.500000,0.000000,-0.029916,0.885672,0.000005,-0.135715,sample,5,0.500000,0.885675,2,43560
encoder,0,all,content-pool,conjugation,linear,0.341727,0.141364,0.645380,0.109534,0.402169,0.027533,-0.060442,0.680609,0.038842,-0.035229,group,5,0.333333,0.818182,3,43560
encoder,0,all,content-pool,l_shaped,linear,0.630732,0.226566,0.812414,0.096714,0.495202,0.066633,0.135530,0.780217,0.012056,0.032197,group,5,0.500000,0.893939,2,43560
encoder,1,all,content-pool,stem_final_match,linear,0.474369,0.055333,0.722363,0.106944,0.499971,0.000058,-0.025602,0.885542,0.000279,-0.163179,sample,5,0.500000,0.885675,2,43560
encoder,1,all,content-pool,conjugation,linear,0.376534,0.179197,0.674187,0.124174,0.337874,0.040244,0.038660,0.678638,0.021739,-0.004451,group,5,0.333333,0.818182,3,43560
encoder,1,all,content-pool,l_shaped,linear,0.639116,0.222154,0.806184,0.067982,0.569208,0.075263,0.069909,0.828181,0.043402,-0.021998,group,5,0.500000,0.893939,2,43560
encoder,2,all,content-pool,stem_final_match,linear,0.462957,0.086077,0.680198,0.162826,0.500011,0.000405,-0.037054,0.881272,0.003806,-0.201074,sample,5,0.500000,0.885675,2,43560
encoder,2,all,content-pool,conjugation,linear,0.371926,0.156448,0.697776,0.115292,0.325833,0.047876,0.046093,0.665144,0.044755,0.032632,group,5,0.333333,0.818182,3,43560
encoder,2,all,content-pool,l_shaped,linear,0.624886,0.215468,0.791940,0.051514,0.470295,0.081505,0.154591,0.774020,0.038957,0.017919,group,5,0.500000,0.893939,2,43560
encoder,3,all,content-pool,stem_final_match,linear,0.473184,0.064067,0.697486,0.134613,0.500012,0.000025,-0.026828,0.885664,0.000016,-0.188178,sample,5,0.500000,0.885675,2,43560
encoder,3,all,content-pool,conjugation,linear,0.345799,0.106176,0.702166,0.085830,0.389763,0.051153,-0.043964,0.686628,0.015195,0.015538,group,5,0.333333,0.818182,3,43560
encoder,3,all,content-pool,l_shaped,linear,0.646263,0.190181,0.852581,0.060268,0.467993,0.020415,0.178270,0.795391,0.037916,0.057190,group,5,0.500000,0.893939,2,43560
decoder,0,all,content-pool,stem_final_match,linear,0.485949,0.061640,0.754816,0.064883,0.499840,0.000460,-0.013891,0.884722,0.000820,-0.129906,sample,5,0.500000,0.885675,2,43560
decoder,0,all,content-pool,conjugation,linear,0.328569,0.137388,0.643673,0.075530,0.327625,0.060286,0.000944,0.700851,0.046517,-0.057178,group,5,0.333333,0.818182,3,43560
decoder,0,all,content-pool,l_shaped,linear,0.501282,0.064419,0.807321,0.056004,0.508284,0.060486,-0.007002,0.815734,0.028858,-0.008413,group,5,0.500000,0.893939,2,43560
decoder,1,all,content-pool,stem_final_match,linear,0.560801,0.074393,0.788276,0.048562,0.500183,0.000243,0.060618,0.885383,0.000539,-0.097108,sample,5,0.500000,0.885675,2,43560
decoder,1,all,content-pool,conjugation,linear,0.343237,0.135678,0.681004,0.091835,0.302924,0.038658,0.040313,0.683500,0.024924,-0.002496,group,5,0.333333,0.818182,3,43560
decoder,1,all,content-pool,l_shaped,linear,0.467513,0.048844,0.815315,0.065329,0.480262,0.023376,-0.012750,0.804622,0.025502,0.010693,group,5,0.500000,0.893939,2,43560
decoder,2,all,content-pool,stem_final_match,linear,0.554475,0.091495,0.808139,0.082704,0.500009,0.000018,0.054466,0.885660,0.000024,-0.077521,sample,5,0.500000,0.885675,2,43560
decoder,2,all,content-pool,conjugation,linear,0.389713,0.126532,0.722512,0.057217,0.320616,0.035245,0.069097,0.668025,0.045612,0.054488,group,5,0.333333,0.818182,3,43560
decoder,2,all,content-pool,l_shaped,linear,0.550054,0.135787,0.837781,0.086171,0.462877,0.022739,0.087177,0.809218,0.020763,0.028563,group,5,0.500000,0.893939,2,43560
decoder,3,all,content-pool,stem_final_match,linear,0.532061,0.057971,0.776483,0.076394,0.500107,0.000138,0.031953,0.882502,0.004526,-0.106019,sample,5,0.500000,0.885675,2,43560
decoder,3,all,content-pool,conjugation,linear,0.303333,0.018362,0.743761,0.033690,0.286143,0.041747,0.017190,0.644333,0.039924,0.099428,group,5,0.333333,0.818182,3,43560
decoder,3,all,content-pool,l_shaped,linear,0.504254,0.141617,0.770073,0.098653,0.458177,0.030533,0.046077,0.768887,0.021130,0.001186,group,5,0.500000,0.893939,2,43560
