layer_type,layer_index,subset,probe_site,property,probe_type,balanced_accuracy,balanced_std,accuracy,std,control_balanced_accuracy,control_balanced_std,selectivity,control_accuracy,control_std,selectivity_raw,control_mode,n_controls,chance,majority_baseline,n_classes,n_samples
encoder,0,all,content-pool,stem_final_match,linear,0.444598,0.057315,0.692219,0.099752,0.499705,0.000350,-0.055108,0.881387,0.005308,-0.189169,sample,5,0.500000,0.885675,2,43560
encoder,0,all,content-pool,conjugation,linear,0.326720,0.120534,0.652671,0.119550,0.413658,0.032968,-0.086938,0.695693,0.032418,-0.043022,group,5,0.333333,0.818182,3,43560
encoder,0,all,content-pool,l_shaped,linear,0.610770,0.190930,0.827506,0.067568,0.516012,0.084179,0.094758,0.787913,0.033616,0.039593,group,5,0.500000,0.893939,2,43560
encoder,1,all,content-pool,stem_final_match,linear,0.499586,0.034921,0.751620,0.103189,0.499712,0.000350,-0.000126,0.881995,0.005255,-0.130375,sample,5,0.500000,0.885675,2,43560
encoder,1,all,content-pool,conjugation,linear,0.425041,0.157990,0.698891,0.109779,0.307720,0.032227,0.117322,0.668219,0.025162,0.030672,group,5,0.333333,0.818182,3,43560
encoder,1,all,content-pool,l_shaped,linear,0.631237,0.220881,0.800808,0.062227,0.584126,0.059782,0.047111,0.826245,0.035141,-0.025438,group,5,0.500000,0.893939,2,43560
encoder,2,all,content-pool,stem_final_match,linear,0.526538,0.050326,0.784462,0.098267,0.500012,0.000046,0.026526,0.885445,0.000431,-0.100982,sample,5,0.500000,0.885675,2,43560
encoder,2,all,content-pool,conjugation,linear,0.401850,0.148438,0.718097,0.113522,0.360905,0.051764,0.040946,0.674871,0.058372,0.043225,group,5,0.333333,0.818182,3,43560
encoder,2,all,content-pool,l_shaped,linear,0.641288,0.232635,0.817386,0.113253,0.485733,0.061909,0.155555,0.797491,0.027260,0.019895,group,5,0.500000,0.893939,2,43560
encoder,3,all,content-pool,stem_final_match,linear,0.553763,0.100778,0.748229,0.114416,0.500027,0.000054,0.053736,0.885342,0.000662,-0.137114,sample,5,0.500000,0.885675,2,43560
encoder,3,all,content-pool,conjugation,linear,0.375426,0.150231,0.717356,0.111430,0.424131,0.055737,-0.048705,0.713899,0.026679,0.003457,group,5,0.333333,0.818182,3,43560
encoder,3,all,content-pool,l_shaped,linear,0.641149,0.208167,0.819973,0.077380,0.465461,0.023177,0.175688,0.797850,0.020037,0.022123,group,5,0.500000,0.893939,2,43560
decoder,0,all,content-pool,stem_final_match,linear,0.459573,0.070616,0.720624,0.099800,0.500071,0.000232,-0.040498,0.884866,0.001399,-0.164242,sample,5,0.500000,0.885675,2,43560
decoder,0,all,content-pool,conjugation,linear,0.363847,0.133530,0.715844,0.091980,0.318118,0.050240,0.045729,0.688531,0.019068,0.027313,group,5,0.333333,0.818182,3,43560
decoder,0,all,content-pool,l_shaped,linear,0.645795,0.195271,0.833055,0.044415,0.569166,0.106225,0.076630,0.842604,0.027873,-0.009549,group,5,0.500000,0.893939,2,43560
decoder,1,all,content-pool,stem_final_match,linear,0.611965,0.076315,0.807496,0.061194,0.499746,0.000303,0.112219,0.882009,0.005146,-0.074513,sample,5,0.500000,0.885675,2,43560
decoder,1,all,content-pool,conjugation,linear,0.351293,0.131565,0.699988,0.087664,0.340100,0.054540,0.011193,0.705633,0.027815,-0.005645,group,5,0.333333,0.818182,3,43560
decoder,1,all,content-pool,l_shaped,linear,0.565526,0.092699,0.846227,0.053041,0.507384,0.039949,0.058142,0.808367,0.016689,0.037860,group,5,0.500000,0.893939,2,43560
decoder,2,all,content-pool,stem_final_match,linear,0.561494,0.057898,0.785036,0.088225,0.500037,0.000081,0.061457,0.885582,0.000120,-0.100546,sample,5,0.500000,0.885675,2,43560
decoder,2,all,content-pool,conjugation,linear,0.360603,0.122508,0.739364,0.062105,0.331414,0.030739,0.029189,0.682791,0.033768,0.056573,group,5,0.333333,0.818182,3,43560
decoder,2,all,content-pool,l_shaped,linear,0.516443,0.091940,0.812474,0.021944,0.495027,0.064303,0.021416,0.821784,0.036206,-0.009310,group,5,0.500000,0.893939,2,43560
decoder,3,all,content-pool,stem_final_match,linear,0.563117,0.061910,0.817226,0.064435,0.500003,0.000007,0.063113,0.885540,0.000273,-0.068314,sample,5,0.500000,0.885675,2,43560
decoder,3,all,content-pool,conjugation,linear,0.290822,0.027582,0.710473,0.053284,0.272443,0.052377,0.018379,0.613780,0.054827,0.096693,group,5,0.333333,0.818182,3,43560
decoder,3,all,content-pool,l_shaped,linear,0.549956,0.174627,0.809932,0.056144,0.449016,0.039161,0.100941,0.757729,0.025132,0.052203,group,5,0.500000,0.893939,2,43560
