layer_type,layer_index,mood_bal_acc,p_sbjv_1sgind_L,p_sbjv_1sgind_NL,frac_sbjv_1sgind_L,frac_sbjv_1sgind_NL,n_1sgind_L,n_1sgind_NL,lshaped_nonar,lshaped_nonar_control,lshaped_nonar_selectivity,n_nonar,n_nonar_L_lemmas,n_nonar_NL_lemmas
encoder,3,0.9179063360881543,0.5218375025520021,0.6360387571634096,0.5012987012987012,0.6471494607087828,385,3245,0.6065909090909091,0.4958030303030304,0.11078787878787866,7920,7,5
decoder,1,0.9106887052341597,0.6016609417959169,0.6146456621209435,0.5948051948051948,0.6160246533127889,385,3245,0.443409090909091,0.5203787878787878,-0.0769696969696968,7920,7,5
decoder,2,0.9348301193755739,0.630019974181304,0.33813053696778467,0.638961038961039,0.33220338983050846,385,3245,0.4953787878787879,0.5984090909090909,-0.10303030303030297,7920,7,5
