layer_type,layer_index,mood_bal_acc,p_sbjv_1sgind_L,p_sbjv_1sgind_NL,frac_sbjv_1sgind_L,frac_sbjv_1sgind_NL,n_1sgind_L,n_1sgind_NL,lshaped_nonar,lshaped_nonar_control,lshaped_nonar_selectivity,n_nonar,n_nonar_L_lemmas,n_nonar_NL_lemmas
encoder,3,0.9000413223140495,0.8047715532111365,0.8041820947521617,0.8181818181818182,0.8320493066255779,385,3245,0.6953512396694215,0.4361343873517787,0.2592168523176428,7865,7,5
decoder,1,0.9267309458218549,0.9706423519439029,0.6468341391326994,0.9844155844155844,0.6517719568567026,385,3245,0.6636501377410469,0.48901107917115827,0.1746390585698886,7865,7,5
decoder,2,0.9378650137741047,0.8324125865979597,0.6985932220223903,0.8415584415584415,0.6964560862865947,385,3245,0.5371074380165289,0.5501636124086716,-0.013056174392142683,7865,7,5
