layer_type,layer_index,mood_bal_acc,p_sbjv_1sgind_L,p_sbjv_1sgind_NL,frac_sbjv_1sgind_L,frac_sbjv_1sgind_NL,n_1sgind_L,n_1sgind_NL,lshaped_nonar,lshaped_nonar_control,lshaped_nonar_selectivity,n_nonar,n_nonar_L_lemmas,n_nonar_NL_lemmas
encoder,3,0.9038429752066116,0.8985297841801952,0.9291370836040114,0.9064935064935065,0.947919876733436,385,3245,0.7361845730027549,0.4679631692418254,0.26822140376092946,7865,7,5
decoder,1,0.8919467401285583,0.6738035199421575,0.4099250142126854,0.6961038961038961,0.4086286594761171,385,3245,0.6204545454545455,0.4853771709186729,0.1350773745358726,7865,7,5
decoder,2,0.9020844811753903,0.6528722134109839,0.2897796639581201,0.6857142857142857,0.28043143297380585,385,3245,0.5702134986225895,0.5900466522936878,-0.01983315367109828,7865,7,5
