layer_type,layer_index,subset,probe_site,property,probe_type,balanced_accuracy,balanced_std,accuracy,std,control_balanced_accuracy,control_balanced_std,selectivity,control_accuracy,control_std,selectivity_raw,control_mode,n_controls,chance,majority_baseline,n_classes,n_samples
encoder,0,all,content-pool,stem_final_match,linear,0.473196,0.059832,0.739697,0.132320,0.500007,0.000014,-0.026811,0.885653,0.000037,-0.145956,sample,5,0.500000,0.885675,2,43560
encoder,0,all,content-pool,conjugation,linear,0.300738,0.135744,0.629341,0.120402,0.386769,0.041453,-0.086031,0.670796,0.025010,-0.041455,group,5,0.333333,0.818182,3,43560
encoder,0,all,content-pool,l_shaped,linear,0.577197,0.157767,0.801387,0.086966,0.484234,0.059889,0.092963,0.777046,0.027377,0.024341,group,5,0.500000,0.893939,2,43560
encoder,1,all,content-pool,stem_final_match,linear,0.496020,0.029422,0.787796,0.061327,0.500000,0.000008,-0.003979,0.885364,0.000623,-0.097568,sample,5,0.500000,0.885675,2,43560
encoder,1,all,content-pool,conjugation,linear,0.299259,0.082020,0.622799,0.076295,0.331750,0.063400,-0.032491,0.659697,0.064359,-0.036898,group,5,0.333333,0.818182,3,43560
encoder,1,all,content-pool,l_shaped,linear,0.599634,0.200400,0.799674,0.084980,0.568666,0.099841,0.030967,0.820476,0.071342,-0.020803,group,5,0.500000,0.893939,2,43560
encoder,2,all,content-pool,stem_final_match,linear,0.484790,0.031294,0.757359,0.085375,0.499829,0.000316,-0.015038,0.883128,0.003916,-0.125768,sample,5,0.500000,0.885675,2,43560
encoder,2,all,content-pool,conjugation,linear,0.289483,0.083692,0.614066,0.066261,0.333424,0.042808,-0.043941,0.670247,0.051331,-0.056181,group,5,0.333333,0.818182,3,43560
encoder,2,all,content-pool,l_shaped,linear,0.557210,0.198684,0.810490,0.093978,0.455020,0.042906,0.102190,0.786726,0.048825,0.023764,group,5,0.500000,0.893939,2,43560
encoder,3,all,content-pool,stem_final_match,linear,0.481758,0.029045,0.752496,0.100543,0.499970,0.000040,-0.018212,0.885620,0.000069,-0.133124,sample,5,0.500000,0.885675,2,43560
encoder,3,all,content-pool,conjugation,linear,0.300051,0.087781,0.630573,0.081808,0.367978,0.044665,-0.067927,0.700320,0.011206,-0.069748,group,5,0.333333,0.818182,3,43560
encoder,3,all,content-pool,l_shaped,linear,0.544975,0.198760,0.806199,0.094003,0.512346,0.040814,0.032629,0.804187,0.020112,0.002012,group,5,0.500000,0.893939,2,43560
decoder,0,all,content-pool,stem_final_match,linear,0.500450,0.048618,0.791981,0.028441,0.499972,0.000058,0.000478,0.885564,0.000070,-0.093584,sample,5,0.500000,0.885675,2,43560
decoder,0,all,content-pool,conjugation,linear,0.383941,0.161723,0.686510,0.123377,0.300444,0.022585,0.083497,0.669183,0.030385,0.017327,group,5,0.333333,0.818182,3,43560
decoder,0,all,content-pool,l_shaped,linear,0.565189,0.161892,0.776938,0.089480,0.504925,0.058646,0.060264,0.820905,0.030976,-0.043967,group,5,0.500000,0.893939,2,43560
decoder,1,all,content-pool,stem_final_match,linear,0.539397,0.082670,0.780108,0.071859,0.500110,0.000257,0.039287,0.884800,0.000993,-0.104691,sample,5,0.500000,0.885675,2,43560
decoder,1,all,content-pool,conjugation,linear,0.365969,0.126114,0.674026,0.050622,0.334122,0.044722,0.031846,0.691786,0.038409,-0.017760,group,5,0.333333,0.818182,3,43560
decoder,1,all,content-pool,l_shaped,linear,0.593902,0.145465,0.808991,0.081281,0.496077,0.058570,0.097825,0.808185,0.042007,0.000806,group,5,0.500000,0.893939,2,43560
decoder,2,all,content-pool,stem_final_match,linear,0.507378,0.077570,0.764971,0.072795,0.500009,0.000073,0.007369,0.885066,0.000954,-0.120094,sample,5,0.500000,0.885675,2,43560
decoder,2,all,content-pool,conjugation,linear,0.334683,0.078181,0.686280,0.057418,0.311997,0.061415,0.022687,0.674110,0.055087,0.012170,group,5,0.333333,0.818182,3,43560
decoder,2,all,content-pool,l_shaped,linear,0.598876,0.164593,0.816310,0.072374,0.450195,0.025335,0.148681,0.802378,0.046541,0.013933,group,5,0.500000,0.893939,2,43560
decoder,3,all,content-pool,stem_final_match,linear,0.520153,0.067637,0.781883,0.057379,0.499991,0.000091,0.020161,0.885428,0.000472,-0.103544,sample,5,0.500000,0.885675,2,43560
decoder,3,all,content-pool,conjugation,linear,0.312084,0.033027,0.699885,0.054191,0.293006,0.025910,0.019078,0.680684,0.016463,0.019201,group,5,0.333333,0.818182,3,43560
decoder,3,all,content-pool,l_shaped,linear,0.500480,0.072591,0.776114,0.069591,0.495778,0.057714,0.004702,0.808803,0.027604,-0.032689,group,5,0.500000,0.893939,2,43560
