layer_type,layer_index,subset,probe_site,property,probe_type,balanced_accuracy,balanced_std,accuracy,std,control_balanced_accuracy,control_balanced_std,selectivity,control_accuracy,control_std,selectivity_raw,control_mode,n_controls,chance,majority_baseline,n_classes,n_samples
encoder,0,all,content-pool,stem_final_match,linear,0.482005,0.009690,0.769877,0.112118,0.499893,0.000214,-0.017889,0.884506,0.002326,-0.114629,sample,5,0.500000,0.885675,2,43560
encoder,0,all,content-pool,conjugation,linear,0.280107,0.100109,0.610583,0.101006,0.388399,0.038136,-0.108292,0.668738,0.028197,-0.058156,group,5,0.333333,0.818182,3,43560
encoder,0,all,content-pool,l_shaped,linear,0.530013,0.112145,0.782726,0.093293,0.504060,0.063629,0.025953,0.778825,0.027147,0.003900,group,5,0.500000,0.893939,2,43560
encoder,1,all,content-pool,stem_final_match,linear,0.484543,0.023298,0.772904,0.099317,0.499818,0.000363,-0.015276,0.883508,0.004341,-0.110604,sample,5,0.500000,0.885675,2,43560
encoder,1,all,content-pool,conjugation,linear,0.293907,0.114158,0.628725,0.100050,0.350986,0.034515,-0.057079,0.671107,0.039740,-0.042383,group,5,0.333333,0.818182,3,43560
encoder,1,all,content-pool,l_shaped,linear,0.517311,0.068637,0.805023,0.072643,0.572048,0.102273,-0.054738,0.827377,0.061357,-0.022354,group,5,0.500000,0.893939,2,43560
encoder,2,all,content-pool,stem_final_match,linear,0.493934,0.028235,0.785667,0.106551,0.500349,0.000604,-0.006415,0.882843,0.005146,-0.097176,sample,5,0.500000,0.885675,2,43560
encoder,2,all,content-pool,conjugation,linear,0.314610,0.141878,0.646587,0.120884,0.333290,0.055233,-0.018680,0.666641,0.062624,-0.020054,group,5,0.333333,0.818182,3,43560
encoder,2,all,content-pool,l_shaped,linear,0.544293,0.154238,0.819296,0.084855,0.460807,0.058905,0.083486,0.785097,0.043685,0.034198,group,5,0.500000,0.893939,2,43560
encoder,3,all,content-pool,stem_final_match,linear,0.481686,0.062147,0.730635,0.141184,0.500000,0.000000,-0.018314,0.885673,0.000007,-0.155038,sample,5,0.500000,0.885675,2,43560
encoder,3,all,content-pool,conjugation,linear,0.323211,0.140251,0.669291,0.096405,0.373693,0.041064,-0.050482,0.703808,0.021459,-0.034517,group,5,0.333333,0.818182,3,43560
encoder,3,all,content-pool,l_shaped,linear,0.550101,0.150372,0.824212,0.090516,0.495488,0.030513,0.054613,0.804952,0.033174,0.019260,group,5,0.500000,0.893939,2,43560
decoder,0,all,content-pool,stem_final_match,linear,0.474797,0.065187,0.737118,0.076988,0.500067,0.000078,-0.025269,0.885414,0.000282,-0.148296,sample,5,0.500000,0.885675,2,43560
decoder,0,all,content-pool,conjugation,linear,0.409101,0.167340,0.732739,0.087217,0.284757,0.012274,0.124344,0.656922,0.027122,0.075817,group,5,0.333333,0.818182,3,43560
decoder,0,all,content-pool,l_shaped,linear,0.583914,0.176005,0.769262,0.078752,0.505412,0.061642,0.078502,0.816687,0.032872,-0.047424,group,5,0.500000,0.893939,2,43560
decoder,1,all,content-pool,stem_final_match,linear,0.525077,0.051505,0.767540,0.042210,0.500026,0.000119,0.025051,0.884724,0.001609,-0.117185,sample,5,0.500000,0.885675,2,43560
decoder,1,all,content-pool,conjugation,linear,0.399879,0.151042,0.722108,0.060010,0.319286,0.031971,0.080593,0.684463,0.023538,0.037645,group,5,0.333333,0.818182,3,43560
decoder,1,all,content-pool,l_shaped,linear,0.557071,0.160604,0.778640,0.050584,0.515162,0.060378,0.041908,0.807779,0.041470,-0.029139,group,5,0.500000,0.893939,2,43560
decoder,2,all,content-pool,stem_final_match,linear,0.499070,0.051896,0.762305,0.033241,0.499994,0.000012,-0.000923,0.885631,0.000085,-0.123326,sample,5,0.500000,0.885675,2,43560
decoder,2,all,content-pool,conjugation,linear,0.410953,0.158859,0.738302,0.083160,0.297452,0.042472,0.113501,0.674677,0.052007,0.063625,group,5,0.333333,0.818182,3,43560
decoder,2,all,content-pool,l_shaped,linear,0.547096,0.182788,0.799867,0.068898,0.448628,0.030218,0.098468,0.790918,0.042544,0.008948,group,5,0.500000,0.893939,2,43560
decoder,3,all,content-pool,stem_final_match,linear,0.515492,0.028444,0.779657,0.053768,0.499960,0.000081,0.015533,0.885511,0.000331,-0.105854,sample,5,0.500000,0.885675,2,43560
decoder,3,all,content-pool,conjugation,linear,0.395036,0.147016,0.716965,0.070919,0.286519,0.023307,0.108517,0.668734,0.017039,0.048231,group,5,0.333333,0.818182,3,43560
decoder,3,all,content-pool,l_shaped,linear,0.503813,0.061686,0.796697,0.047797,0.480106,0.041327,0.023707,0.806489,0.038698,-0.009793,group,5,0.500000,0.893939,2,43560
