layer_type,layer_index,subset,probe_site,property,probe_type,balanced_accuracy,balanced_std,accuracy,std,control_balanced_accuracy,control_balanced_std,selectivity,control_accuracy,control_std,selectivity_raw,control_mode,n_controls,chance,majority_baseline,n_classes,n_samples
encoder,0,all,content-pool,stem_final_match,linear,0.583747,0.167312,0.841033,0.075147,0.499709,0.000581,0.084037,0.888569,0.014191,-0.047536,sample,5,0.500000,0.895661,2,43560
encoder,0,all,content-pool,conjugation,linear,0.579265,0.120617,0.742384,0.067398,0.350154,0.051358,0.229112,0.600827,0.032598,0.141557,group,5,0.333333,0.787879,3,43560
encoder,0,all,content-pool,l_shaped,linear,0.801515,0.203175,0.916257,0.064323,0.508383,0.048691,0.293132,0.814392,0.019784,0.101865,group,5,0.500000,0.893939,2,43560
encoder,1,all,content-pool,stem_final_match,linear,0.572641,0.149405,0.857616,0.064764,0.500291,0.000696,0.072350,0.891221,0.008699,-0.033605,sample,5,0.500000,0.895661,2,43560
encoder,1,all,content-pool,conjugation,linear,0.594277,0.187573,0.742449,0.104668,0.310949,0.044862,0.283328,0.617886,0.025768,0.124563,group,5,0.333333,0.787879,3,43560
encoder,1,all,content-pool,l_shaped,linear,0.817045,0.212338,0.924176,0.071727,0.464111,0.038894,0.352934,0.793956,0.022579,0.130220,group,5,0.500000,0.893939,2,43560
encoder,2,all,content-pool,stem_final_match,linear,0.580894,0.153161,0.846744,0.061172,0.499937,0.000126,0.080957,0.895479,0.000361,-0.048735,sample,5,0.500000,0.895661,2,43560
encoder,2,all,content-pool,conjugation,linear,0.594321,0.137778,0.757754,0.094346,0.388922,0.097337,0.205399,0.643509,0.042236,0.114244,group,5,0.333333,0.787879,3,43560
encoder,2,all,content-pool,l_shaped,linear,0.831136,0.212778,0.944945,0.064237,0.499589,0.064837,0.331547,0.798041,0.031569,0.146904,group,5,0.500000,0.893939,2,43560
encoder,3,all,content-pool,stem_final_match,linear,0.556955,0.173409,0.829249,0.066473,0.500047,0.000094,0.056908,0.895568,0.000189,-0.066319,sample,5,0.500000,0.895661,2,43560
encoder,3,all,content-pool,conjugation,linear,0.547938,0.177824,0.734229,0.092799,0.291281,0.048178,0.256657,0.590799,0.037884,0.143431,group,5,0.333333,0.787879,3,43560
encoder,3,all,content-pool,l_shaped,linear,0.807585,0.194871,0.931379,0.052423,0.509924,0.042983,0.297661,0.808744,0.031918,0.122635,group,5,0.500000,0.893939,2,43560
decoder,0,all,content-pool,stem_final_match,linear,0.569733,0.085143,0.864227,0.049477,0.500000,0.000000,0.069733,0.895661,0.000004,-0.031434,sample,5,0.500000,0.895661,2,43560
decoder,0,all,content-pool,conjugation,linear,0.613988,0.129920,0.722068,0.073555,0.393227,0.065408,0.220761,0.642330,0.039143,0.079738,group,5,0.333333,0.787879,3,43560
decoder,0,all,content-pool,l_shaped,linear,0.774300,0.189872,0.909829,0.045507,0.479364,0.040101,0.294935,0.799688,0.012681,0.110140,group,5,0.500000,0.893939,2,43560
decoder,1,all,content-pool,stem_final_match,linear,0.539451,0.109478,0.855058,0.040270,0.499961,0.000059,0.039489,0.895487,0.000246,-0.040429,sample,5,0.500000,0.895661,2,43560
decoder,1,all,content-pool,conjugation,linear,0.604212,0.158439,0.754489,0.066724,0.283746,0.020253,0.320466,0.629301,0.019164,0.125188,group,5,0.333333,0.787879,3,43560
decoder,1,all,content-pool,l_shaped,linear,0.782641,0.173025,0.907857,0.049841,0.483580,0.040804,0.299061,0.797129,0.012021,0.110728,group,5,0.500000,0.893939,2,43560
decoder,2,all,content-pool,stem_final_match,linear,0.534949,0.061169,0.854443,0.031869,0.499833,0.000141,0.035115,0.895295,0.000329,-0.040853,sample,5,0.500000,0.895661,2,43560
decoder,2,all,content-pool,conjugation,linear,0.571448,0.176890,0.731071,0.073653,0.318078,0.060394,0.253371,0.614769,0.049371,0.116302,group,5,0.333333,0.787879,3,43560
decoder,2,all,content-pool,l_shaped,linear,0.762321,0.169789,0.915628,0.032575,0.464328,0.023729,0.297993,0.796158,0.044074,0.119470,group,5,0.500000,0.893939,2,43560
decoder,3,all,content-pool,stem_final_match,linear,0.530151,0.030055,0.845417,0.039568,0.500018,0.000077,0.030133,0.895626,0.000076,-0.050209,sample,5,0.500000,0.895661,2,43560
decoder,3,all,content-pool,conjugation,linear,0.540929,0.158223,0.728132,0.084256,0.329828,0.050374,0.211102,0.633491,0.034839,0.094641,group,5,0.333333,0.787879,3,43560
decoder,3,all,content-pool,l_shaped,linear,0.789877,0.183948,0.938538,0.047385,0.480497,0.038040,0.309380,0.810219,0.021395,0.128319,group,5,0.500000,0.893939,2,43560
