layer_type,layer_index,subset,probe_site,property,probe_type,balanced_accuracy,balanced_std,accuracy,std,control_balanced_accuracy,control_balanced_std,selectivity,control_accuracy,control_std,selectivity_raw,control_mode,n_controls,chance,majority_baseline,n_classes,n_samples
encoder,0,all,content-pool,stem_final_match,linear,0.613486,0.161946,0.824287,0.102748,0.499863,0.000274,0.113623,0.894893,0.001542,-0.070606,sample,5,0.500000,0.895661,2,43560
encoder,0,all,content-pool,conjugation,linear,0.602024,0.154638,0.723904,0.078224,0.327899,0.045088,0.274125,0.576446,0.022345,0.147459,group,5,0.333333,0.787879,3,43560
encoder,0,all,content-pool,l_shaped,linear,0.806338,0.211250,0.917496,0.075780,0.514021,0.030966,0.292318,0.810806,0.029491,0.106690,group,5,0.500000,0.893939,2,43560
encoder,1,all,content-pool,stem_final_match,linear,0.575498,0.174188,0.814911,0.094070,0.500454,0.000640,0.075044,0.891817,0.004453,-0.076906,sample,5,0.500000,0.895661,2,43560
encoder,1,all,content-pool,conjugation,linear,0.627914,0.173397,0.760509,0.088018,0.310029,0.042252,0.317885,0.624243,0.038989,0.136267,group,5,0.333333,0.787879,3,43560
encoder,1,all,content-pool,l_shaped,linear,0.834343,0.219202,0.946320,0.072988,0.459956,0.025269,0.374387,0.789350,0.021346,0.156970,group,5,0.500000,0.893939,2,43560
encoder,2,all,content-pool,stem_final_match,linear,0.571599,0.160431,0.832181,0.083216,0.500342,0.000683,0.071257,0.893698,0.003923,-0.061518,sample,5,0.500000,0.895661,2,43560
encoder,2,all,content-pool,conjugation,linear,0.664174,0.137747,0.778535,0.080001,0.422979,0.096543,0.241194,0.656410,0.036787,0.122125,group,5,0.333333,0.787879,3,43560
encoder,2,all,content-pool,l_shaped,linear,0.834293,0.216387,0.947509,0.068576,0.496826,0.046456,0.337466,0.802567,0.031236,0.144942,group,5,0.500000,0.893939,2,43560
encoder,3,all,content-pool,stem_final_match,linear,0.582391,0.175070,0.836277,0.074624,0.500017,0.000035,0.082374,0.895657,0.000009,-0.059380,sample,5,0.500000,0.895661,2,43560
encoder,3,all,content-pool,conjugation,linear,0.605057,0.174935,0.764013,0.073739,0.290647,0.050160,0.314410,0.581554,0.040596,0.182459,group,5,0.333333,0.787879,3,43560
encoder,3,all,content-pool,l_shaped,linear,0.833194,0.210592,0.945881,0.063279,0.536553,0.045600,0.296641,0.816076,0.030625,0.129805,group,5,0.500000,0.893939,2,43560
decoder,0,all,content-pool,stem_final_match,linear,0.619695,0.114507,0.878432,0.042032,0.500215,0.000436,0.119481,0.894677,0.001957,-0.016245,sample,5,0.500000,0.895661,2,43560
decoder,0,all,content-pool,conjugation,linear,0.571802,0.125085,0.705288,0.080937,0.387047,0.096524,0.184755,0.639702,0.051114,0.065586,group,5,0.333333,0.787879,3,43560
decoder,0,all,content-pool,l_shaped,linear,0.779706,0.203674,0.878941,0.067502,0.483759,0.035864,0.295947,0.804037,0.016531,0.074904,group,5,0.500000,0.893939,2,43560
decoder,1,all,content-pool,stem_final_match,linear,0.592137,0.097421,0.877871,0.022594,0.500005,0.000023,0.092132,0.895633,0.000040,-0.017762,sample,5,0.500000,0.895661,2,43560
decoder,1,all,content-pool,conjugation,linear,0.571744,0.177005,0.713863,0.056930,0.285792,0.020343,0.285951,0.632715,0.022123,0.081148,group,5,0.333333,0.787879,3,43560
decoder,1,all,content-pool,l_shaped,linear,0.781750,0.170267,0.898953,0.072890,0.472233,0.041112,0.309518,0.791410,0.025933,0.107543,group,5,0.500000,0.893939,2,43560
decoder,2,all,content-pool,stem_final_match,linear,0.607932,0.091099,0.888045,0.022197,0.500067,0.000098,0.107865,0.895645,0.000026,-0.007600,sample,5,0.500000,0.895661,2,43560
decoder,2,all,content-pool,conjugation,linear,0.563798,0.178468,0.714987,0.047058,0.351907,0.077820,0.211891,0.637557,0.050404,0.077430,group,5,0.333333,0.787879,3,43560
decoder,2,all,content-pool,l_shaped,linear,0.784102,0.174673,0.914629,0.041447,0.462008,0.033081,0.322094,0.790925,0.049468,0.123703,group,5,0.500000,0.893939,2,43560
decoder,3,all,content-pool,stem_final_match,linear,0.591731,0.093328,0.876520,0.042417,0.500014,0.000042,0.091717,0.895585,0.000073,-0.019065,sample,5,0.500000,0.895661,2,43560
decoder,3,all,content-pool,conjugation,linear,0.584457,0.182169,0.764925,0.067703,0.329042,0.018993,0.255416,0.653499,0.029194,0.111426,group,5,0.333333,0.787879,3,43560
decoder,3,all,content-pool,l_shaped,linear,0.807249,0.191171,0.941505,0.049612,0.482655,0.033966,0.324593,0.809966,0.015978,0.131539,group,5,0.500000,0.893939,2,43560
