layer_type,layer_index,subset,probe_site,property,probe_type,balanced_accuracy,balanced_std,accuracy,std,control_balanced_accuracy,control_balanced_std,selectivity,control_accuracy,control_std,selectivity_raw,control_mode,n_controls,chance,majority_baseline,n_classes,n_samples
encoder,0,all,content-pool,stem_final_match,linear,0.626781,0.149468,0.851408,0.054866,0.499929,0.000143,0.126852,0.893123,0.005083,-0.041715,sample,5,0.500000,0.895661,2,43560
encoder,0,all,content-pool,conjugation,linear,0.628770,0.159354,0.758147,0.059318,0.334057,0.040830,0.294713,0.589896,0.027414,0.168251,group,5,0.333333,0.787879,3,43560
encoder,0,all,content-pool,l_shaped,linear,0.820592,0.192813,0.940092,0.040226,0.512643,0.061654,0.307949,0.812344,0.027759,0.127748,group,5,0.500000,0.893939,2,43560
encoder,1,all,content-pool,stem_final_match,linear,0.596719,0.140074,0.850339,0.062274,0.499885,0.000220,0.096834,0.894330,0.002234,-0.043991,sample,5,0.500000,0.895661,2,43560
encoder,1,all,content-pool,conjugation,linear,0.651489,0.148147,0.756513,0.069758,0.334714,0.058716,0.316775,0.634371,0.034563,0.122143,group,5,0.333333,0.787879,3,43560
encoder,1,all,content-pool,l_shaped,linear,0.825278,0.189249,0.943919,0.030475,0.466474,0.043365,0.358803,0.790997,0.036682,0.152923,group,5,0.500000,0.893939,2,43560
encoder,2,all,content-pool,stem_final_match,linear,0.569673,0.117795,0.860850,0.066724,0.500000,0.000000,0.069673,0.895661,0.000004,-0.034811,sample,5,0.500000,0.895661,2,43560
encoder,2,all,content-pool,conjugation,linear,0.661832,0.148441,0.777324,0.066330,0.350493,0.067181,0.311338,0.630796,0.027541,0.146528,group,5,0.333333,0.787879,3,43560
encoder,2,all,content-pool,l_shaped,linear,0.825781,0.194732,0.952574,0.039061,0.510958,0.088032,0.314822,0.806922,0.047293,0.145652,group,5,0.500000,0.893939,2,43560
encoder,3,all,content-pool,stem_final_match,linear,0.600766,0.132290,0.864282,0.065374,0.499787,0.000268,0.100979,0.895079,0.000721,-0.030798,sample,5,0.500000,0.895661,2,43560
encoder,3,all,content-pool,conjugation,linear,0.657854,0.171676,0.797214,0.083959,0.303237,0.023263,0.354617,0.599547,0.020367,0.197668,group,5,0.333333,0.787879,3,43560
encoder,3,all,content-pool,l_shaped,linear,0.829053,0.187217,0.957396,0.028067,0.559752,0.061633,0.269301,0.822004,0.043757,0.135392,group,5,0.500000,0.893939,2,43560
decoder,0,all,content-pool,stem_final_match,linear,0.587528,0.122278,0.835519,0.066699,0.500168,0.000209,0.087360,0.890919,0.006286,-0.055400,sample,5,0.500000,0.895661,2,43560
decoder,0,all,content-pool,conjugation,linear,0.607200,0.109773,0.725416,0.058410,0.376380,0.087100,0.230820,0.672163,0.051100,0.053253,group,5,0.333333,0.787879,3,43560
decoder,0,all,content-pool,l_shaped,linear,0.794621,0.189874,0.934451,0.037016,0.483829,0.052277,0.310793,0.797026,0.012164,0.137424,group,5,0.500000,0.893939,2,43560
decoder,1,all,content-pool,stem_final_match,linear,0.530229,0.036374,0.843381,0.049230,0.499736,0.000369,0.030493,0.894518,0.001961,-0.051136,sample,5,0.500000,0.895661,2,43560
decoder,1,all,content-pool,conjugation,linear,0.651666,0.114166,0.762171,0.105805,0.301383,0.032213,0.350283,0.627086,0.038816,0.135085,group,5,0.333333,0.787879,3,43560
decoder,1,all,content-pool,l_shaped,linear,0.848408,0.156854,0.951692,0.033735,0.461208,0.046665,0.387200,0.785256,0.030661,0.166435,group,5,0.500000,0.893939,2,43560
decoder,2,all,content-pool,stem_final_match,linear,0.575612,0.030891,0.850242,0.064574,0.500229,0.000289,0.075384,0.895155,0.000776,-0.044913,sample,5,0.500000,0.895661,2,43560
decoder,2,all,content-pool,conjugation,linear,0.570162,0.121872,0.767542,0.072281,0.313923,0.071887,0.256239,0.619509,0.060860,0.148033,group,5,0.333333,0.787879,3,43560
decoder,2,all,content-pool,l_shaped,linear,0.883864,0.119297,0.970874,0.022125,0.477700,0.020890,0.406163,0.814242,0.029081,0.156632,group,5,0.500000,0.893939,2,43560
decoder,3,all,content-pool,stem_final_match,linear,0.603640,0.108938,0.873235,0.041754,0.500110,0.000220,0.103530,0.894989,0.001350,-0.021754,sample,5,0.500000,0.895661,2,43560
decoder,3,all,content-pool,conjugation,linear,0.492084,0.123519,0.764945,0.071987,0.346349,0.049830,0.145735,0.648315,0.031561,0.116630,group,5,0.333333,0.787879,3,43560
decoder,3,all,content-pool,l_shaped,linear,0.856667,0.154754,0.964422,0.032459,0.489922,0.053426,0.366745,0.796625,0.018401,0.167797,group,5,0.500000,0.893939,2,43560
