layer_type,layer_index,subset,probe_site,property,probe_type,balanced_accuracy,balanced_std,accuracy,std,control_balanced_accuracy,control_balanced_std,selectivity,control_accuracy,control_std,selectivity_raw,control_mode,n_controls,chance,majority_baseline,n_classes,n_samples
encoder,0,all,content-pool,stem_final_match,linear,0.562500,0.085423,0.817359,0.049030,0.499877,0.000247,0.062623,0.884949,0.001441,-0.067590,sample,5,0.500000,0.885675,2,43560
encoder,0,all,content-pool,conjugation,linear,0.357164,0.152432,0.647622,0.113062,0.371817,0.018769,-0.014653,0.681671,0.027184,-0.034049,group,5,0.333333,0.818182,3,43560
encoder,0,all,content-pool,l_shaped,linear,0.675972,0.217543,0.844272,0.099708,0.462194,0.062105,0.213778,0.753838,0.024858,0.090434,group,5,0.500000,0.893939,2,43560
encoder,1,all,content-pool,stem_final_match,linear,0.486108,0.033002,0.776721,0.061655,0.499992,0.000016,-0.013885,0.885667,0.000030,-0.108946,sample,5,0.500000,0.885675,2,43560
encoder,1,all,content-pool,conjugation,linear,0.505230,0.140630,0.819562,0.077999,0.320921,0.053755,0.184308,0.658489,0.013270,0.161074,group,5,0.333333,0.818182,3,43560
encoder,1,all,content-pool,l_shaped,linear,0.814697,0.203849,0.910891,0.079406,0.601142,0.060342,0.213555,0.827399,0.031780,0.083492,group,5,0.500000,0.893939,2,43560
encoder,2,all,content-pool,stem_final_match,linear,0.447430,0.052460,0.708615,0.110890,0.499974,0.000158,-0.052544,0.881723,0.006096,-0.173108,sample,5,0.500000,0.885675,2,43560
encoder,2,all,content-pool,conjugation,linear,0.682646,0.143912,0.883432,0.066788,0.328967,0.049506,0.353678,0.641699,0.045513,0.241732,group,5,0.333333,0.818182,3,43560
encoder,2,all,content-pool,l_shaped,linear,0.819466,0.187003,0.894209,0.070713,0.478966,0.081774,0.340500,0.776230,0.029785,0.117979,group,5,0.500000,0.893939,2,43560
encoder,3,all,content-pool,stem_final_match,linear,0.516381,0.044795,0.710433,0.136854,0.500013,0.000030,0.016368,0.885571,0.000128,-0.175138,sample,5,0.500000,0.885675,2,43560
encoder,3,all,content-pool,conjugation,linear,0.629989,0.104078,0.884396,0.045601,0.405951,0.043819,0.224038,0.697336,0.015764,0.187060,group,5,0.333333,0.818182,3,43560
encoder,3,all,content-pool,l_shaped,linear,0.815434,0.191501,0.896793,0.070260,0.448216,0.024998,0.367217,0.787228,0.025389,0.109565,group,5,0.500000,0.893939,2,43560
decoder,0,all,content-pool,stem_final_match,linear,0.551470,0.067607,0.787186,0.055525,0.500006,0.000364,0.051464,0.883239,0.004407,-0.096053,sample,5,0.500000,0.885675,2,43560
decoder,0,all,content-pool,conjugation,linear,0.684277,0.198212,0.850063,0.106993,0.341767,0.061880,0.342510,0.679167,0.045127,0.170896,group,5,0.333333,0.818182,3,43560
decoder,0,all,content-pool,l_shaped,linear,0.819627,0.190195,0.896086,0.083050,0.570593,0.053444,0.249034,0.830965,0.025942,0.065120,group,5,0.500000,0.893939,2,43560
decoder,1,all,content-pool,stem_final_match,linear,0.542643,0.064492,0.785700,0.074792,0.500064,0.000332,0.042580,0.883601,0.001770,-0.097902,sample,5,0.500000,0.885675,2,43560
decoder,1,all,content-pool,conjugation,linear,0.715884,0.142086,0.867318,0.062494,0.297110,0.028075,0.418775,0.674743,0.032568,0.192575,group,5,0.333333,0.818182,3,43560
decoder,1,all,content-pool,l_shaped,linear,0.788920,0.190262,0.883030,0.092319,0.498514,0.041069,0.290406,0.803659,0.023228,0.079371,group,5,0.500000,0.893939,2,43560
decoder,2,all,content-pool,stem_final_match,linear,0.549151,0.069695,0.801468,0.064293,0.500021,0.000040,0.049130,0.885207,0.000774,-0.083739,sample,5,0.500000,0.885675,2,43560
decoder,2,all,content-pool,conjugation,linear,0.719352,0.236032,0.864627,0.096582,0.336633,0.043543,0.382718,0.682938,0.039726,0.181689,group,5,0.333333,0.818182,3,43560
decoder,2,all,content-pool,l_shaped,linear,0.776746,0.187384,0.885796,0.086704,0.482941,0.032077,0.293805,0.798826,0.030166,0.086970,group,5,0.500000,0.893939,2,43560
decoder,3,all,content-pool,stem_final_match,linear,0.566916,0.096166,0.793193,0.083251,0.499764,0.000293,0.067151,0.881287,0.004727,-0.088094,sample,5,0.500000,0.885675,2,43560
decoder,3,all,content-pool,conjugation,linear,0.565863,0.163558,0.861645,0.061524,0.296687,0.048000,0.269176,0.637188,0.045976,0.224457,group,5,0.333333,0.818182,3,43560
decoder,3,all,content-pool,l_shaped,linear,0.798994,0.201773,0.882283,0.081101,0.455634,0.039065,0.343361,0.777515,0.026260,0.104767,group,5,0.500000,0.893939,2,43560
