layer_type,layer_index,subset,probe_site,property,probe_type,balanced_accuracy,balanced_std,accuracy,std,control_balanced_accuracy,control_balanced_std,selectivity,control_accuracy,control_std,selectivity_raw,control_mode,n_controls,chance,majority_baseline,n_classes,n_samples
encoder,0,all,content-pool,stem_final_match,linear,0.640980,0.138847,0.840461,0.057452,0.499829,0.000661,0.141151,0.867135,0.008494,-0.026674,sample,5,0.500000,0.876377,2,43560
encoder,0,all,content-pool,conjugation,linear,0.424868,0.264568,0.712859,0.112511,0.345132,0.062860,0.079736,0.660450,0.037174,0.052409,group,5,0.333333,0.819444,3,43560
encoder,0,all,content-pool,l_shaped,linear,0.643843,0.202960,0.862551,0.075000,0.507626,0.069447,0.136217,0.773175,0.055101,0.089376,group,5,0.500000,0.893939,2,43560
encoder,1,all,content-pool,stem_final_match,linear,0.595440,0.126208,0.744733,0.034505,0.500000,0.000000,0.095440,0.876378,0.000006,-0.131645,sample,5,0.500000,0.876377,2,43560
encoder,1,all,content-pool,conjugation,linear,0.472859,0.273868,0.756172,0.125513,0.366713,0.068796,0.106146,0.703506,0.037188,0.052666,group,5,0.333333,0.819444,3,43560
encoder,1,all,content-pool,l_shaped,linear,0.680921,0.199734,0.896518,0.062818,0.510050,0.072565,0.170871,0.800850,0.036990,0.095668,group,5,0.500000,0.893939,2,43560
encoder,2,all,content-pool,stem_final_match,linear,0.643817,0.113937,0.793167,0.043521,0.500047,0.000557,0.143770,0.873173,0.004404,-0.080006,sample,5,0.500000,0.876377,2,43560
encoder,2,all,content-pool,conjugation,linear,0.474765,0.259850,0.800854,0.102902,0.305344,0.045305,0.169421,0.680636,0.032759,0.120218,group,5,0.333333,0.819444,3,43560
encoder,2,all,content-pool,l_shaped,linear,0.713713,0.212424,0.885118,0.057988,0.463468,0.045399,0.250246,0.775398,0.036614,0.109721,group,5,0.500000,0.893939,2,43560
encoder,3,all,content-pool,stem_final_match,linear,0.681751,0.107623,0.836171,0.024476,0.499958,0.000085,0.181793,0.876084,0.000294,-0.039913,sample,5,0.500000,0.876377,2,43560
encoder,3,all,content-pool,conjugation,linear,0.458688,0.264434,0.792534,0.097276,0.312090,0.044665,0.146598,0.707263,0.031137,0.085271,group,5,0.333333,0.819444,3,43560
encoder,3,all,content-pool,l_shaped,linear,0.706910,0.203781,0.881718,0.060546,0.508281,0.058847,0.198629,0.807726,0.030741,0.073992,group,5,0.500000,0.893939,2,43560
decoder,0,all,content-pool,stem_final_match,linear,0.605058,0.131487,0.823731,0.053829,0.500119,0.000145,0.104940,0.875915,0.000485,-0.052184,sample,5,0.500000,0.876377,2,43560
decoder,0,all,content-pool,conjugation,linear,0.384952,0.197888,0.701547,0.055116,0.292917,0.051538,0.092035,0.666281,0.035560,0.035265,group,5,0.333333,0.819444,3,43560
decoder,0,all,content-pool,l_shaped,linear,0.740576,0.139117,0.860142,0.044803,0.514701,0.061529,0.225875,0.828332,0.037577,0.031810,group,5,0.500000,0.893939,2,43560
decoder,1,all,content-pool,stem_final_match,linear,0.587064,0.077207,0.806931,0.020313,0.499994,0.000213,0.087070,0.875883,0.000569,-0.068953,sample,5,0.500000,0.876377,2,43560
decoder,1,all,content-pool,conjugation,linear,0.482776,0.171486,0.767591,0.057517,0.280484,0.031693,0.202292,0.659428,0.031458,0.108163,group,5,0.333333,0.819444,3,43560
decoder,1,all,content-pool,l_shaped,linear,0.719085,0.154275,0.850305,0.086081,0.495904,0.074794,0.223181,0.794256,0.040209,0.056049,group,5,0.500000,0.893939,2,43560
decoder,2,all,content-pool,stem_final_match,linear,0.665070,0.120386,0.837251,0.044427,0.499983,0.000043,0.165087,0.876291,0.000064,-0.039041,sample,5,0.500000,0.876377,2,43560
decoder,2,all,content-pool,conjugation,linear,0.513340,0.223354,0.781185,0.049148,0.345891,0.008234,0.167449,0.729520,0.018079,0.051665,group,5,0.333333,0.819444,3,43560
decoder,2,all,content-pool,l_shaped,linear,0.772895,0.129664,0.877000,0.087920,0.589371,0.090799,0.183524,0.831678,0.052580,0.045321,group,5,0.500000,0.893939,2,43560
decoder,3,all,content-pool,stem_final_match,linear,0.684090,0.093848,0.863051,0.043280,0.499946,0.000076,0.184144,0.875991,0.000709,-0.012940,sample,5,0.500000,0.876377,2,43560
decoder,3,all,content-pool,conjugation,linear,0.478285,0.244929,0.769907,0.056526,0.295575,0.032000,0.182710,0.674951,0.029015,0.094956,group,5,0.333333,0.819444,3,43560
decoder,3,all,content-pool,l_shaped,linear,0.773060,0.160733,0.904925,0.073996,0.510384,0.068935,0.262677,0.804245,0.040951,0.100680,group,5,0.500000,0.893939,2,43560
