layer_type,layer_index,frac_classified_L,mean_p_L,n_items
encoder,0,0.7583333333333333,0.7446252759696781,120
encoder,1,0.36666666666666664,0.3738198002652891,120
encoder,2,0.26666666666666666,0.25018250001116266,120
encoder,3,0.15,0.1462977246260514,120
decoder,0,0.11666666666666667,0.12063665838531996,120
decoder,1,0.15,0.14687888178807293,120
decoder,2,0.20833333333333334,0.20890787449329445,120
decoder,3,0.14166666666666666,0.13514056379717637,120
