layer_type,layer_index,frac_classified_L,mean_p_L,n_items
encoder,0,0.4666666666666667,0.4667087951161969,120
encoder,1,0.425,0.4188881769043347,120
encoder,2,0.425,0.4332335732694553,120
encoder,3,0.4583333333333333,0.44562704224368627,120
decoder,0,0.4666666666666667,0.4612132739159557,120
decoder,1,0.15,0.16180997495726437,120
decoder,2,0.24166666666666667,0.24572997763651597,120
decoder,3,0.10833333333333334,0.12417948962237917,120
