layer_type,layer_index,frac_classified_L,mean_p_L,n_items
encoder,0,0.5333333333333333,0.524766509492018,120
encoder,1,0.4,0.3989346447538934,120
encoder,2,0.38333333333333336,0.35046524034897836,120
encoder,3,0.3,0.30482347235491075,120
decoder,0,0.525,0.5267295110293909,120
decoder,1,0.4,0.39404396611729975,120
decoder,2,0.3333333333333333,0.33677963875814865,120
decoder,3,0.3416666666666667,0.3373720910437663,120
