layer_type,layer_index,frac_classified_L,mean_p_L,n_items
encoder,0,0.0,9.50865628827439e-10,120
encoder,1,0.0,1.713527040148044e-06,120
encoder,2,0.0,7.653988554068292e-13,120
encoder,3,0.0,4.822451438180053e-10,120
decoder,0,0.23333333333333334,0.23266092660434248,120
decoder,1,0.19166666666666668,0.1870519265030373,120
decoder,2,0.125,0.11902741509641995,120
decoder,3,0.13333333333333333,0.135744191609708,120
