layer_type,layer_index,frac_classified_L,mean_p_L,n_items
encoder,0,0.025,0.02200630354322332,120
encoder,1,0.08333333333333333,0.09063256828679514,120
encoder,2,0.1,0.10086968509210444,120
encoder,3,0.11666666666666667,0.12261732776933705,120
decoder,0,0.11666666666666667,0.12597547081859356,120
decoder,1,0.275,0.25916171759902357,120
decoder,2,0.36666666666666664,0.3629325729586171,120
decoder,3,0.3416666666666667,0.3380700067034682,120
