layer_type,layer_index,frac_classified_L,mean_p_L,n_items
encoder,0,0.041666666666666664,0.037275562300013165,120
encoder,1,0.025,0.026635077728900104,120
encoder,2,0.0,0.0035279087046695985,120
encoder,3,0.0,0.0004078134329759157,120
decoder,0,0.0,1.6962160969321203e-08,120
decoder,1,0.05,0.05605142388244215,120
decoder,2,0.16666666666666666,0.15645807966136394,120
decoder,3,0.14166666666666666,0.1421468067979687,120
