layer_type,layer_index,frac_classified_L,mean_p_L,n_items
encoder,0,0.0,1.5227262321430384e-10,120
encoder,1,0.0,3.106607563789036e-13,120
encoder,2,0.0,1.1620334324409972e-15,120
encoder,3,0.0,2.550675048305362e-05,120
decoder,0,0.0,7.51985491358372e-06,120
decoder,1,0.10833333333333334,0.10404945000756646,120
decoder,2,0.2833333333333333,0.2810929386478328,120
decoder,3,0.2916666666666667,0.28449868398140016,120
