layer_type,layer_index,frac_classified_L,mean_p_L,n_items
encoder,0,0.0,7.971216279637853e-14,120
encoder,1,0.0,1.806147823894359e-14,120
encoder,2,0.0,3.6629971278401285e-10,120
encoder,3,0.0,3.422029590249842e-09,120
decoder,0,0.0,1.4723962789749596e-12,120
decoder,1,0.08333333333333333,0.07617664688159168,120
decoder,2,0.058333333333333334,0.05514097216925204,120
decoder,3,0.05,0.05122190260039472,120
