layer_type,layer_index,frac_classified_L,mean_p_L,n_items
encoder,0,0.058333333333333334,0.05269263611097357,120
encoder,1,0.11666666666666667,0.11632875910161644,120
encoder,2,0.11666666666666667,0.11791890443995211,120
encoder,3,0.1,0.10414608095098939,120
decoder,0,0.425,0.42992716312649093,120
decoder,1,0.45,0.4568987979425089,120
decoder,2,0.26666666666666666,0.26090172766378544,120
decoder,3,0.21666666666666667,0.22458065373178612,120
