layer_type,layer_index,frac_classified_L,mean_p_L,n_items
encoder,0,0.4666666666666667,0.4644836576651284,120
encoder,1,0.4583333333333333,0.4491596075556519,120
encoder,2,0.3333333333333333,0.3265403085756212,120
encoder,3,0.225,0.2066226608564009,120
decoder,0,0.175,0.1718152581430372,120
decoder,1,0.016666666666666666,0.018321073162788762,120
decoder,2,0.0,0.008891045837838634,120
decoder,3,0.23333333333333334,0.22326962972882314,120
