layer_type,layer_index,frac_classified_L,mean_p_L,n_items
encoder,0,0.08333333333333333,0.07864937422064919,120
encoder,1,0.15833333333333333,0.1647234970693524,120
encoder,2,0.2,0.20072412100632728,120
encoder,3,0.23333333333333334,0.22779764871414912,120
decoder,0,0.275,0.27089633984019734,120
decoder,1,0.25833333333333336,0.24377772137963002,120
decoder,2,0.425,0.4232722584483121,120
decoder,3,0.25,0.25396702828207063,120
