layer_type,layer_index,frac_classified_L,mean_p_L,n_items
encoder,0,0.25833333333333336,0.25628067075607097,120
encoder,1,0.06666666666666667,0.07177461386843037,120
encoder,2,0.0,0.01817626200272636,120
encoder,3,0.058333333333333334,0.04952313181493371,120
decoder,0,0.0,4.067373911359103e-05,120
decoder,1,0.0,5.173326562567064e-05,120
decoder,2,0.008333333333333333,0.01562625783313638,120
decoder,3,0.175,0.18979236553715068,120
